,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.144984873406565,0,0.0778775572420088,0,0,0,-0.0597491993014282,0,0,0,0.469778847522199,0,0,0,-0.0815861079665361,0,0,0,0,0,0,0,0,0,0,0,0,0.0893766908853248,0,0,0,0,0,0,0,0,0,0.136430859643838,0,0,0,0.186051606589962,0,0,0,0,-0.00603799655843665,0,-0.0443271676434313
X601318.CH.EQUITY,0,0,0,-0.102186838093737,0,0,0,0,0.174002423669399,0,0.205385715723948,0,0.085341457949107,-0.0827500249044443,0.0586145043548572,-1.73472347597681e-18,0,0,0,-0.0656730353439279,0,-0.0869786879296006,0,0,0,0,0,0,0,0,0,0,0,0,0.173598497339799,0,0,0,0,-0.195281202684557,0.356175294904246,0,0.18483960564424,0.185321842658977,0,0,0,0,0,0
X601939.CH.EQUITY,0.218830025375157,-0.00417055274944409,0,0.279207025525538,0,0.0955331028058449,0,-0.0699651848064254,0,0,0,0,0,0,0.0960536521053669,0,0,-0.0226365441181059,0,0,0,0.0608871218283792,0,0,0,-0.0481126792958222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470594364286723,0,-0.0226583678817862,0,0.0236253726425625,0,0,0,0,0,0
X601288.CH.EQUITY,0.386205344409208,0,0.187036227460801,0,0,0.213411843227244,0,0,0.0547376710877107,0,0,0,0,0,-0.0181970198931267,-0.0610198839074268,0.0448036299584121,0,0,0,0,0,0,-0.0629713825738085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101393589836693,0,0,0,0,0,0,0,0,0.220272840997936,0.0128318166231013
X5.HK.EQUITY,0,-0.125068594344189,0.0278843637921951,0.288954970478408,0,0,0,-0.25234916352956,0,0,0,0,0.147043616128164,0,0,0,0,0,0,0,0.54398713651225,0,0,0,0,0.305342265934439,0,-0.0111072980850595,0,0,0,0,0,0.0225605584389493,0,0,0,0,0,0,0,0,0,0,0,0,0.198614001596909,0,-0.0723498546997764,0
X601988.CH.EQUITY,0.18214443978468,0,0.241199179133793,0.0329113209451108,0,0,0,0,0.0728309289874845,0,0.125247991018639,0,0,-0.263035812317752,0,0,0,0,0,0,0,0,0,0.0558532938910203,0.217880264052257,1.73472347597681e-18,0,0.0709808155485545,0,-0.0513211491310013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985117043890702,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0210990910584851,-0.0287151282265486,0,0.202387552125751,0,-0.0186086023191912,0.0184669309897514,0,0.392439164907949,0,0.221496368596269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127117928341398,0,0,0,0,0.0797315469398192,0,0,0,0,0.156685917763859,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0438993508357738,0.102013599772048,0,0,0,0.142059710188002,0,0,0,-0.132453752240323,6.93889390390723e-18,0,0,0.296900157099935,0,0.232121218597513,0,0,0.0821932012934923,0,0,0,0.149559567501089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0545102142080901,0.0664075372255635,0,0,-0.00794294886917398
X601628.CH.EQUITY,0.231885685311197,0.214699694488639,0,0,-1.73472347597681e-18,0,0,0,0,0.0456536829337033,0.0193763516101868,0,0,0,0,0.0435379417709488,0,0,0,0.0375038562599521,0,0,0,0,0,0,0,0.0598350133204539,0.0800940627250217,-0.057258993219655,0,0,0,0,0,0,0,0,-0.363831233987728,0,0,0.00891977051270223,0.228271631688289,0,-0.103869898641725,0,0.121933892078222,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0439889782745254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0372800529612344,0,0,0,0.468226332014286,0,0,0,0,0,0,0,0,0.214722726372772,0,0.0146652118694554,0,0,0,0,0,0,0,0,0,0,0.0437827215872667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191101063947116,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.0882041806649665,0,0,0,0,0.0268531243990556,0,0.361724889700606,0,0,0,0,0,0,0,0,0.155647013354902,0.117136983200366,-0.0961985512843311,0,0.147054694065073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788245106882462,0,0.0858786501870385,0,0,0,0
X600000.CH.EQUITY,0,0.039978529186028,0,0,0,0,0.297282900212407,-0.0636353426028697,0,0,0,0.200998422101719,0,0,0.124500867113384,0,0,0,0,0,0,0,0,-0.0649062261933726,0.113773153846113,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202301562015436,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.0855786173945226,0,0,0,0.0479529909792286,0,0,0,0,0,0.143475293187489,0,0.00947856054766127,0.211950599329356,0,-0.126005142167029,0,0.061413937681049,0,0,0,0,0,0,0.191901952596391,0,0,0,0,0,0.264499676606903,0,0,0,0,0,0.0522135057327053,0.0613464233197452,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0183946705848891,0.078920196957313,0,0,0,0.0740847625715351,0,0,0,0.155754535244529,0,0,0,0,0.09016723062892,0,0,0,0,0.159050771602822,0,0.0359398454153443,0,0,0,0.153246220145047,0,0,0,0,0,-0.152209131801934,0,0.0946780529772999,0,0,0,-0.181438583012145,0,0,0,0,0,0,0,0,0.298765870105822,0,0
X601601.CH.EQUITY,0,0,2.16840434497101e-19,0,-0.032105887011277,0,0,0,0.320986425943965,0,0.23038743408024,0,-0.0165826260229261,0.0275205844645593,0,0,0,0,0,0,0,0,0,0.40365349795764,0,0,0.0180723879217983,0,0,0,0.26374864499034,0,0,0,0,0,0,0,0.0602333800220986,0.0884440457505505,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0
X16.HK.EQUITY,0,0,0,0.281345805609612,0,0,0,0,0,-0.0982304473979953,0,0,0,0,0,0,0,0,0.0112098208634615,1.0842021724855e-19,0,0,0,0,0,0.363681746148368,0.000120161445935107,0.0628775330069261,0,0,0,0.364742212966719,0,0,-0.0560140388439966,0,0,0,0,0,0,0,0.0639278142045036,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.126088239458998,0,0,0,0.0407335103862089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.063911294902155,0.274898380762417,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.154418947761821,0
X388.HK.EQUITY,0,-0.269756260129516,0.0784239118966319,0,0,0,0,0.411162167164135,0,0,0,0,0,-0.00898392902307294,0,0.135583860147604,0.061179067517567,0,0,0,0,0,0,0,0,0,0,0,0,-0.062397007763518,0.0508140699271731,0,0,0,0,0,0,-0.237445821169007,0,0,0,0,0.273360270500807,0,0.163570675045501,0,0,0,0,0
