,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.141674874005771,0,0.0599696538748546,0,0,0,0,0,0,0,0.373136846492472,0.133017687132338,0,0,-0.157107091877288,0,0,0,0,0,0,0,0,0,0,0,0,0.0283342873462782,0,0,0,0,0,0,0,0.136554889075656,0,0,0,0,0,0.163551563639205,0,0,0,0.0436145639734589,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.042120156890983,0,0.130652060309627,0,0.0373790696847774,0,0,-0.149717385843797,0.0761080003552202,0.0107902064737772,0,0,0,0,0,-0.0171072895691443,0,0,0,0,0,0,0,0,0,0,0.175052001443306,0,0,0,0,0,0,-0.230762078547362,0,0.373567540716563,0.101982813381004,0.196555516374156,0,0,0,0,0.187615950892918,0
X601939.CH.EQUITY,0.165856042532754,0,0,0.294800756691186,0,0.13813566685191,0,-0.0570587016318861,-0.0388760306149869,0,0,0,0,0,0.0414716265396499,0,0,0,0,0,-0.0135573904674169,0.0855451835794768,0,0,-0.0370224193099046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49028234625521,-0.0710843068758654,0,0,0,0,-0.0222938078928267,0,0,0.0367804894995799,0
X601288.CH.EQUITY,0.450235011764842,0,0.173176811805998,0,0.0391778564066096,0.23098045606668,0,0,0,0,0,0,0,0.0421834077011666,-0.112801015641264,0,0,0,0,0,0,0,0,-0.051671669454835,0,0,0,0,0,0,0,0,-0.0452999453175304,0,0.156150320864821,0,0,0,0,0.00341337953261553,0,0,0,0,0,0,0,0,0,0.256626074791677
X5.HK.EQUITY,0,-0.069610926373681,0.127666104434033,0.0736615459477432,0,0.0693961600418791,0,-0.170621922900831,0,0,0,0,0.268132001779882,0,0,0,0,0,0,0.666518229996731,0,0,0,0,0.0830415878460611,0,0,-0.124281688555522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121237353123889,0,0,0
X601988.CH.EQUITY,0.205775739901886,0,0.0197219686081054,0.0443549342264628,0,0,0,0,0.0478962245747462,0,0.0545896949055221,0.113856684715307,0,-0.401119778085911,0,0,0,0,0,0,0,0,0.513839553813787,0.0338382552229875,0,0,0,0.029216027990893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538844180377637,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0453267081625488,0,0,0.0568646551162867,0,0,0.147662634326774,0,0,0,0,0,0,0.266195461339924,0.138548108881746,0,0,0,0.0194047446537877,0,0,0,0,0,0,0.0355792524145856,0,0,0,0,0,0.114410497584426,0,-0.0130766018047437,0,0,0,0,0,0,0,0.0985399870310355,0,0,0,0,0.13792405873388,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0163521325000946,0.0160049227802776,0,0,0,0.213327372821423,0,0,0,-0.151599872648059,0,0,0,0.311776475666871,0.255653086763631,0,0,0,0.0510475949076421,0,0,0,0.119335866971147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314477022861355,0,0.125784733315034,0,0,-0.0231445619625072
X601628.CH.EQUITY,0.522657820794933,0.216247909784565,0,0,0,0,0,0,0,0,0.0408494546400043,0,0,0,0,0.0178681345047187,0,0.0351565454780129,0,0,0,0,0,0,0,0,0,0,0,-0.0963536850292415,0,0,0,0,0.11804905279168,0,-0.260677280119316,0,0,0,0,0,0,0,0,-0.122803116105905,0.0784946544562386,0,-0.131875814906682,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
