,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.147024792371748,0,0,0,0,0,-0.107355451706343,0,0,0,0,0,0,0,0,0,0,-0.0834265239141395,0,0,0.426259208572309,-0.125304806791526,0,0,0,0,0.472167858152757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296316015606884,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,8.67361737988404e-19,0.0252840010434275,0,0.0261852624688266,-0.061233418573065,0,0,0,0,0,0.121067623207108,0,0,2.16840434497101e-19,0.357087652099646,0,0,0,0,0.0569927197196377,0,0,0,0,0,0.123019112929743,0,0,0,0.258046918294487,0,0.127836065489444,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0714094585117775,0,0.783415628212144,0,0,0.00438457109389625,0,0,0.0379620697052409,0.0577458548308496,0,0,-0.0452516687613806,0,0.0761803648474494,0,0,0,3.46944695195361e-18,0,0.00377840393413521,0,0,0,0,0,0.042218972779764,0,0,0,0,0,0,0.0795577653542317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.871645884202354,0,0,0,0,-0.0332248354682556,0,0,0,0,0,0,0,0,0.0208369714477862,0,0,0,0.00790991822056049,0,0,0.223275562510692,0,0.0468488076129671,0,8.67361737988404e-19,0,0,0,0.00438920795995679,0,0,0,0,0,0,-0.109780137883877,0,0,-0.154192972065877,0,0,0,0.0475750882559644,0,0,0,0
X601628.CH.EQUITY,0,0.0373961212753379,0,0,0,0,0,0,-0.0746927139103041,0.248076997837808,0,0.227595719769685,0,0,0,0,0,0,0.29547342728513,0,0,0,0,0,0,0,0,-0.119217590139584,0,0,0.0263063534587758,0,0,0,0.19709252722421,0.0904022902660052,0,0,0,0,0,0,0,0,0,0.100962093508612,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.343013782545298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17810221874929,0,0,0,0,0,0,0,0.198004376937457,0,0.044535117735891,0,0,0,0,0,0,0,0,0.0699758699913262,0,0,0,0,0,0,0,0.0805026490731323,0,0,0,0,0.00206125942935646
X601988.CH.EQUITY,0,0,0,0.0691137477161586,0,0,0,0,-0.0269853603777588,-0.0730328494953097,0,0,0,0,0,0,0,0,0,0,0.00120256745089686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131734430498314,-0.0627215256864073,0,0.989875802946565,0
X1299.HK.EQUITY,0,0.00665130461927899,0,0,0.0183060374706077,0,0,0,0,0.287848988552784,0,0,0,0,0,0,0.00159904174975667,0,0,0,0,0,0.287451154491726,-0.047461598297989,0,0,0,0,0.092717186058887,0,0.0698892139049648,0,0,0,0,0,0.0798649948924752,0.0225133369933104,0,0,0,0,0.0729993297842537,0.074136566412572,0,-0.00467290898755403,0,0.194340962988765,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0545691394586328,0,-0.0310482559446066,-0.0790789154958726,0,0,0,0,0,-0.156834973750002,0,1.73472347597681e-18,0,0,0,0,0,0,0.0199373883988855,0.485118635026403,0,-0.106415239792677,0,0,0,0,0,0.152615691379141,0,0,0,0.154710104202975,0,0,0.166612755145856,0.318452679198637,0.157892564129816,0,0,0,0.36393115192511
X388.HK.EQUITY,0,0,0,0,0.264436897991732,0,0,0,0,0,0,0,0,0,0,-0.086600567764321,0.213081034588567,0,0,0,0.198717686023866,0,0.287780193307278,0,0.359744004764245,0,0,-0.091567183230531,0,0,0,0,0,-0.0307077432033557,0,0,0.12206157337658,0,0,-0.0790241327204272,0,-0.0702803548888392,0.193847872152196,-0.125173268081509,-0.25212186654454,0,0,0,0,-0.0910691374770081
