,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY
X601398.CH.EQUITY,0,0,0.205046180907626,0,0.0322792451440924,0.00212907577143941,0,0.39319020135291,0,0,0,0,0,0,0.00814117245012978,0,0,0,0,0,0,0,0,0,0,0.250368691151862,0,0.0427162464324483,1.38777878078145e-17,0,0,0,0,0.0863771435853684,0.0532661302168006,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0926600539866869,0
X601318.CH.EQUITY,0,0,0.117439248996319,0,0,0,0,0,0.250230091707142,0,0,0,0.0325948782204056,0.269511571931499,0,0,0.0450378527629553,0,0,0,0,0,0,0,0,0,0,0.179258237095511,0.216611810370168,0.0621531801416773,0,0,0,0,0,0,0,0,0.0149652333686266,0,0,0,0,0,-0.112199099963613,0,0.0625744193834027,0.0208326778067827,0,0
X601939.CH.EQUITY,0.313037504041785,0.0285766634961423,0,0,0,0,0,0.312069896181067,0.293705931242969,0,0,0,0,0,0,0.214573665549938,0,0.0119347963135504,0,0,0,0,0,0,0,0,0.142859868173724,0,0.226901503708068,0,-0.0288141263714347,0,0,0.0627136656054618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.182346222659282,0,0,0.0601653821407497,-0.115168273549279,0,-0.0749928157054103,0.121399803954045,0,0,0.131584928031692,0,0,0.156349012130817,0,0,0,0,0,0,0,0.412412230642833,0,0.0313731110453043,0,0,0,0,0,0,0,0,0,0,-0.0562406023348669,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.105326335977577,0,0,0,0,0.486873911317077,0,-0.0557498372604144,0,0.047128247536287,0,0,0,0,0,0,0,0,0,0,0.141736617949062,0,0,0.0678963495268052,0,0,0.134552719965837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163591437500119,0,0,0.00278101175195656
X1299.HK.EQUITY,0,0,-0.129938036266178,0,0,0,0,2.16840434497101e-19,0,0.192849074798994,0,-0.0989185357551494,-0.0221034016823245,0,0,0,0,0,0,0,0,0,0.161806852783098,0,0,0,0,0,0,0,0.0895158803450831,0,0,0.148666614275797,0.00893316810512162,0,0,0,0.226865019193994,0,0,0,0.223913411072903,0.0325607220314586,0,0.0592297710885627,0,0,0.171385079362027,0
X601628.CH.EQUITY,0.0300354388668806,0,0,0,0,0,0,0,0,0,0,0,-0.0232049264566422,0,0,-0.0114665852694708,0.0781874711715931,0,0,0,0,0,0,-0.132047670024424,0,0,0,0,0,-0.016140204134572,0,0,0,0,0,0,0,0.45190843008304,0,0,0,0,0,1.73472347597681e-18,0,0,0.053742706646898,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.527356248880449,0,0,0,-0.00795685171528008,0,0,0,0,0,0,0,0,0.283219054555446,0.043257085646615,0.147508054277056,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419463897902251,0,0,0,0,0,0,0,0,0,0,-0.0982826885468873,0,0,0.00143017397027224,0,0
X5.HK.EQUITY,0,0,0.0087918464789955,0,0,0,0,0,0,0,0.156397656251128,0,0,0,0,0,0,0,0,0,0,0,0.239958335409655,0.050603105519023,0.0770178882094768,0,0,0,0,0,0,0.0156762687195776,0,0.217562133377711,8.67361737988404e-19,0,0,0,0,0.293658770016208,0,0,0.141266903432135,0,0,0,0.0985219054078102,0,0,0
X388.HK.EQUITY,0,0,0,-0.175453672418138,0.0568779094372763,0,-0.140376511846887,0,-0.172332231840765,0,0,0,0,0,0,0,0,0,0,0,0,0.138247893811431,0,0,0,0,0,0,0,0,0,0,0,-0.226756387768266,0,0,0,0.222589243753433,0,0,0.17959602678909,0,0,0,0,0.276825533901395,0,0,0.197624737268979,0
X601166.CH.EQUITY,0,0,0,0.0307658937721304,0,0,0,0,0,-0.0633519386133284,0,0,0.434746969585483,0,-0.0524762516646527,0,0,0,0,0,-0.16204999952514,0,-0.0312078105350201,0,0,0,0,-0.0197636439901573,0.271834577549195,0.154390571709514,0,0.018579492394295,0,0.101350300067657,0,0,0,0.0796362300371399,0,0,0,0,0,0,0,-0.0812492436135092,0.0343698516131081,0,0,0
X601658.CH.Equity,0,0,0,-0.302229119194139,0.176879212647102,0,0.0522255895317464,0.317937742079163,0,0,0.364144209031573,0,0,0,0,0.0020905772808235,0.188158644471457,0.222773458918942,0,0,0,0,0,0,0,0,0,-0.426666790178055,0.0442216978930049,0,0,0,0,0,0.138347178713637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0192976716383787,0,0,0,0,0,0,0,0,0.494395156866723,0,0,0.0652745780630197,0,0,0.11376186968359,0,-0.101598860663368,0,0,0,0,0.347760214360232,0,0,0,0,0.154850288690472,0,0,0,0,-0.0425440615748613,0,0,0,0,0.00684300933254457,0,0,0,0,0,0,0,0,0,0,-0.275637800393209
X600030.CH.EQUITY,0,0.0377907673022499,0,0,0,0,0,0,0,0,0,-0.0329207721499901,0.036062107729523,0,0,0,0,0,0,0.27728246611409,0,0,0,0,0,0,0,0.00263502160260633,0,0,0,0,0,0,0,0.159559483653142,0.170638699204696,0.0065950331668546,0,0,0,0,0,0.186341324840486,0,0,0,0.0543213660515173,0,0
X601601.CH.EQUITY,0,0.611695090337723,0,0,0,0,0,0,0,0.0325797270086674,0,0.0126563715169551,0.0939492568281832,0,0,0,0,0,0,0,0,0.140293881882856,0,0.0535187565197936,0,0,0,-0.097399569120799,0,-0.123726710142166,0.0503744515850914,0,0,0,0,0,0,0.0094921517476742,0,0,-0.0555549075707906,0,0,0,0.190448462947858,0,0,0,0.0943871518369529,0
