,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY
X601398.CH.EQUITY,0,0,0.21634643343211,0,0.0250516856810468,0.00823140991866729,0,0.382412600308423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252135502024352,0,0.0427321839249274,0,0,0,0,0,0.0829137146521662,0.0566496883499127,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.098660271928286,0
X601318.CH.EQUITY,0,0,0.0991933096616083,0,0,0,0,0,0.262920410683521,0,0,0,0,0.273431433605539,0.172532642274491,0,0,0,0,0.0299480425534257,0,0.0456122251897479,0,0,0,0,0,0,0.126129623582613,0,0.0675187965749508,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.099985039015301,0,0.0444723763261448,0.0891208051682585,0,0
X601939.CH.EQUITY,0.330999365578242,0.0402771541561544,0,0,0,0,0,0.266435813825241,0.274960918085145,0,0,0,0,0,0,0.205012516107775,0,0.00746883186177804,0,0,0,0,0,0,0,0,0.141345762370688,0,0.221819496147941,-0.0402297359080064,0,0,0,0.0783052439074955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.181505923616123,0,0,0.0599821889236528,-0.114781144913001,0,-0.0733935276316764,0.12100610978199,0,0,0.131252314694238,0,0,0,0.157050474753485,0,0,0,0,0,0,0.414008051667053,0,0.0315886978059686,0,0,0,0,0,0,0,0,0,0,0,-0.0562788214479954,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.12534806945594,0,0,0,0,0.509225984556151,0,-0.0526225186792631,0,0.026934647565213,0,0,0,0,0,0,0,0,0,0,0.134837536941151,0,0,0,0,0,0.134223705548814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263067943285166
X1299.HK.EQUITY,0,0,0,0,-0.069737101677268,0,0,0,0,0.17005650535404,0,-0.0822971846106662,-0.0860755487189548,0,0,0,0,0,0,0,0.0110414090611332,0,0.186225554632951,0,0,0,0,0,0,0,0,0,0,0.130852144853488,0.0499074357100094,0,0,0,0.225439198611368,0,0,0,0.218497382077038,0.0019005687879688,0,0.105745252945372,0,0,0.181659269364656,0
X601628.CH.EQUITY,0.0646485279795389,0,0,0,0,0,0,0,0,0,0,0,-0.0249073762752707,0,0,-0.0915668346986624,0.165624940378133,0,0,0,-0.00381550306005917,0,0,-0.126482572036829,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219890746345217,0.474730320990742,0,0,0,0,0,1.73472347597681e-18,0,0,1.73472347597681e-18,0,0,0
X601988.CH.EQUITY,0.107481065619927,0,0,0,0.407800737574059,0,0,0,0,0,0,0,0,0,0,0,0,0.382359487983763,0.154454489204896,0,0,0,0,0,0,0,0,0.0145874465828143,0,0,0,-0.00469291428096177,0,-0.062950172556581,0,0,0,0,0,0,0,0,0,0,-0.0558962474441725,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0871207697265806,0,0,0,0,0,0,0,0.14208946812562,0,0,0,0,0,0,0,0,0,0,0,0.137565681012269,0,0.0920053319998019,0,0,0,0,0.0165638889814474,0,0,0,0.120182490025716,0,0,0,0,0,0,0.342247652350753,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.197944712082125,0.033762197479206,0,-0.0706408891554526,0,-0.0382578932411355,0,0,0,0,0,0,0,0,0,0,0,0,0.169164738736357,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.261285019242064,0,0,0,0,0,0.199786643690119,0,0,0,0.358255136919393,0,0,0,0,0.27212083088768,0
