,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0.232859398894845,0,0.129563213286591,0,0,0,0,0.252017487007335,0.0618462370241456,0,0.132370283678185,0,0,0,0,0,0,0.0959833624469903,1.73472347597681e-18,0,0,-0.0775786551573003,0,0,0,0,0,0,0,0.0023663079937668,0,0,0,0,0.0731084542811655,0,0,0,0,0,0,0,0,0,0.0180408914163449,0.0265753802119016,0,0,0
X601939.CH.EQUITY,0.457692058343972,0,0,0.0182114453584434,0,0,-0.0318905551839823,0,0,0,0.192593248669176,0,0.226734482254944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00853013179893362,0,0,0,0,0,0,8.67361737988404e-19,0,0,0
X601318.CH.EQUITY,0,0,0,0.0481442064181157,0,0,0,0,0,0,0,0.25844907149789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204051232043489,0,0,0,0,0,0,0,0.0620227935644615,-6.93889390390723e-18,0.0429541085380554,0,0,0.206542388454345,0,0,0
X601288.CH.EQUITY,0.47252663671791,0.0317452176694792,0,0,0.17125328923979,0,0,0,0,0,0,0,0.0722206556827343,0,0,0,0,0,0,0,0.0672790305315384,0.0535902748180355,0,0,0,0,0,0,0,0,0.0365900362017326,0,0,0,0,0,0,0,0,0,0,0.0465670039779564,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0808372950238884,0,0.255383579534724,0,0,0,-0.0520179624240472,0,0.0147460467927786,0,0,0,0.0996521535825486,0,0,0.149745041273523,0,0.196163044011509,0,0,0,0,0,0,0.325020887395815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143955282656961,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0217004927686636,0,0,0,0,0,0,0,0,0.415787387798557,0,0,0,0,0,0,0,0,0,0,0.0541268768839023,0.125025997639801,0,0,0,0,0,0,0,0,0,0,0,0,0.0850053623497114,0,0,0.0599456293014874,0,0,0,0,0,0,0,0,0,0.26975884155883
X1299.HK.EQUITY,0,0,0,0,0,0.113917535178264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535725376463684,0,0,0.200474036796035,0,0.0540238558997268,0,0,0.193865248362339,0,0,0,0,0,0,0,0,0.00135893816383665,0,0,0,0.190132764641602,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379944925483815,0,0,0,-0.531853495180514,0,0,0,0.826790044792792,0.115069584482226,-0.829822608074764,0,0,0.635664185254273,0,0,0,0,0,0,0,0,0.000757471276875667,0,0,0,0.242879186278097,0,0,0,0,0,0,0.0340572223733052,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.319323856658429,0,0,0,0,0,0,0.212598354125469,0,0,0,0,0,0,0.174580869484662,0,0,0,0.0463687467609386,0,0,0,0,0,0.0454949438691632,0,0,0,0,0.0169007732316752,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.568369035951904,0,0,0,0.00409719461004462,0,0,0,0,0,0,-0.374049612967214,0,0,0,0,0,0,0,0.104633669529659,0.0349298075138546,0,0,0,-0.00929034289549087,0,0.947874057770492,0,0,0,0,0,0,0,0,0,0,-0.113115103433915,0,0,0,0,0,0,0,0,-0.130296426990526
X601328.CH.EQUITY,0,0,0,0.245367796022556,0,0,0,0,0,-0.0752289173094963,0,0,0.248336473657691,0,0,0,0.0368790851816068,0,0,0.175319347977063,0,0,0,0,0,0,0,0,0.0213468410370243,0,0.212846936039089,0,0,0.109031313653035,0,0.0214062645728318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0426243942473324,0.0362616650780005,0,0,0.00608797491523775,0.254466097704977,0,0,0.0602952271448389,0.0130217490216234,0.0913611556333866,0,0,0.043887910805226,0,0,0,0,0.0245221887515648,0,0,0,0,0,0,0,0,0,0,0,0.189543932597022,0,0,0,0,0,0,0.0358117615740167,0,0.0357197951303431,0,0,-8.67361737988404e-19,0,0,0.120305943460832,0.0701222382480638,0,0,0.0475830469528108
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.32095287782752,0,0,0,0,0,0,0,0,0.223382914708364,0,0,0,0,0.026059138720999,0.192885900046338,0,0,0,0,0,0,0.0068208589891168,0,0,0,0,0,0.0558349312969454,0,0,0.0494965706298817,0,0,0.0829395524109757,0.0464049505147298,0,0,0,0
X000002.CH.EQUITY,0,0,0.182457849706411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262636468665406,0,0,0.00115142355836538,0,0.492876588959236,0,0,0.207073814571864,0,0,0.167686325961614,0,0.0019320966823723,0,0,0,0,0,0,-0.065962515075249,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.214259853901858,0,0,0.00778867148160493,0.469160099994775,0,0,0,0,0,0,0,0,0.0145258634071444,0,0,0.0312580114269556,0,0,0,0,0.0342576689197503,0,0,0,0,0,0,0,0,0.00493781776150855,0,0,0,0,0,0,0,0,0,0,0.00172243587958286,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0296919860224251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103979564695835,0,0,0,0,0.0102323092090979,0,0.000926339176336329,0,0.208042049698289,0.247000076647564,0,0,0,0,0,0,0,0,0,0.0166029976896619,0.340284125430146,0,0,0,0.12180966716267,0
