,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.12870013618167,0,0,0,0,0,0,-0.154185176195993,0,0,0,0,0,0,0,0,0,0,-0.115214419863457,0,0.0771918503192774,0.443970656998756,0,0.558673911423656,0,0,-0.140673067066381,-0.0189273226777141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.195981945905479,0,0,0,-0.068357262682038,0,0,0.139685238292946,0,0,0,0,0.0286947750081334,0,0,0.0174083875090765,0,0,0,0,0,0,0,8.67361737988404e-19,0.0147679072194443,0.157815034002838,0,0,0,0,0.246910000500185,0,0.126908680547337,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0809519577441481,0,0.802716831149493,0,0,0,0,0,0.0444183359512344,0,0,0.0169177440696308,-0.00807400004749238,0,0,0,0.080260010742333,0,0,0,0,0,0,0.0252514869741503,0,0,0,0,0,0,0,0,0,0,0,0,0.067828763912479,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.905655752485565,0,-0.0785625927558391,0,-0.0871749344951879,0,0,0.0258798479419357,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0121091392682112,0,0,0.0977334524551501,0.0804642101842024,0,0,0,0,0,0,0.0707614548368453,0,0,0,0,0,0,0,0,-0.107232314216419,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0122182234261946,0,0,0,0,0,0,0,0,0.282309030461068,0,0.165732617865853,0,0,0,0,0,0,0,0.441584006264878,0,0,0,0,-0.0250859775409394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227146714271166,0,0.247138299618935,0,0
X600036.CH.EQUITY,0,0,0.07192742974827,0.257133459150424,0,0,0,0,0.0479894223952412,-0.00689222746313215,0,0,0,0,0,0,0.176057648358912,0,0,0.0201336233578427,0,0,0,0,0.0238490423452218,0,0,0.18755694873173,0,0.0312187094895846,0.128864675563445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04237851245281,0,0,0,0,0.0317384628903197
X1299.HK.EQUITY,0,0,0,0,0.0942854232696881,0,0,0,0,0.170937418146388,0,0,0,0,0,0,0,0,0,0,0,0,0.283374169413654,-0.0242552300548115,0,0,0.112781781614788,0,0,0,0,0,0.138708259069088,0,0,0,0.0753607523478138,0,0.0625259930154012,0,0,0,0.0766766241214762,0,0,0,0,0.118400009459928,0,0
X601988.CH.EQUITY,0,0,0,0.08685357063206,-0.0451339433532715,0,0,0,-0.0203604221355723,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0178302248386126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.124239304715076,0,1.0025048223744,0
X5.HK.EQUITY,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00564113399729917,-0.145300836040682,0,0,0,0,0.0447694991855626,0.141355873383049,0.292007758314293,0,0,0,0.0330729902981874,0,0,0,0,-0.202143317962851,0,0,0.0142217165294641,0,-0.0134941627647911,0,0,0.142407558058813,0.093206971244742,0,0,-0.126934938287035,0,0.127714925089105
X388.HK.EQUITY,0,0,0,0,0.192175486550031,0,0.262594319891668,0,0.201467436081411,0,-0.0696277044098188,0,0,0,0.0286800629827927,0.0576659186601445,0,-0.294757413390579,0,0,0.0867279183768425,0,0.290841994881028,0,-0.208673911968559,0,0,0.138517556015837,0.285349884983244,0,0,0,0.144644543470603,0,0,0,0,0,0,0,-0.0653049306551453,0,0,-0.0506622156689369,0,0,0,0,0,-0.180112742869269
