,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY
X601398.CH.EQUITY,0,0.500679261503664,0.152340826609379,0,0,0.0512727069175845,0,0,0,-0.0669717144764966,0.0662317026589038,0,0,-0.042426726516396,0,0,0,0,0.0180774564275499,0,0,0,0,0,0,0,0,0,0,0,0.0188137436387533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032416628215702,0.0895969682079398
X601939.CH.EQUITY,0.423910546513694,0,0,0.204976321947666,0,0,0,0,1.73472347597681e-18,0.0172132288896797,0.103918385515116,0,0,0.0268739179468632,-0.122818259243285,0,0,0,0,0,0,0,0,0,-0.0325026243109693,0.194645215066734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073298113416783,0
X601318.CH.EQUITY,0,0,0,0,0.198156499375944,0.0621907706688688,0,0,0,0,0,0,0,0,0.128575101110016,0,0,0,0.298399979833065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128483813635319,0,0,0,0.137835043980967,0,0,0.0024695014786768,0,0,0,0
X601288.CH.EQUITY,0.297064190396871,0.0954177447621239,0,0,0.176925140396286,0,0,0,0,0,0.00184051657216617,0,0,0.190625168341635,0,0,0,0,0,0,0,0.0461922799046486,0,0,0,0,0,0,0,0,0,0,0,0.123615605663876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0209668178403131,0.440563575186517,0,0,0,0,0,0.232723078192117,0,0,0,0,0.0514685207286714,0.254003432535774,0,0.0565472063866095,0,0,0,0,0,0,0,0,0.0188570895715947,0,0,0,0,0,0,0,0,0,-0.568552923398172,0,0,0,0,0,0,0,0,0.0962027651308092,0,0,0,0
X600036.CH.EQUITY,0,0.0701657217769235,0,0,0,0,0,0,0,0,0,0,0.183942582543933,0,0,0,0,0,0.283815806527111,0,0,0.00826040837675259,0,0,0,0,0,0,0,0,0,0.283095927359749,0,0,0,0,0,0.00523899345553976,0,0,0.0664218035528068,0.0509423049518156,0,0.0209353443875052,0,0,0,0.0947446239422048,0,0
X1299.HK.EQUITY,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0886131500631273,0,0,0.182195509932174,0,0,0.292118501785189,0,0,0,0,0,0,0.136809405439325,0,0,0,0,0.0906373082281115,0,0,0,0,0,0,0,0,0,0.150536458713782,0,0.0365261062105145,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.255933440845894,0,0,-0.222294616554644,0,0,0,0,0.269289882469945,-0.150280726947219,0,0.226036449711313,0,0.799355476071714,0,0,0.0930466751433813,0,0,0,0,0,0,0,-0.0295136175365718,0,0,0,0,0,-0.158507003413962,0,0,0.271652909233044,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0952948309693887,0,0,0,0,0,-0.160990493052536,0,0,0,0,0,0,0.300796044530681,0,0,0,0,0,0,0.0302533294847215,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.220918933645635,0,0,0,0,0,0,0.196431132298501,0,0
X601658.CH.Equity,0,0,0,0.15575357002343,0.171200333173708,0,0,0,0,0,0,0,0,0.152460736419148,0,0,0,0,-0.0861554390828647,0,0.0635815344959904,0,0,0,0,0,0.00381091356149463,0,0.0841636667190566,0,0,0,0,0,0,0,0.0135428630455109,0.258259914500428,0,0,0,0,-0.0195994443197827,0,0,0,0,0,0.392786376168787,0
