,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.481467192234569,0.0956879183752359,0,0,0,0,0,0,0,0,0,0.0588238242657067,0,0.087511474524266,0,0,-0.148555333614672,0,0,0,0,0,0,0.00374467605587001,0,0,0.0284360535986032,0,0,0,0,0,0.045565731150106,0,0,0,0,0,0,0,0,0,0,0,0.0797856542933341,0.185238726759026,0.0390648017493401
X601318.CH.EQUITY,0,0,0,0,0.189439757016692,-0.0102292285815777,0,0,0.150251043407983,0,0,0,0,0,0.0739057920813983,0,0.132886364974778,0.194248745608736,0,0,0,0,0,0,0,0,0,0,0,-0.0981996773048327,0.10343474305903,0,0,0,0.0575256902220516,0,0.141121019961412,0,0,0,0,0,0,0,0,0,0,0,0.0782041483833332,0
X601939.CH.EQUITY,0.258110913804068,0,0,0,0,0,0,0,0,0,0,0.162564802303221,0,0.365645405371265,0,0,0,0,0.0793556219563818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211939711409882,0.0619520549799995,0,0,0,0.0161554518705118,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.339456113137885,0,0.0229069954481706,0,0.495862945879988,0,0,0,0,0,0,0.0043112802672765,0,0,0.0322840542650278,0,0,-0.0236530703846721,0,0,0,0,0,0.00963883094829976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104303777315981,0
X601988.CH.EQUITY,0.0902130837233052,0.0577329539377847,0,-2.16840434497101e-19,0,0,0,0,0,0,0.239386822593069,0,0,0,0,0,0.119777811922496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102412012009942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875833365163996,0,0,0,0.240167207220177
X5.HK.EQUITY,0,0,0,0,-0.0698155102604933,0,0,0,0,0.0410187088424723,0,0,0.433871919455574,0,0.135000174904941,0,-0.126708499802381,0,0,0.654819686257506,0.253163298376914,0,0,0.821376129085652,0,-0.611443293284999,0,0,0,0,0,0,0.204242604011386,0,0,0,0,0,0,0,0,0,0.0724097957210273,0,0,0,0,0,0,0
X600036.CH.EQUITY,-1.73472347597681e-18,0,0,0.0607497906706624,0,0,0,0.0919270341683852,0,0,0,0,0,0,0,0,0.13540555070172,0,0.123025005704983,0,0,0,0,0,0,0,0.0550390185571249,0,0,0,0.190629603971295,0,0.229450124882709,0,0,0,0.0414195517331561,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.120814177058184,0.0260957978331583,0,0,0,0.0894281945194829,0,0.0835247237465191,0,0,0,0,0,0,0.0710099357097646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30888320035746,0
X601628.CH.EQUITY,1.73472347597681e-18,0,0.109797381378638,4.33680868994202e-19,0.368026891052276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273251397412696,0,0.140067207465306,0,0,0,0,0,0,0,0.149440257967587,0,0,0,0,0,0.0334046871942111,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.239458845878758,0,0,0,0,0,0.184489829452194,0,-0.024701169597694,0,0,0,0,0,0,0,0.127161452505808,0,0,0,0,0,0,0.139191381534303,0,0,-0.0867803172559789,0,0,0,0,0,-0.102809205909586,0,0.790419839499057,3.46944695195361e-18,0,0,0,0,0.298492731809985,0,-0.258398467567933,0
