,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0,0.388799694024955,0,0,0.354168450830615,0,0,0,0,0,0,0,0,0,0,0,0,-0.0564442600775491,0,0,0.0892116294220561,0,0,-0.231769041821195,0,0,0,-1.0842021724855e-19,0,0,0,0.0136698173377846,0,0,0.211930586404853,0,0,0,0,0.0671082170233031,0,0,0,0,-0.129383812548464,0,0,0
X601318.CH.EQUITY,-0.0148177662112173,0,0,0,0,0,0,0,0,0.245578697273141,0,0.213424536890966,0,0,0,0,0.161892868972241,-0.0449333373185664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145943181316074,0.344329311658819,-0.00760439963767791,0.0460384783527975,0.129035938649587,0,0,0,-0.0149407696342594,0,0
X601939.CH.EQUITY,0.314284944100622,0,0,0,0.0928741438413631,0,0,0,0,0,0,0,0,0.117551471210444,0,0,0,0,0,0,0.0514855498073925,0,0,0,0,0.2629873115184,0,0,-0.0142474276767233,0,0,0,0,0,0.135783536999389,0,0,0,0.00249425402937324,0,0,0,0,0.0573022629947048,0,0,0,0,0
X601288.CH.EQUITY,0.353929232440581,0,0,0,0.0710319002390501,0,0,0,0.215914000730193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0604090645507171,0.0321743026918774,0,0,0,0.15325908293039,0.00590030648636946,0,0,0.166735167254247,0,0,0,0.0179973648527222,0,0.140240385481097
X5.HK.EQUITY,0,-0.158402733417617,-1.73472347597681e-18,0.428368651792374,0,0,0,-0.20437729182304,-0.0236575685031403,0,0.093955340404451,0,0,0,0,0.0790984720351645,0,0.0364269468822931,0,0.0601570657760556,0,0,0.494304349374748,0,0,0,-0.0300139246765638,-0.0300682696761395,0,0,0,0,-0.0909038719535169,-0.182904045210644,0,0,0,0,0,0,0,0.148156489079254,0,0,0,0,0,0,-0.171914965132926
X601988.CH.EQUITY,0.00177402942013907,0,0,0.0877308112932751,0,0,0,0,0,0.216934068250127,0.0792163179943803,0,0.0251535579127314,0,0,-0.127081962038455,0,0,0,0,0,0.443145577378457,0,0,0,0,0.0494123561237698,0,0,0,0,-0.00693158692670739,0,0,0,0,0,0,0,0.0721516594546109,0,0,0,0,0,0,0.18323045676161,0,0
X600036.CH.EQUITY,0,0.400342310857807,0,0,0,0,0,0,-0.12840268947046,0,0,-6.93889390390723e-18,0,0.204241200717907,0,0,0,0,0.118750783493505,0,0.0124760725751514,0,0.168772905280818,0,0,0,-0.0457717738821964,0,0,-0.101417733740963,0,0,0.188895102509937,0,0,0,0,0,0,0.2101325167779,0.0278642335786514,0,0,0,0,0,0.0234623676109633,0.0227859128346473,0
X1299.HK.EQUITY,0,0.0677836496715322,0,0,0,0,0,0,0,0,0,0,0,0,0.0486771712335957,0,0,0.244592359827112,0.219403424122039,0,0.217324111368088,0,0.0973058940365842,0,0,0,0,0.110728315580272,0,0,0,0,0,0,0,0,0,0,-0.233453847653369,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,-0.0182689655213631,0,0,0,0.0317921425593554,0,0,0.0805197247776232,0,0,0,0.240266007303876,0,0,0,0,0,0.0575515778338511,0.0981753692717019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181295558737069,0,0.201177072881464,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.00974213112604517,0.187846433241458,0,0,0.128122276569265,0,0,0,0,0,0,0,0.216089332832652,0,0,0,0,0,0,0,0,0,0.104005708074474,0,0,0.0530647804770835,0,0,0.491595253742315,0,0.135945343216987,0,0,0,0,0,0,0,-0.096271002585576,-0.0857907322112283,0,-0.0897610187607676,0,0,0
