,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0.171777295666622,-6.93889390390723e-18,0.0890212259383066,0,0,0,0,0,0,0,0.321139852738167,0.169030487674924,0,0,0,-0.156996502086921,0,0,0,0,0,0,0,0,0,0,0,0.0240193779115728,0,0,0,0,0,0,0.172754117920453,-0.0281898734893642,0,0,0,0,0,0,0.0968246975173019,0,0,0.0702579057224227,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.131755672445387,0,0,0,0.0265370796326407,-0.15598743107554,0.0981304107683255,0,0.0754444665899594,0,0,0,0,0,-0.0417827653284767,0,0,0,0,0,0,0,0,0,0,0.179332597239966,-0.0281784234977584,0,0,0,0,-0.219907394200956,0,0.368527830021038,0.181087083673045,0.117660085894299,0,0,0,0,0.195914385190231,0
X601939.CH.EQUITY,0.250542985494371,0,0,0.232738470469394,0,0.137696674267595,0,-0.0333191701583843,0,0,0,0,0,0,0.0343774744656146,0,0,0,0,0,-0.00631105646326804,0,0.0664884716007767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476112816556578,-0.102208742261302,0,0.0235945862878416,0,0,-0.0427817445922081,0,0,0.0262697054980095,-0.0158891091198824
X601288.CH.EQUITY,0.561844192226334,0,0.168090921388296,0,0,0.0262588051212349,0,0,0.0127551559717101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243002447723201,0,0,0,0,0,0,0.107936372818226,0,0,0,0.0574870058428116,0.0961490723219833,0,0,0.0434852288156157,0,0,0,0,0,0,0.127518664424205
X5.HK.EQUITY,0,-0.112812339851409,0.0378697032190199,0.273820037288374,0,0,0,-0.241442793251262,0,0,0,0,0.147723913848452,0,0,0,0,0,0,0.627632458145702,0,0,0,0,0.302426775130407,0,0,-0.0241701207106769,0,0,0,0,0.0207462092944669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183097763142417,0,0,-0.0714702661305717
X601988.CH.EQUITY,0.181487564327959,0,0.0606706272219015,0.0285623393159992,0.0401271950125078,0,0,0,0.0353029149447969,0,0.0500464394981284,0.0496448487391807,0,-0.42701473893734,0,0,0,0,0,0,0,0.575002447965053,0,0.0164552957461442,0,0,0,0.0882006948809495,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.055332315460735,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.136552731814931,0,0,0.0189753656110106,0,0,0.127946011164369,0,0,0,0,0.0647814389515182,0,0.278707408901632,0,0.0543580109786472,0.060930171524207,0,0.0203100342686893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131962630147758,-0.0857328898843118,0,0,0.199156101477864,0,0,0,0,0,0.107538414580431,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0306896322660672,0.0391517942418522,0,0,0,0.18929894464798,0,0,0,-0.180977380037365,0,0,0,0.349271583224143,0.283280732935764,0,0,0,0.0356934566028026,0,0,0,0.0838347190025208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617114706006684,0,0,0
X601628.CH.EQUITY,0.576883455974509,0.183696478096991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722454036465184,0.0601915613740839,0.0994885686496729,0,-0.145147759303704,0.163257623576066,0,0,0,0,0,-0.0570219169479292,6.93889390390723e-18,0,-0.174274304924167,0,0,0,0,0.0418976096937207,-0.253963126736372,0,0,0,0,0,0,0,0.0927454414789267,0,-0.121514591771776,0.0238064591956174,0,-0.0552660168872101,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0335471072871879,0,0,0,0,0,0.510679247020655,0,0,0,0,0,0,0,0,0,0.141636524106518,0,0,0,0.098541443188394,0,0,0,0,0,0,0,0.0462796247332992,0,0,0,0,0,0,0,0,0,0.00726602910602006,0,0,0,0,0,0.175166459861349,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.0382027062174239,0,0,0,0,0,0,0.31538709378967,0,0,0,0,0,0,0,0,0.100074617576435,0.18543862754794,-0.0766650099628254,0.208178910048777,0.0412390816400576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131953854234317,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.179653760872597,0,0,0,0,0.333303042135841,0,0,0.113744995358036,0,-0.081792203995164,0,0,0,0,0.0513719309671357,0,0,0,0,0,0,0.115985155019825,0.0290890821169151,-0.0399409654031185,0,0,0,0,0,0,0,0,0,0,0,0.0990362655419422,0,0,0,0,0.0332429998802533,0.197326022459877,0
X000002.CH.EQUITY,0,0,0,0,0,-0.11557927571045,0,0,0,0,0,0,0,0,0,0,0.0264622406714015,0,0.315963601134877,0,0.0651732161416077,0,0,0,0,0.00565017849507623,0.028136777126592,0,0,0.381542700362912,0,0,0,0,0.173371568896924,0,0,0,0,0,0,0.00850654788707043,0,0,0,0.112544312497435,0,0,0.067721934589794,0
X000001.CH.EQUITY,0,0,0,-0.0664617786944534,0,0,0.223536162669137,0,0,0,0.098209567147263,0,0,0,0,0,0.110956713028589,0,0,0.215878995664789,0,0,0.0062670632912947,0,0,0,0.122448350920962,0,0,0,0,0,0,0.0248953929649588,0,-0.245716007501913,0,0,0,0.0562891631100102,-0.090134751420946,0,0,0,0.103052691956823,0,0,0.23207390079308,0,0
X16.HK.EQUITY,0,0,0,0.425633707900335,0,0,0,0.167020869238097,0,0,0,0,0,0,0,0,0,0,0.0870434346451311,0,0,0,0,0,0.125266279556676,0,0,0.0260682931310116,0,0.0244920792330801,0,0.324106759908139,0,-0.147674055486312,-0.00461975267503522,0.177302948321748,0,0,0,0,0,0,0,0.0360590605567881,0,0,0,0,0.0421196707809909,0
X601601.CH.EQUITY,0,0,0,0,-0.201188078029383,0,0,0,0.281221329652177,0,0.261544225789539,0,0,0,0.0537712191798962,0,0,0,0.19129045555689,0,0,0,0,0.272694295156883,0,0,0,0.0532205747839929,0,0,0,0,0.0547367637218867,0,0,0,0,0.0831913345736923,0,0.196760754327191,0,0,0,0,0,0,-0.00980804057528384,0,-0.00364872479373814,0
X688.HK.EQUITY,0,0,0,0.170804101821811,0,-0.230528895111619,0,0,0.0109408774384229,0,0,0,0,0.177758222112075,0,0,0,0,0.210893240315972,0,0,0,0,0,0.308470371416194,0,0,0.386366596799776,0,0,0,0,0,0,0,-0.196078487331456,0,0,0,0,0.311824530970912,0.0366130983207473,0,0,0,0,-0.20147886332673,0,-0.166246452736289,0
