,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0,0.00293765100299918,0,0.260281581901534,0,0,0,0,0,-0.159161863011645,0,0,0,0,0,0,0,0,0,0,0.465893609257899,0,0.467008384264507,0,0,0.15678241533197,0,0,0,0,0,-0.146159946373899,0,0,-0.247781123085106,0,0,-0.906962714484889,0,0,0,0.043403934876483,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.275792511842821,0,0,0,-0.0163315148778575,0.0671956469626692,0,0,0.0451292010092512,0,0,0.347970146584513,0,0,-0.0599109902119041,0.0275430648354913,0,-0.0207326267093244,0,0,0,0,0,-0.146855362464695,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.10512691232791,0,0,0,-0.0324907705777698,0,0,0.14190341135524,0.406275305015951,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.388965203878977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15699737005648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330372910342054,0,0,0.0180019770683655,0,0,0,0.0323738395451904,0
X601288.CH.EQUITY,0,0.394234547412368,0,0,0.226084671817543,0,0.0561179996675648,0,0,0,0,0.204212453865983,0,0,0,-0.0553479399946063,0,0,0,0,0,0,0.211731405345213,0,0,0,0,0,0,0,0,-0.00949652990889185,0,0,0,0,0,0,0,0,0,0,0,-0.0537619149965895,0,0,-0.0917923799431938,0,0,0
X601988.CH.EQUITY,0,0,0,0.350151902310201,0,0,0,0,0,0.183655860328342,0,0,0,0,0,0.296939331835531,0.249102970081604,0,0.0495736558974571,0,0,0,0.00431491052885062,0,0,0.0211492925404972,0.0251938433578678,0,0,0,0,0,0,0,0,0,0,0,0,-0.637037792988828,0,0,0,0.0815091765617795,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0716366643226335,0,0,0,0,0.0810843647223572,0.038875508653477,0,0,0,0,0.10554181996365,0,0,0,0,0,0,0.00103945725105445,0.141801938508793,0,0,0,0,0.0161334810329831,0,0,0,0,0,0,0,0.425239113742615,0,0,0.00592305324740433,0,0,0,0,0,0,0,0.0915935593335774,0,0,0,0,0
X1299.HK.EQUITY,0,0.0156341670547,0,0,0,0.0097201738057754,0,0,0,0,0,0.150104899256753,0,0,0,0.141210276824916,0,0,0,0.297553168347979,0,0,0,-0.076482166800053,0,0,0,0.0654712001467975,0,0,0.0191878924222111,0,0,0,0,0,0.11029959780235,0.0418049851364587,0,0,0,0,0,0,0.278459794474284,0,0.0240707739057164,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.291248029815639,0,0,0,0,-0.129595380683439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153427868168496,0.104575765119698,0,0.105802341991008,0.00905431632741453,0.119849617903309,-0.00916065745124283,0,0.0112363771853372,0,1.73472347597681e-18,0,0.0993119385858881,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323140532466894,0,0,0.00809414610986357,0,0,0.0355015130977382,0.87163296874444,-0.620142146977163,0,0,0.644171676916076,0.120859917142135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122317730518316
X601658.CH.Equity,0,0,0,0.0554705634285148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26828867285899,0.191348134963821,-0.193216051876139,0,-0.0736667098367266,0.0294885085079512,0,0,0,-0.17050817200933,0,0,0,0,0,0,0,0,0,0,0,0,0.0136446846554819,0.534634542705427,0,0,0,0,0,-0.0482415067309989,0,0,0
