,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY
X601398.CH.EQUITY,0,0.516538848609928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194215190150073,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.440158684124447,0,0,0.133115740076074,0,0,0,0,0,-0.142475803425772,0,0,0,0,0,0,0,0.0907951922091592,0,0,0,0.0145511164357615,-0.107042351702319,0
X601939.CH.EQUITY,0.0809572741518695,0,0,0.351469042789835,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.172847698549306,-0.100773047790293,0,0,0,0,0,0,0,0,0,-0.0378776770565243,0.309861142063922,0,0,0,0,-0.0735248120304559,0,0,0,0,0,0,0,-0.0458862632366983,0,0,-0.0293692883183634,0,0,0,-0.074768963010224,0,0.109359839708593,0,0.124962863917716
X601318.CH.EQUITY,0,0,0,0,0.210763032473334,0.101777747966829,0,0,0.0494301441704433,0,0,0,0,0,0,0,0,0,0,0.0805106046201919,0,0,0,0.236759931434704,0,0,0.0358923747605534,0,0,0,0,0,0,0,0.0807643064584984,0,0,0,0,0.0479135544687695,0,0,0,0,0,0,0,0,0,0.10685731510158
X601288.CH.EQUITY,0,0.654530705815195,0,0,0,0,0,0,0,0,0,0,0.102166365876141,0,0,0,0,0,0,0,0.148526734162969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238557139059245,0,0,0.0268574272196528,0,0,0,0,0
X601988.CH.EQUITY,0,0.148010202601262,0,0.362710279131979,0,0,0,0,0,0.253918649071565,0,0,0,0,0,0.220039637557118,0,0,0.0636078253216107,0,0,0,0,0,0.166456526473907,0,0,0.0800049587063824,0,0,0,0,0,0,0,0,0,0,-0.57998637980034,0,0,0.0489524790125327,0,0,0,0,0,0.013398680896918,0,0
X600036.CH.EQUITY,0,0.176834558854108,0,0,0,0,0,0,0.0325676414964783,0,0,0,0.0414022603672961,0,0,0,0,0,0.110964490625641,0,0,0,0,0.242893824809264,0,0,0,0,0,0,0,0,0,0.362908719194807,0,0,0,0,0,0,0.0763689026071843,0,0,0,0,0,0.0928291823171108,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0655272059564075,0,0,0.0677030689973167,0,0,0.382217657317384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233618124116073,0,0,0,0,0.281926139429914,0,0,0.0316822290697126,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583807056289948,0,0,0,-0.191579898116535,0,0,-0.474253774897458,0.747697598886378,0,0,0.0791374079637533,0.510604836689535,0,0,0.0582813091397582,0,0,0,0,0,0,0,0.086509522522476,0,0,0,0,0,0,0,0,0,0.189617171558803,0.113932607681645,0
X601628.CH.EQUITY,0,0,0,0,0,0.15272321092365,0,0,0,0,0,-0.14031461655072,0,0,0,0,0,0,0,0,0,0.308414486998914,0,0.109034710999233,0,0.0353973912778537,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.108955639983141,0,0,0,0,0,0.0531350842650268,0.25522748141425,0,0
X601658.CH.Equity,0,0.148321200834435,0,0,0.00986974190625423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388295131411133,0,0,0,0,0.0131874159101372,0,0,0,0,0,0,0,0,0,0,0,0.188604863851576,0,0.113029228632138,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.242531250236875,0.204284937431816,0,0,0,0,0,0,0,0,0,0.0883731042065851,0,0.0156717158384055,0.161754708519716,0,0,0,0,0,0,0,0,-0.0447749441575697,0.001587014284004,0.0598287315907682,0,0,0,0.0105684525502769,0.0820040803985058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116554120244617
X388.HK.EQUITY,0,0,0.295184207088306,0,0,0,0.100032012626795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108571062182166,0,0,0.0330792063759245,0,0,0,0,0,0,0,0,0,0,0,0,0.0192747334297728,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.485117697327791,0,0,0,0.035340608074551,0.0282727147941313,0,0,0.0119347385622148,0,0,0,0,0.00486709942662671,0,0,0,0,0,0,0,0,0,0,0.240408237961523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144251097611513,0,0,0.0109950026555165,0.0704233126660055,0,0.090656922076096
X600000.CH.EQUITY,0,0,0.036455268838974,0.157386558965306,0.0834731191353343,0,0,0,0,0,0,8.67361737988404e-19,0.308932954276029,0,0,0,0,0,0,0,0,0,0,0,0,0.0381048544464231,0,0,0.153389565423084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746381319491808,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105360817720167,0,0,0,0.158048377781622,0,0,0,0,0,0,0,0.0767446485774657,0,0,0.249205144172518,0.153273246867098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851245394368719
X600030.CH.EQUITY,0,0,0,0,0,0,0.0457946448028438,0,0,0,0,0.0150527140999847,0,0,0,0,0,0,0.00556792345046161,0,0,0,-0.00385834389551172,0,0.503831717001224,0,0,0,0,0,0.106397424734252,0,0.0937627090340551,0.0544969973060941,0,0.115058862811239,0,0.0191982152394965,0.105263046275763,0,0,0.0576153612057756,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0211635198384718,0,0,0.301569816220478,0,0,-0.0302163751350562,0,0,0,0,0,0,0,0,0,0,0.132731897983909,0,0,0.0145738491754032,0,0,0,0,0.0806199345941146,0,0.066471519312326,0,0,-0.0465843563842016,0,0,0.272082948687766,0,0,0.217661671599626,-0.147902442640708,0.0781978424833163,0.0166045076232771,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0.347150188191627,0,0,0,0,0,0,0,0,0,0,0,0.0633583794414599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163871125342895,0.0953502563553057,0,0,0,0,0,0,0,0.0880093841952258,0.075873834812193,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0
X000001.CH.EQUITY,0,0,0.221885313260186,0,0,0,0,0,0,0,0,0,0,0,0.0371659137431006,0,0,0,0,0,0,0,-0.0617846951525996,0,0.0176806360735574,0.124296174131566,0,0,0,0,0.140502303252719,0,0,0.288406234404355,0,0,0,0.136211761491161,0,0,0,0.0883192057417659,0,0,0,0,0,0,0.180405047384777,0
X601319.CH.EQUITY,0,0,0.13505883796589,0,0.00247376228879128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423402561645398,0.00784051930117921,0,0,0.150805450501925,0,0,0,0,0.0998863677663788,0,0.216628538200404,0,0,0.110156232075065,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0
