,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity
X601398.CH.EQUITY,0,0,0.095453951417068,0,0.402444702965142,0,0,0,0,-0.00950644950613554,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.0294632874392101,0,0,0,0,0,0.0526500525490998,0,0,0,0.188963620943698,0,0,0,0,0,0,0,0,0,0.0751943151644888,0.249767334947677,0.0405646175734804
X601318.CH.EQUITY,0,0,0,0,0,0,0.0724380356590417,0,0.042283438048833,0.0109576825094087,0,0,0,0.000900759873412637,0,0,3.46944695195361e-18,0,0.266794719252248,0,0.339860926024552,0,0,0.0962782956521294,0,0.0342151147706177,-8.67361737988404e-19,0.174762749555126,0,0,0,0,0,0.0756731443764195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000745957600338766,0,0
X601939.CH.EQUITY,0,0,0,0,0.333659822416115,0,0,0.0396507696086087,0,0,-0.068431998477791,0,0,0,0.0185538256620282,0,0,0,0,0.0756403755458651,0,0,0,-0.141130664493561,0.464137828870797,0,0.15741102784036,0.0311089933332296,0,0,0,0,0,0,0,-0.126806695527654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.187130445948299,0,0,0,0.0726157591579166,0,0.0940981364191835,0,0,0,0,0,0.217394231670456,-8.67361737988404e-19,0,0,0,0,0,0,0.0320431756526421,0,0,0,0,0,0,0.33314371655569,0.110436995961912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.242798029659956,0,0.0632220801079729,0,0,0,-0.0180856369887796,0.0798249567185834,0.0802160878327277,0,0,-0.0393380650843452,0,0,-0.0649165518876696,0.233187498920264,0.0425083812994436,0,0,0,0,0,0,0,0.133931193350626,0,0,0,0,0,0,0,0,0,0,0,-0.0717086875532368,0,0,0,0,0,0,0,0,0.210499546981791,0,0,0,0
X601628.CH.EQUITY,0.0802748397067188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149896340145128,0,0,0,0,0,0,-0.0434723825976539,0,0.129647668051897,0,0,-0.109347158905622,0,0,0,0.159811227644293,0,0,0.0678906269579753,0,0.57731166012924,0,-0.0459076853453611,0,0.094504384743966,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.210532405408844,0,0,0,0,0,0.0158469610284659,0,0.166643012405117,-0.0402200901155403,0,-0.0596391019533918,-0.0454520126430123,0,0,0.117477377370859,0,-0.00805681835302889,0,0,0.183229584348361,0,0,0,0,0,0,-0.0379265508540785,0,0,0,0,0,0,-0.0476358889193575,0,0.145715432899573,0.184224867767943,0,0.105074338870317,0.171700519481695,0.212479929814948,0,0,0,0.0198321300898111,0,0
X601988.CH.EQUITY,0.156613783927065,0.00720660355500059,0.0197065384448769,0.344631623810235,0.108826134910798,0,0,0,0,0,0,0,0,0.0114271820584321,0,0.163701155417904,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.085541509440443,0,0,0,0,-0.133830974843002,0.249488063484532,0,0,0,0,-0.0841632641317103,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.112710852997695,0,0,0,0,0,0,0,0,0,0,0,0,0.00436184032913634,0,0,0,0,0.111270241894188,0,0,0.152686848365259,0.0379070563113458,0,0,0.028169800840714,0,0,0,0,0,0,0,0,0,0,0,0.28315596460818,0,-0.0501750891652311,0.261550868113874,0.184810049729487,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.030609059205283,0,0,0,0,0.134411701980529,0,0,0,0,0,0.132099973766806,0.129402120191512,4.33680868994202e-19,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.12848458013804,0,0,0,0,-0.00383149137270262,0,0,0,0,0,-0.0144914863599841,-0.0533765324596289,0,0.154845344265583,0,0
