,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY
X601398.CH.EQUITY,0,0.123046374802829,0,0.051279948808858,0,0,0,-0.0771522178549283,0,0,0,0.496247922093155,0,0,0,-0.0751572241129249,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0570081968346935,0,0,0,0,0,0,0,0,0.0905555731256829,0,0,0,0,0.222880282882783,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.132559394196044,0,0,0.125691998003682,0,0.0901353916578423,0,0.0570545046007137,-0.110114914403577,0.102213513983089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960964888726196,0,0,0,-0.204880250296072,0.169219545198023,0,0.137481731940965,0.12161564919861,0,0,0,0,0,0.280053200126532
X601939.CH.EQUITY,0.320224787382914,-0.0099167773955034,0,0.205352408714935,0,0.190079548124259,0,0,0,0,0,0,0,0,0.157937488654068,0.0415096920903743,0,0,0,0,0,0,0,0,0.0504087445353111,-0.101614738794697,0,0,0,0,0,-0.0376799576225026,0,0,0,0,0,-0.0779701957923859,0,0.322139843786339,0,0,0,0.00734899222433022,0,0,0,0,0,0.0272296683363382
X601288.CH.EQUITY,0.425015880710366,0,0.141007524577467,0,0,0.186225779828897,0,0,0.0410658109626408,0,0,0,0,0,0,-0.0883139756631136,0.0469758424600165,0,0,0,0,0,-0.0320636121910299,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.164774604986169,0,0,0,0,0,0,0,0,0.204647494488713,0
X5.HK.EQUITY,0,-0.128690793717904,0.0399367848050422,0.296584994650402,0,0,0,-0.253737215436172,0,0,0,0,0.164331761703798,0,0,0,0,0,0,0,0.535785229141964,0,1.0842021724855e-19,0,0,0.281608357026303,0,-0.0241927088623903,0,0,0,0,0,0.0246002843850555,0,0,0,0,0,0,0,0,0,0,0,0,0.210465457591782,0,-0.0792437168298702,0
X601988.CH.EQUITY,0.175852062717505,0,0.251343972033729,0.0600861347643529,0,0,0,0,0.125822994791518,0,0.145256364498016,0,0,-0.157291618140244,0,0,0,0,0,0,0,0,0.0838855972329963,0,0.151210355598183,0,0,0,0,-0.0732940470298844,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.13089321212185,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.111937878479301,-0.0523432936268481,0,0.261130819003183,0,-0.041974292052196,0.0109423916651424,0,0.345904871682895,0,0.246064726124308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772875859087346,0,0,0,0.0846594931558392,0,0,0.14049275681143,0,0,0.038860129830795,0,0,0,0,0,0,5.53318829317595e-06,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0744655292140441,0,0,0,0.233788980472989,0,0,0,-0.162899720489768,0,0,0,0,0,0.443631901889535,0,0.0829677793223776,0,0,0,0,0.239578576104383,0,0.0562103712938902,-0.114255300843615,0,0,0,0,0,0,0,0,0,0,0.0414426287061139,0,0,0,-0.0197848307914982,0,0,0,0
X601628.CH.EQUITY,0.246339557294704,0.249999016264449,0,0,0,0,0,0,0,0.0366324223792225,0,0,0,0,0,0.0165165166197174,0,0.061343989198584,0.0481668742897256,0,-0.0966989743222822,0,0,0,0,0,0,0.0644151254038902,0.0503459476939971,-0.107438111403529,0,0,0,0,0,0,0,-0.218171480332817,0,0,0,0.0816351816741471,0.156310932332305,0,-0.0636594267469792,0,0.0467558006848813,0,0,-0.0289084989861623
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437680578972165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
