,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0.130886459882237,0,0.0682022147319805,0,0,0,0,0,0,0,0.369799519078087,0.077206277074939,0,0,-0.113531708796637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126194225606555,0,0,0,0,0,0,0.185989984579592,0,0,0,0,0,0.125970366742941,0,0,0,0.0492912286037287,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.112384657048505,0,0,0,0.00140128761979451,-0.176399245516877,0,0.0931261730853915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230403605174746,0,0,0,0,0,0,-0.254203247682004,0,0.448081286209129,0.0493989003328805,0.130399206241509,0,0,0,0,0.187094491479391,0
X601939.CH.EQUITY,0.221140061763534,0,0,0.255971613928123,0,0.148199818616727,0,-0.0489826008692296,-0.0289556116644077,0,0,0,0,0,0.0320309626708129,0,0,0,0,0,-0.00975707915170931,0.0635249195309444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487390008772687,-0.0956228015884054,0,0,0.0178289197678825,0,-0.0385475539084084,0,0,0.0344993164785713,0
X601288.CH.EQUITY,0.413227084688983,0,0.194876011944909,0,0,0.15408539610049,0,0,0.0263622100197189,0,0,0,0,0.0413789104750194,0,-0.118175719262317,0.0482515001569623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203079197442476,0,0,0.038678332303164,0,0,0,0.156275600318767,0,0,0,0,0,0,0,0,0,0.178645976423885
X5.HK.EQUITY,0,-0.0538756772207879,0,0.222484883441355,0,0.0452464208685282,0,-0.214154997660982,0,0,0,0.0675933502339566,0.041295850599015,0,0,0,0,0,0,0.679326850340607,0,0,0,0,0.169345073708829,0,0,-0.0604202415774858,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.217533093311519,0,0,-0.0832781496632062
X601988.CH.EQUITY,0.140625880453171,0,0.125698372531844,0.149421850588615,0,0,0,0,0.100400228380068,0,0.102030203420775,0,0,-0.241924504140548,0,0,0,0,0,0,0,0,0.0697286675826354,0.250604409501222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113206524661157,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0987571557087739,0,0,0,0,0,0.134113650087423,0,0,0,0,0.0565252273651884,0,0.295708368544506,0.0647414720730119,0,0,0,0.074720165943424,0,0,0,0,0,0,0.0521124298428739,0,0,0,0,0,0.121076320234742,0,0,-0.0703581713152241,0,0.178779350307895,4.33680868994202e-19,0,0,0,0.111470683183416,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.00308463828473803,0.0103227156759808,0,0,0,0.209825839661812,0,0,0,-0.141524494577709,0,0,0,0.335599245867184,0.239015489710669,0,0,0.0201873171782053,0,0,0,0,0.153071691148988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607714383610684,0,0.12115679559155,0,0,0
X601628.CH.EQUITY,0.365061337231623,0.280515105044146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301854362019915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051052248616055,-0.181495781910215,0,0,0,0,0,0,0,0,-0.109377495386683,0.168200300674244,0,-0.173822718014033,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0335349872215881,0,0,0,0.46257681920532,0,0,0,0,0,0,0,0,0.241861617503244,0,0,0,0,0,0,0,0,0,0,0,0,0.0312536678488156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190209053558848,0,0.0126175224772705,0,0,0
X601328.CH.EQUITY,0,0,0,0.00728030227018493,0,0,0,0,0,0,0,0,0.357831165208943,0,0,0,0,0,0,0,0,0.183520814221179,-0.0722346069844297,0.0473974391437481,0.226948468281916,0.02007144993628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608759081162098,0,0,0,0.170458944165639,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0798100486322776,0,0,0,0.0822225085871237,0.20601074382565,-0.0655629705541841,0,0,0,0.279992247994313,0,0,0.0910893496850423,-0.067950069140666,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.232325843457297,0.00998505773079631,0,0,0,0.0216137320379797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04662367474402,0.175697185215236,0
X000002.CH.EQUITY,0,0,0,0,0,-0.115558680461503,0,0,0,0,0,0,0,0,0,0.0270079915556634,0,0,0.318547692698738,0,0.0647490980124299,0,0,0,0,0.00555874556037237,0.0283243566081733,0,0,0.383291815025367,0,0,0,0,0,0.171501588050281,0,0,0,0,0,0.00823049224197158,0,0,0,0.106236157380572,0,0,0.0676850628514609,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.177121118658065,0,0,0,0.102324363911624,0,0,0,0,0.131784488361677,0,0,0,0.239963888763308,0,0,0,0,0,0,0.121044571268009,0,0,0,0,0,0.0704431286902572,0,0,0,-0.283800447389587,0,0,0.104663656693068,0,0,0,-2.77555756156289e-17,0.000449492395112196,0,0,0.16098589626118,0,0
X601601.CH.EQUITY,-0.0649603436573108,0,0,0,-0.0373561611884139,0,0,0,0.494304894191663,0,0.0999266181963315,0,0,0,0.241918380819416,0,0,0,0,0,0,0,0.0656939927617908,0,0,0,0,0.279624660286021,0,0,0,0,0,0.0375668072369175,0.0168106650498507,0.162305723823515,0,0,0,0.108566113423026,0,0,0,0,0,0,0,0,-0.0398883537341364,0
X16.HK.EQUITY,0,0,0,0.384982810345627,0,0,0,0.149358198439167,0,0,0,0,0,0,0,0,0,0,0.0676544198112388,0,0,0,0,0,0.285017495992714,0,0,0.0218091337912961,0,0.0603829185321375,0,0.184710690897236,-0.165837111501277,0,0,0,0.210075207003335,0,0,0,0,0,0.0520514618239252,0,0,0,0,0,0.0424933785036292,0
X688.HK.EQUITY,0,0,0,0.206605113415791,0,-0.307194617223849,0,0,0.0663369066775395,0.187928013875531,0,0,0,0.100416083393796,0,0,0,0,0.15719277993522,0,0,0,0,0,0.285528489830854,0,0,0.389297304877654,0,0,0,0,0,0,0,0,-0.266262586957172,0,0,0,0.370654747228788,0.0270439703408447,0,0,0,0.0518735749835156,-0.211145518902221,0,-0.120451559943637,0
X388.HK.EQUITY,0,-0.143717615565887,0.144003231441087,0,0,0,0.0552947285625097,0.212339622779513,0,0,0,0,0,0,0,0,0.0134981006263376,0,0,0,0,0,-0.210516031953219,0,0,0,0,0.00935964165242666,0,0,0,0.162134773163568,0,0,0.110302098062803,0,0,0,-0.225508228806622,0,0,0,0.476385363585646,0,0,0,0,0,0,0.00711903665805223
