,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.548105330529738,0,0.0185083519983806,0,0.0615766196986194,0,0,0,0,0,0.101068039403792,0,0,0,0,0,0.0928663193167344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294149606604946,0,0,0.115394209127669,0,-1.0842021724855e-19,0,0,-0.0529502479000241,0.00138748690975994
X601318.CH.EQUITY,0,0,0,0.186239291280183,0,0,0,0,0.0711918005259204,0,0,0,0,0,0,0,0,0,0.199072847209781,0,0,0,0,0,0,0.0294195339484582,0,0,0.0967353074565527,0,0,0,0,0.0589825509381109,0,0,0,0,0,0.180483937472769,0,0,0,0,0.0224151367989503,0,0.0899223955360887,0,0
X601939.CH.EQUITY,0.147688000286029,0,0,0.412629992050047,0,0.156033303330809,0,0,0,0,0.105003225834211,0,0,0,0,0.0205685542194753,0,0,0,0,0,0,0,0,0,0,0,0,0.012767195114449,0,-0.0383963897837951,0,0,0.0629032867648699,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0166406654908114
X601288.CH.EQUITY,0.257492907035316,0,0,0,-0.0240204293361916,0.0403947911651245,0,0,0,0.137991548674775,0,0,0,0,0,0,0,0,0.0489630029700226,0,0,0,0,0,0.0451574819878799,0.185132282360358,0,0,0,0.07961319498206,0,0,0,0,0,0,0,0,0,0,0,0.14580496021214,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.339036236908642,0,0,0,0,0,1.38777878078145e-17,-0.372976600063872,0.303036621740647,0.119756607228367,0.201385536528526,0,0,-0.0573113177020822,0,0,0,0,0,0,0,0,0.210505145805418,0,0,0.0897459430113303,0.165566121538456,0,0,0,0,0,0,0,0.0833949194831811,0,-0.523872152935467,-0.054524193533623,0,0,-6.93889390390723e-18,0
X601988.CH.EQUITY,0.310598824160187,0,0,0,0,0,0,0,0.179372717805176,0,0,0,0,0.0990491572820469,0,0,0,0,0.0309863428043466,0,0,0,0.333122242137879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212714696220758,0,0,0,0,0,0.0433290669190266,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.024325671016126,0,0,-0.0227939100328108,0,0,0,0,0,0,0.074728299796876,0,-3.46944695195361e-18,0,0,0,-0.00758481030669059,0.704097077323448,0,0,0.0280620723736534,0.0942716118396439,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.066189209979626,0,0.0512698430610904,0,0,0,0
X1299.HK.EQUITY,0,0.186494155790719,0,0,0,0,0,0,0,0,0,0,0.0598138381885042,0,0,0.030731206008869,0.198034860753549,0,0,0.070998781116746,0,0,0,0,0,0,0.119436895305496,0,0,0,0.0814219983951191,0,0,0,0.0625310025490158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.176587804298757,0,0,0.0117265032847618,0,0,0,0,0,0,0,0,0,0,0,0.0229285760983259,-0.0488545896270468,0,0,0,0,0,0,0,0.114677806815859,0,0,0,0,0,0,0,0,0,0,0.380659211031003,0,0.234627198644645,0,0,0,0.0677170862105265,0,0.0105723451013679,0,0,0,0
X601328.CH.EQUITY,0,0,0.14472097748873,0,0,0,0.126421098092698,0,0,0,0,0,0,0.244044454505515,0,0,0,0,0,0,0,0.229245223143921,0,0,0,0,0,0,0.0486580953605822,0,0,0,0,0,0,0,0.00855145392055218,0,0.0246257538328185,0.202226936863168,0,0,0,0,0,0,0,0,0.0143771748605947
