,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0409755497740545,0,0,0,0,0,0,0,0,0,0,0,0,0.542295237205176,0.675729098427444,0,-0.112199784498256,0,0.00655978215373079,0,0,-0.199953808595817,0,0.244776062982434,0,0,0,0,-0.011672951364121,0,-0.0574348865082437,-0.311982911602781,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.185295178893734,0,0,0,0,0,0,0,0.0934507717412558,0,0,0,0,0.203740076190918,0,0,0,0,0,0,0,0,0.0880836063654965,0.0495349307855067,0,0,0,0,0,0,0.208961790990673,0,0,0,0,0,0,0,0,0,0.0314794677704591,0,0,0
X601939.CH.EQUITY,0,0,0,0.815019412668805,0.0210132073360972,0.0101585767455841,0.0158544608450236,0,0,0,0,0,0,0,0,0,0,0,0.0588938221810892,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.0351153612211587,0.0395830000797014,0,0,0,0,0,0,0,0,0,0,0.0590335494200162,0,0,0,0,0.0269955943132864,0
X601288.CH.EQUITY,0,0,0.857176075706056,0,0,-0.0970513092074745,0,0,0,0,0,0,0,0.0167840566844727,0,0.0310009906636774,0.0701259792545967,0.147201329264411,0,0,0,0,0,0,0,0,0.0198110840047758,-0.0495522337174063,0,0,0,0,0,0,0,0,0,0,0,-0.168997416267304,0,0,0,0,0,0,0,0,0,-0.00503634236629869
X601988.CH.EQUITY,0,-0.0395110261034719,0,0,0,-0.0870535264438757,0,0,0,0,0,-0.0538250721654979,0.886042814421423,0,0,-0.03182891725735,0,-0.211124161027201,0,-0.0906939635340637,0,0,0,0.336821590852545,0,0,0,0,0,0,0,0,-0.0445057194800649,0,0,0,0,0,0,0,-0.0949734528379537,0,0.0687480453550201,-0.0688717478796124,0,0,0.283242419323761,0,0,3.46944695195361e-18
X601628.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0518119161097581,0.797818320085362,0,0,0,0,0,0,0,0,0,0.117058875540206,0,0,0,0,0,0,0,0,-0.0658655099263168,0,0,0,0,0.0307691552401336,0.227900784635073,0,0,0,-0.083174460125811,0,-0.00803611476374715,0.206507804093728,-0.128164129993243,0.0246073724205668,0,0,0.0952776963465496,0
X600036.CH.EQUITY,0,0,0.39122351155159,0,0,0,0,0,0.0135432814884162,0,0,0,0,0,0,0.132520940443345,0,0,0,0,0,0,0,0,0,0,0.182578517293602,0,0.00571542810383731,0,0,0,0.181146570027074,0,0,0,0,0,0,0,0,0,0,0,0.0258094964386806,0.0115392397364654,0,0,0,0.0100414291251485
X1299.HK.EQUITY,0,0.160716053040182,0,0,0,0.085820733391623,0,0,0,0.248712198108153,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156728650708871,0,0,0.30757100342347,0,0.167121190285639,0.0200314608590167,0.132272520125613,0,0,0,0.0313456107791979,0,0,0,0,0,0,0.190410053594032,0,0,-0.138969424420588,0,0,0,0.13044389723453,0.0702440339974773
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.409349502266211,0,0,0,0.361745440771112,0,0,0,0,0,0.0852321867113088,0,0.309449032042966,0,0.278194529571054,0.0685856310612315,0,0.113500093356194,0,0,0,0,0,0,0,0,-0.14906468007617,0,0,0,0.0625303499420008,-0.199487026074861,0.0619120320237969,-0.0278241503239357,0,0,0,0.00112100243103257
X388.HK.EQUITY,0,0,0,0,0,0.217002329879934,0,0,0,0,0,0,0,0,0,0,0,0,-0.212708263648913,0,0,0,0,0,0,0.0662595025013419,0,0.348271572037264,0,0.118300344945704,0.0237095781554932,0,0,0,0,0,0,0,0,0,0,0,0,0.16437588970654,0,0.0418693794337972,0,0,0.0604888318943902,-0.255040960400879
