,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.012237643718315,0,0.334111801155979,0,0.0923949702382192,0,0,0,0,0,0,0,0,0,0.0701894202131818,0.129599456144834,0,0,0,-0.0156527953083803,-0.0159405858534958,0,0,0,0,0,3.46944695195361e-18,-0.0180086896851834,0,0,0,0,0,0.161250552289264,0,0,0.15886346406745,0,0,0,0,0,0,0.0776792560011283,-0.0274875706263938,0,0,0
X601318.CH.EQUITY,0,0,3.46944695195361e-18,0,-6.93889390390723e-18,0,0,0,0,-0.0299883248019181,0,0,0,0,0.080295594236244,0,0,0,0,0.363376576746248,0,0.0506572621656613,0,0,0,0,0,0,0,0,0,0.0198431943384607,0,0.0445290778008582,0,0,0,0.12579782215357,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.749523509340107,0,0,0,0,0.0370252763317008,0.130107930299766,0,0,-0.0620943343792098,0,0,0,0.0456079649872893,0,0.0307841458000942,0,0,0,0.0180369790087474,0,0,0.00381222967637684,0,0.0106761171783422,0,0,0,0,0,0,0.123647873549995,0,0,0,0,0.0517022935857412,0,0,0,0,0,0.0418313114478061,0,0,0
X601628.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.160333716057287,0,0.0669372241095604,0,0,0,0,0,0,0.335275844267697,0,0,0.196744967114477,0,0.0888626418345242,0,0,-0.00443348418740184,0,0,0,0,0,0.160792786387722,0.0343862819065455,0.0767435546430878,0,0,0,0,0,0,0,0,0,0,0,0.150681103210552,0,0,0
X601288.CH.EQUITY,0,0,0.951130368531551,0.0107441430904954,0,0,0,-0.0621415907750177,0,0,0.0701607784518457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405932063497035,0,0,0,0,0,-0.0245844350409705,0,0,0.00276055108066715,-0.0647543717549194,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.228066857431973,0.0740172246268275,0,0.159018818728378,0,0,0.0961261488668679,0,0,0,0,0,0,0.255796726690446,0,0,0.0865655355157485,0,0,0,0,0,0,0,0.203707078807708,0,0,0.0558058014978936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.0821041142414133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208669691082757,0,0,0,0.0978332920657402,0,-0.0400579277019804,0,0,0,0,0,0,0,-0.0249129248948353,0,-0.0367265975874021,0,0,0,-0.146360288483987,0.904544559913409,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0320568867302202,0,0,0,0,0,0,0,0,0,0,-0.0407685483621167,0,0.280173039373865,0,0,0.122796155060949,0.017462708746873,0,0,-0.160267257669253,0,0.0457961386667288,0,0,0,0,0.118004902848055,0.0913885385829541,0,0,0,0.152734223192721,0,0.171832889092025,-0.0941034633133527,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.225309055464849,0,0,0,0,0,-0.0474326513552311,0,0,0,0,0,0,0,0.0826432842566936,0.345558236529476,0,0.1260313841902,0,0,0,0,-0.0545518077902222,0,0,0.0917848747677407,0,0,-0.0486582162046344,0.147216558520092,0,0.313560885846158,0.0339090925419396,0,0,0,0,0.0682650069455482
X388.HK.EQUITY,0,0.112710800224387,0,0.0136891930986651,0,0,0,0.0164866133503569,0,0,0,0.135366467942597,0,0,0,0,0,0,0,0,0.117578187031006,0,0.103940313354515,0,0,0,0,0,0,0.0796836926246686,0,0,0,0,0,0,0.0404148790109007,0.107092885961291,0.307286742484132,0,0,0,-0.319017506536166,0.00529063858417661,0,0,0.265488071574814,1.38777878078145e-17,0,0
