,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY
X601398.CH.EQUITY,0,0,0.213683487377585,6.93889390390723e-18,0,0.0118594854562783,0,0.405074002905175,0,0,0.0132574923745236,0,0,0.0239823649151103,0,0,0,0,0,0,0,0,0,0,0.246768899267532,0,0,0,0,0,0,0,0,0.067152247302751,0.0640878409475831,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0912034850622262,0
X601318.CH.EQUITY,0,0,0.117930622497174,0,0,0,0,0,0.24557484950101,0,0,0,0.0332766070047702,0,0.266356960563415,0,0.041768901319832,0,0,0,0,0,0,0,0,0,0,0.217856984923836,0.179791353036346,0,0.0611488612380555,0,0,0,0,0,0,0,0,0.0173784656369719,0,0,0,0,-0.112688749997489,0,0.061396048072178,0.0208057327862849,0,0
X601939.CH.EQUITY,0.348524576048045,0,0,0,0,0,0.0455082118365736,0.380918304115446,0.319251667525452,0,0,0,0,0,0,0.0184990881403937,0,0.0634562672506477,0,0,0,0,0,0,0,0.065416320607779,0,0.173271224801366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.0195013853646134,0,0,0,0,0.211099384957194,0,0,0,-0.117592445894511,0,-0.016914324204996,0.0815066939980853,0,0,0.112697593337009,0,0,0.134798223144704,0,0,0,0,0,0,0.43635561469917,0,0.0460753347026167,0,0,0,0,0,0,0,0,0,0,0,0,-0.0604596211635305,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0378987621565587,0,0,0,0,0.535277048641433,0,-0.0497739949512389,0,0.00727980372747856,0,0,0,0,0,0,0.0744755964019639,0,0,0,0.0836103569117447,0,0.105172341787437,0,0,0.105680567066512,0,0,0,0,0,0.0295307186530918,0,0,0,0,0,0,0,0,0,0,0,0,0.030115742313387,0,0.021033187791853,0.0504625802398654
X1299.HK.EQUITY,0,0,-0.00133942423339329,0,0,0,0,-0.103046836862792,0,0.280143033829911,0,-0.108709720153744,-0.00431725444751475,0,0,0,0,0,0,0,0,0,0.17546396717268,0,0,0,0,0,0,0.0721110277622279,0,0,0,0.182301670622412,0.0239220487981248,0,0,0,0,0.210187406866264,0,-3.46944695195361e-18,0.202109443627867,0,0,0,0,0,0.160460807218601,0
X601628.CH.EQUITY,0.0698209456783574,0,0,0,0,0,0,0,0,0,0,0,-0.0236893325222342,0,0,-0.0223695897026518,0.117104096425632,0,0,0,-0.0233266947025487,0,0,-0.145554810474433,0,0,0,0,0,0,-0.0401638845776056,0,0,0,0,0,0,0.456166592050887,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0191234626842647,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.523812534008828,0,0,0,-0.0078484963922169,0,0,0,0,0,0,0,0,0.283669171335927,0.0428440045032989,0.146085815887737,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417952082006936,0,0,0,0,0,0,0,0,0,0,-0.0982871186087146,0,0,0.00139786223730513,0,0
X5.HK.EQUITY,0,0,0.00888980549967772,0,0,0,0,0,0,0,0.166680384308227,0,0,0,0,0,0,0,0,0,0,0,0.241739758465053,0.0509294761048027,0,0,0.0778502154594653,0,0,0,0,0.0157890512308613,0,0.219575767045588,-6.93889390390723e-18,0,0,0,0,0,0.295633774259817,0,0.142823001818892,0,0,0,0.101024837934859,0,0,0
X388.HK.EQUITY,0,0,0,-0.181982917742148,0.0571452529165577,0,-0.14263342488296,0,-0.1720442306966,0,0,0,0,0,0,0,0,0,0,0,0,0.140134305644947,0,0,0,0,0,0,0,0,0,0,0,-0.228472914253099,0,0,0,0.225282986567822,0.180289339874365,0,0,0,0,0,0,0.277720846920914,0,0,0.199161167408687,0
