,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0,0.564071168480732,0,0.0327949174043971,0,0.0774137768023306,0,0,0,0,0.0887180496725453,0,0,0,0,0,0.119088241064645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0048387672031542,0,0,0,0,0.0744132954341536,0,-0.0108155698202246,0.0752716424861293,-0.0483619731035967,-0.0164717922074627,0,0,-0.0233733551745391,0
X601318.CH.EQUITY,0,0,0,0.104708101168595,0,0,0,0,0.0433807821090411,0,0,0,0,0,0,0,0,0.234653438107085,0,0,0,0,0,0,0,0.0473918045206146,0,0,0.0648288862789849,0,0,0,0.103355579937038,0,0,0,0,0,0,0.194289507939526,0.0573030338933208,0,0,0,0,0,0,0,0.0813963459900229
X601939.CH.EQUITY,0.112189095151549,0,0,0.444201963258513,0,0.076986986582549,0,0,0,-4.33680868994202e-19,0.11012789898958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119972208246408,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0597368063786896
X601288.CH.EQUITY,0.251039523316502,0,0,0,0,0.0376688785085142,0,0,0,0.124830823058906,0,0,0,0,0,0,0,0.0483106945263725,0,0,0,0,0,0,0.0556953225835321,0.171997361996487,0,0.00842867613498452,0,0.133131406538065,0,0,0,0,0,0,0,0,0,0,0,0.108892348144312,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0101976472936989,0,0.572826555895283,0,0,0,0,0,0,-0.231244156422346,0.0308000032520131,0.216873794268222,0,0.252095088946516,0,0,0,0,0,0,0,-0.157411537252613,0,0,0.127368448616898,0,0,0.194429213769176,0,0,0,0,0,0,0,0,0,0,0,-0.74423774060279,0,0,-0.09123796350118,0
X601988.CH.EQUITY,0.206531637653553,0,0.128631851066178,0,0.0119322026607345,0,0,0,0.0428922592461745,0,0,0,0,0.130543302960978,0,0,0,0.0809251504229893,0,0,0,0,0.371198581304612,0,0,0,0,0,0,0.0232887346376131,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.070611377143385
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0392530669960899,0,0,0,-0.0192269099532926,0,0,0,0,0.0595894033479804,0,0,0,0,0,0,-0.00588338823358141,0.665886566275792,0,0,0.0442764328753016,0.100872041315835,0,0,0,0,0,0,0,0,0,0,0,0,0.0676248830600829,0,0,0.0444956911019176,0,0,0
X1299.HK.EQUITY,0,0.25728731887327,0,0,0,0,0,0,0,0,0,0.0853898108929587,0,0,0,0.00166245529724082,0.225498194069238,0,0,0,-0.106998073828615,0,0,0,0,0,0,0.219519846487657,0,0,0.068686460446914,0,0,0,0.047189915456602,0,0,0,0,0,0,0,0,0,0.00918874537546641,0,0,0,0
X601628.CH.EQUITY,0,0.181017196606703,0,0,0.0164350294187131,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0454697984279787,0,-0.00823733785726693,0,0,0,0,0.116580872498122,0,0,0,0,0,0,0,0,0,0,0.382354350554509,0,0,0,0.225769922408677,0,0.0688298567920119,0,0,0.00757563733235638,0,0,0
X601328.CH.EQUITY,0,0.00821077390645251,0.129760737502904,0,0,0,0.126717927245203,0,0,0,0,0.0217945550689228,0,0.241926625112198,0,0,0,0,0,0,0,0.232940537369663,0,0,0,0,0,0,0.0543406918740038,0,0,0.0136546668868328,0,-0.00896947937514634,0,0,0.00716458921400756,0,0,0.217076587570713,0,0,0,0,0,0.0186686233491742,0,0,0
X601166.CH.EQUITY,0,0,0.211722435198819,0,0,0.0390112087011229,0.248113471743956,0,0.0655753486051981,0.0294542073576833,0,0.0357405336392463,0,0.157768749060461,0,0,0,0,0,-0.0270762417155539,0,0,0,0,0,0,-0.0232982558342066,0,0,0,0,0,0.120155560491751,-0.0401216092511626,0,0,0,0,0,0,0,0.0579397942558627,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.272601804845883,0,0,0,0,0,0,1.73472347597681e-18,-0.0392151553387176,0.178593889578135,0.216940076010963,0.255387315991026,0,0.060108435586909,0,0,0,0,0,0.131845980465461,0,-0.19525670992254,0,0.00611679367268899,0,0,0.179023073351252,0,0,0,0,0,0,0,-0.00806630965861344,0,0,0,0.101989896540955,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.162105326876287,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.200314384032297,0,0,0,0,0.134254451284161,0,0,0.148162160438615,0.134392015534054,0.29525858103836,0,0.245840750450279,-0.0322014207796464,0,0,0,0.0446187359459813,0,0,0.0832504921659972,0,0,0.17923822688966,0,0,0,0
