,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY
X601398.CH.EQUITY,0,0.524948591013772,0.168696073050829,6.93889390390723e-18,0,0,0,0,0,-0.0957710413757021,0.0552598777763258,6.93889390390723e-18,0,-0.0168232701555758,0,0,0,0,0,0,0,0,0,0,0,-0.0112142744522847,0,0,0,0,0.0384300011825942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490197458487625,0.094223687878338
X601939.CH.EQUITY,0.127647236893088,0,0,0.215634560571165,0,0,0,0,-0.0959722763839396,0.00582751669120391,0.136747088083779,0,0,0.196932562162513,-0.0616480745838182,0,0,0,0,0,0,0,0,0,0.229282276329087,0,0,0,0,0,0,0,0,0,0,0,-0.0293628648570421,0,0,0,0,0,0,0,-0.0502419313309121,0,0,0,0.181997513808566,0
X601318.CH.EQUITY,0,0,0,0,0.166802212760597,0,0,0,0,0,0,0.182171358857895,0,0,0.0183187129094365,0,0,0,0,0,0,0.0954827873487464,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0580491677357605,0,0,0,0,0.19703620807802,0,0,0,0,0
X601288.CH.EQUITY,0.176626925092542,0,0,0,0.365792832932201,0,0,0,0,0,0.0400944570609208,0,0,0.0943682730659322,0,0,0,0,0,0.0652268510535164,0,0,0,0,0.0958166064916046,0,0,0,0,0,0,0,0,0,0.146868628938819,0,0,0,0,0,0,0,0.0113805054880673,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.484205103848925,0,0,0,0,0,0.259123904370903,0,0,0,0,0,0.0704683615405022,0.0678569267009553,0,0,0,0.064934103586574,0,0,0,0,0,0.141133064722442,0,0,0,0,0,0,0,0,0,-0.616743767897159,0,0,0,0,0,0,0.0675392058780433,6.93889390390723e-18,0,0,0,0,0
X600036.CH.EQUITY,0,0.0771912313033905,0,0,0,0,0,0,0.000879237930683908,0,0,0.190924362223978,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.273558763776795,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.282830567338928,0,0,0,0,0,0,0,0,0.0648694681133048,0.0538985196252539,0,0,0,0,0.0243556320223109,0.089135688192245,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23624129308088,0,0,0,0.47973181303681,0,0,0,0,0,-3.46944695195361e-18,0,0.107385191636437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116677843313428,0,0,0,0,0.0458611139348823,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109232087621171,0,-0.299090608311516,0,0,0,0,0,0,-0.447390631118793,0.0741539523391159,0.746999753035136,-0.0100760012904662,0.649866858596369,0,0,0.0181630342191242,0,0,0,-0.151635304642102,0,0,0.37626664621752,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0310760409146866,0,0,0,0,0,0,-0.195439848169819,0,0,0,0,0,0,0,0,0.28357035531021,0,0,0.0813734224671133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273339833030934,0,0,0,0,0,0,0.184429421496701,0.0707234975950919,0
X601658.CH.Equity,0,0,0,0.158278908657777,0.182126707481705,0,0,0,0,0,0,0,0,0.118453638049058,0,0,0,0,0,0,-6.93889390390723e-18,-0.0828989670927786,1.38777878078145e-17,0,0,0,0.0367343255251421,0,0.0940729834944365,0,0,0,0,0,0,0,0,0.276512606548415,0,0,0,0,0,0,0,0,0,0,0.437059399992108,0
