,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.293172099053264,0,0.00552084837643902,0,0,0.441184260193019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115563020009138,0,0,0,0.0655480993676749,0,0,0,0.0183597339467517,0,0,0,0,0,0,0.0770029698390043,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.150811969660312,0,0,0,0,0,0.188155051155737,0,0,0.0264859674018172,0.133401709619684,0,0.0706294315400603,0,0,0.0543440154085628,0,0.134668686908167,0,0,0,0,0,0,0,0,0,0.118659197628926,0,0,0.0502648211682352,0,0,0,0,0.0384216416213139,0,0,0,0,0,-0.0215496947525174,0,0,0,0,0,0
X601939.CH.EQUITY,0.524816844955242,0.159279148208798,0,0,0,0,0,0,0,0,0,0.051032880254215,0,0,0,0,0.0667994624449531,0,0,0,0,-0.131199468844768,0,0,0,0,0,0,0.226660278160643,0,-0.0241274006592869,0,0.137140106214573,0,0,0,0,0,0,-0.0859544811862895,0,0,0,0,0,0,0,0,0,0.143533667544143
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.543748458343206,0,-0.0797858281822702,0,0.0557503139390007,0,0,0,0,0,0,0,0,0,0.0417722682519086,0.116770030979672,0.0763914619878001,0,0,0,0,0.11657352368197,0,0,0,0.0444217005121007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515327981690418,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.192797688440769,0.0440644805432868,0,0,0,-0.1419062893966,0.203462332898972,0,0,0.146065161469408,0,0,0,0,0,0,0.156363368065047,0,0,0,0.157238223618057,0,-8.67361737988404e-19,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0281942460014527,0,0,0,0,0,0,0,0,-0.0708248273025253,0,0.351567362370181
X601628.CH.EQUITY,0.118072825506733,0,0,0,0,0,0,0,0,0,0,0,-0.0782071608154916,0,0,-0.217042482330696,0,0,0,-0.0306651938521137,0,0.168546159042694,0,0,0.0507620200151312,0,-0.105837701846126,0,0,0,0,0,-0.00570749052454274,0.552539923411401,0.038908445757925,0,0,0,0,0,0,0,0,-0.0619691657379425,0,0.105003985827422,0,0,0,0
X1299.HK.EQUITY,0,0,-0.230993376602303,0,0,0,0,0,0,0.128557467505964,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0205546127349341,0.103949051565984,0,0,0,0,0,0,0,0,0.204582079846145,0,0,3.46944695195361e-18,0,0.011078981364438,0,0.175844513860363,0.0342166846827043,0.102226724854708,0,0.315028120941099,0,0,0.271011854200372,0,0,0
X601988.CH.EQUITY,0.167237157475439,0,0.0958844204026878,0.376166935344833,0,0,0,0,-2.71050543121376e-20,0.0473608707630742,0,0,0.181340475520847,0,0,0,0.132988288625128,0,0,0,0,0,0.00270781331861958,0.0209701894913834,0,0,0,0,0,0.0959767557849777,0,0,0,0,0,0,0.0187779073487168,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.247368355078028,0,0,0,0,0,0,0,0,0,0,0,-0.0858472149982908,0,0,0,0,0,0,0,0,0,0.367083888642331,0,0.0745549612251601,0,0.0631167147020165,0,0,0,0,0.0437100987202895,0,0,0,0,0,-0.0164033571691007,0,0.224346689273623,0,0,0.103949054539459,0,0,0,0.123823242909451,0,0
X388.HK.EQUITY,0,0,0,0,-0.2788870997386,0,0.272979886215561,0,0,0,0,0,0,0,0,0.0179835238226605,0,0,0,0,-0.106576493601022,0.422470968023152,0,0,0,0.0135610752704788,0,0.00863319274006025,0,0,0,0,-0.192306548810973,0,0,0,0,0,0.0916879663194407,0.12543106258061,0,0,0,0,0,0,0.0678705256338507,0,0,0
X601166.CH.EQUITY,0,0,0.0237218494912761,0,0,0,0,0,0.0177538707470859,0,0,0.041586006978506,0.163507835917786,0,0,0.140936230524111,0,0,0,0,0,0,0,0,0,0.00644442249665948,0.186176132250808,0,0.382289344773085,0,0,0,0,0.0213634464555559,0,0,0.0103278275114287,0,0,0,0,0,0,0,0,0,-0.01274274462213,0,0,0
X601658.CH.Equity,0,0,0,0.258347620407561,-0.122999533839541,0,-0.0281114356032629,0.159322255701474,0,0,0.301962572356384,0,0.0648940791346374,0,0,0.0442298451000371,0.462852561151336,0,0,0,0,0.313683734301866,0,0,0,0,0,0,0,0,0,-0.315385649717776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.265495050335356
X000001.CH.EQUITY,0,0.088337550764385,0,0,0.175314743484294,0,0,0.257974947669197,0,0.052747604031607,0.269173372087493,0,0,0,0,0,0,0,0,0,0,0,0,0.190440786291448,0,0,0.155375197120278,0,0,-0.0999507646789313,0,0,-0.304779555493801,0,0,0,0,-0.0612910538082132,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0419533866813725,-0.0291464086275759,0,0,0,0,0,0,0,0.263565532601632,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0320015904049862,0,0.03655311959943,0.0335132052896678,0.257767226244348,0.182355861024364,0.00584414879608318,0,0,0,0,0.200229515662233,0,8.67361737988404e-19,0.0529389142712616,0,0,0.0663062448144637,0
X601601.CH.EQUITY,0,0.0462062003181186,0,0,0,0,0,0.0993721312614238,0,-0.0120123310306646,0,0,0.35709184212409,0,0,0,0,0,0,0.17958800284315,0,0,0,0,0,0.0515569822001833,0,0.0167381748895316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531522519319818,0,0,0,0.241160916229429,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0649675057876863,0,0.124186303314099,0,0,0,0,0,0,0,0,0,0,0.348134863588598,0.0142888023753314,-0.130156866076952,0,0,0.444482803817727,0,0.0701407661387573,0,0,0,0,0,0,0,0,0,0,0,0,0.059220747245099,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.1423539249698,0,0,0,0,0,0.294300951052616,0,0,0,0,0,0,0.128268905349538,0,0,0,0,0,0,0,0,0,0,0,0,0.150304596004818,0,0.0200456090658257,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.19940164875545,0,0,0.134208074713763,0,0,0,0,0,0,0,0,0,0,0,0.319468064799042,0,0,0,0,0,0.133909499711696,0,0,0,0,0.00755486084489148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524005404742762,0.0458837954108845,0,0,0,0
X601066.CH.EQUITY,0,0,0.0483710234076433,0,-0.200369680772215,0,0,0,0,0,0,0,0,0.655197532721077,-0.0191143954238528,0,-0.145111443025257,0,0,0,0,0,0.315907450732869,-0.0970330159207248,0,-0.00735905914012158,0,-0.0141602862957811,0.0249318676610548,0,0,0,0,0,0,0,0,-0.0710475454893374,0.251642496233515,0,0,0,0,0,0,0.0128176962945261,0,0,3.46944695195361e-18,0
X601319.CH.EQUITY,0,0.106456464243322,0.165984571414194,0,0,0,0,0.0565633322962904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13053029137225,0,0,0.020665668756981,0,0,0.048940165958427,0,0,0,0,0,0.15858701930156,0.00525073073981527,0.124781561994753,0,0,0,0,0,0,0,0,0.0707939025165734,0.0048074533664674,0,0,0,0.014261685463833
X16.HK.EQUITY,0,0,0,0,0,0,0.0558461563183674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215896040423068,0.030149198980795,0,0,0,0,0,0.105945594817053,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.453640500271804,0.0931183546064149,0,0.13313637588067,-0.0858300678705104,0,-0.49681936333147,-0.143696950486825,0.213193771023412,0
X300059.CH.EQUITY,0,0.106417573445843,0,-0.037645828767722,0,0.0331084595508736,0,0,0,0.0469842047687974,0,0.117733599040498,0,0,0,-0.0294356783260665,-0.142290873588225,0,0,0,0,0,0,-0.0655815692307381,0,0,0,0,0,-0.045157901994354,0,0,0,0,0,0,0,0,0,0,0,0,0.345829425376815,0,0.26509064059232,-0.0161518262640651,0.324499732765291,0,0,0
X601998.CH.EQUITY,0,0,0,0.284216435810043,0,0,0.220005745375729,0.144255329996085,0,0,-0.160011550654892,0,0,0,0,0.162181257105235,0,0.141458087046807,0.0178982492895967,0,0,0,0,0,0,0,0,0,0.381773673690593,0,0,0,0,0,0,0,0,0,0,0,0.0430390808077846,-0.0156641605379624,0,0,0,0,0,-1.73472347597681e-18,-0.121030885274083,0
X11.HK.EQUITY,0,0,-0.157236665538626,0.0906955898887757,0,0,0,0,0.711613529606817,0.0589860095363697,0,0,0.103073551963897,0,0,0,0,0,0,0,0,0,0,0,0,0.213782978160314,-0.036069493983521,0,0,0,0.0744445500891135,0,0.0403478398815327,0,0,0,0,0.196324811172592,0.0472206290906423,0,0,0,0,0,0,0,0,0,-0.0708910164233119,0
X600016.CH.EQUITY,0,0,0.0458353452396074,0,0,0.0697857894459508,0,0,0,0,0,0,0,0,0,0,0.15886834027444,0,0,0,0.03807050463196,0,0,-0.166409533079171,0,0,0,0.0996474262207352,0,0.107087510262382,0,0,0,0,0.545376139599519,0,0,0,0,0,0,0,-0.369690697430554,0,0,0,0,-3.46944695195361e-18,0.10709767487405,0.290958488445158
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.0592894353342127,0,0,0,0.0752383216603987,0,0,0,0,0,0,0,0.0768474573451773,0,0,0.370496467919293,0,0,0,0.0743058369103634,0,0,0.0446419626960031,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0655870933515047,0,0,-0.00244896950875728,0.274418179713328,1.73472347597681e-18
X002142.CH.EQUITY,0,0,0,0,0.174809340578066,0,0,0,0,0,0.0924157191170336,0,0.039419033713045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254034558858503,2.16840434497101e-19,0.128523097846073,0,0.259260757003184,0,0,0,0,0,0,0,-0.0614802356040086,-1.0842021724855e-19,0,0,0.0340813624956628,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0990143042902562,-3.46944695195361e-18,0,0,0,0,0.55096114479802,0,0.100728718254925,-0.146012740520333,0,-0.0500035617935525,0,0,0,0.0930272437299859,0,0.070231744517454,0,-0.0595317240247121,0,0,0,0,0.104822780580467,0,0,0,0.24189752824965,-0.0940598362749845,0,0,0,0,0,0,0,0,0,0.245642451185738,0
X601818.CH.EQUITY,-0.0858414359927592,0.226521919725621,0,0,0,0.0126737902421181,0,0,0,-0.0549269130959346,0.29363364555545,0.028087984127379,0,0,0,0,0,0,0,0,0,0,0.281893397097534,0,0,-0.0884172266226539,0.178523402816973,0,0,0.235619355246962,0,0,0,0,0,0,0,0,0,0.0997009413341039,0,0,0,0,0,0.00715461338506371,0,0,0,0
X2007.HK.EQUITY,0,0,-0.023951997084531,0,0,0,0,0,0,0,0,0,0,0,-0.100411122930518,0,0,0,0,0,0,0,0.0646561610452368,0,0,0,3.46944695195361e-18,0.231241727208786,0,0,0,0,0.23554280802747,0,0,0,-0.100699912292258,0.186511197832027,-0.110929001701807,0,0.00576617067899551,0,0,-0.0815583124726328,-0.17744552873927,0,0,0,0.113199799075301,0
X1109.HK.EQUITY,0,-0.126897005925321,0,0,0,0.00401053809064279,0,0,0,0.0538543720040044,0,0,0,0,0,0,0,0,0,0,0.313536009263026,0,0,0,0,0.0160003775956538,0.161027889899596,0,0,0,0,0.158903315038629,0.237889647253417,0,0,0,0,0.0467062646321464,0,0,0,0,0,0,0,0,0,0,0,0.10491542603826
X600999.CH.EQUITY,0.0830838732716905,0,0,0,0.0419878608812444,0,0.205490794234925,0,-0.124209456836501,0,0,0,0,0.376581025141399,0,0,0,0,0,0,0,0,0,0,0,0,0.0974963054420187,0,0,0,0.0178244777675931,0,-0.0136533932185621,0,0,0,0,0.0944424420568673,0.0709146748125665,0,0,-0.00446025561605641,0,0,0,0.0816209943808322,0,-0.171096714897242,0,0
X688.HK.EQUITY,0,-0.0472275289771412,0.215937301474918,0,0,0,0,0,0,-0.0198337907224709,0,0,-0.00722568286817704,6.93889390390723e-18,0,0,0,0,0,0,0.169953558783861,0,0,0,-0.203552096628025,0,0.0504444165336973,0,0,0.307856629437687,0.476675525147802,0,0,0,0,0,0,0,0,-0.0698060142265771,0,0,0,0,0,0,0,0,-0.236077577273896,0
