,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.373362950491453,0,0.164199817350855,0,0.136783782096184,0,0,0.195061598926398,-0.0545629164983513,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0923722823586722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554122427902322,0,0,0,0,0,0,0,0,0,0,0.0603390971276638,0
X601939.CH.EQUITY,0.398902855129811,0,0,0.236409151745791,0,0,-0.136379404797323,0,0,0.0205896217807329,0.0357684271574467,0,0.183250837424053,0,-0.0881253127063642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363690343678854,0,0,0,0,0,0,0,0,0,0.209401814712754,0,0
X601318.CH.EQUITY,0,0,0,0,0.216548202182055,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260356148680814,0,1.38777878078145e-17,0,0,0,0,0.181052997352427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258934327253735,0,0,0,0,0.218581635230313,0,0,0,0,0,0,0.110925815828168
X601288.CH.EQUITY,0.500261433209588,0,0,0,0.198574508595755,0,0,0,0,0,0,0,0.0747346341581567,0,0,0,0,0,0.0129523528686602,0,0.117465977140053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050799961702259,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.38109613282663,0,0,0,0,0,0.264314827735139,0,0,0,0,0,0.355011483607385,0.087369491259079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36748739045179,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.00225682971412018,0,0,0,0.325081363051926,0,0,0,0,0.0671360318128128,0,0,0,0,0,0,0.00715740332205869,0,0,0,0,0,0.0464748537484691,0.17402595407418,0,0,0.0705208345254513,0,0,0,0,0,0,0,0.180937082704932,0,0,0,0,0.106506029128384,0,0.0171091437510871,0
X1299.HK.EQUITY,0.0759511862102459,0,0,0,0,0,0,0,0.134434270471173,0,0,0,0.101291013930884,0,0,0,0,0,0,0,0,0,0.0102377710380139,0,0,0,0.225814291243865,0,0,0,0,0,0,0,0,0.178415274132067,0,0,0,0,0,0,0.0718946159109687,0,0,0,0.106829772202917,0,0,0
X5.HK.EQUITY,0,-0.100201827869211,0,0,0,0,0,0,0,0,0,0,0.225911817931634,0.265204225017636,-0.119139597679585,0,-0.333638526657901,0,0,0,0.139386504730829,0,-0.433661678443358,0.51104262155314,0,0,0,0,0.666604217261785,0,0,0,0,0,0,0,0,0,0.287648473516233,0,0,0,0,-0.272490884508588,0,0,0,0,0,0
X601628.CH.EQUITY,0.164490845024142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263298335114569,0.0569946933201465,0,0,0,0,0.143027021298439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196952883966929,0,0,0,0,0,0.226675323926974,0
X601658.CH.Equity,0,0,0,0.0508760826790887,0.158808780141229,0,0,0,0,0,0,0,0.271323318672075,-0.0430533332629953,0,0,0,0,0,0,0,0,0,0,0,0,0.109618996422686,0.203041909882529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374063141550415,0,0
