,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.142631582956772,0,0,0,-0.166473240549336,0.278575534565274,0,0,0.128954466974238,0,0,0,0.22715859638865,0,-0.0746327486822466,0,-0.121637414803962,0,0,0,-0.146112970430234,0,-0.244353501741515,0,0,0,-0.204548370163151,0,0,0.84767171948276,0,-0.00173353174082277,0,-0.120820583873954,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0698427713709161,0,0.179923800702475,0,0,0,0,0.128248972505048,0,0,0,0,0.128695669265296,0.0490760364700236,0.118085018594804,0,0,0,0,0,0,0,0,-0.0282461055065527,0,0.0402259677173886,0,0.0578557260044166,0.0948621158325314,0,0.242926806427537,0,0,0.015860082156022,0,0.0139351724986507,0,0,0,0,0,0,1.73472347597681e-18
X601939.CH.EQUITY,0.293473437368714,-0.0682191275111188,0,0,0,0,0,0,0,0,0.169903455544463,0,0,0,0,0,0,0,0,0,0,0.0159306006493654,0,0,0,0,0,0,0,0,0,0,0,-0.133968468211905,0,-0.235631279521947,0.202514740889242,0,0,0.571524767494503,0,0,0,0,0,0.0990925982228747,0,0,1.73472347597681e-18
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.500307875768625,0.0996503612498928,0.482230188396086,0,0,0,0,0.413436861577488,-0.385117454182172,0.284325288875682,0,0,-0.230371056891051,0,0,0,0,0,0,0,0,0,0,0,0,-0.520486060714595,0,0,0,0,0,0.0496058346886656,0,0,0,0,0,0.26021872921471,0,0.286086618091415,0,0
X5.HK.EQUITY,0,0,0,0,0,0.119493721178741,0,0.211288138516636,0,0,0,8.67361737988404e-19,-0.0294646481065166,0,0.12788732941917,0.119355074823873,0,0.0997318085768742,0.0045312938239286,-0.085677461862928,0,0.0799898989492063,0,0,0,0,0,0,0,-0.0621023274389425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12521175876021,0,0,0,0.194934312408668,0
X601988.CH.EQUITY,-0.0575077185748356,0,0,-0.00884864817181216,0.514133707635045,0,0,0,0,0,0,0,0,0,0.169875435627394,0,0,0,0,-0.095436238623531,-0.152012923701361,0,0.272094169614884,0,0,0,0,0,0,-0.323251161981062,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0890267759245736,0,0,0
X600036.CH.EQUITY,0,0.148566805426264,-0.0323486624929347,0,-0.101186965905444,0,0,0,0,0,0.550429229517431,0.0674892219013873,0,0,0,0.199684287186272,0,0,0,0.369636140963619,0,0,0,0,0,0,0,0.139331239523909,-0.147114740908815,0,0,0,0,-0.0808505857381574,0,0,0,0,0,0,0,0,0,0,0,-0.0887410885312586,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.267412998972524,0,0,0,0,-0.0322607902837877,0,-0.0931752669570579,0,0,0,0,0.00570513045469828,0,0,0,0,0,0,0,0,0.153898438530117,0.0350901470685845,0,0.122872474700792,0,0.10626888317966,0,0,0,0,0,0,0,0,0,0,-0.106792190412712,0,0,0,0,0,-0.0110267140660237,0
X601628.CH.EQUITY,0,0.180030729700303,0,0.0420379460830421,0,0,0,0,0,0.105306642903146,0,0,0,0.234345459260803,0,0,0,0,0,0,0,0,0.0509241086693009,0,0,0,0,0,0,0,0,0,0,0,0.011434566153915,0.128269880092142,0,0,0,0,0,0.189364620633109,0.224168914275975,0,0,0,0,0,0
X601166.CH.EQUITY,0.0296541968078215,0,0,0.223521960657999,0,0,0.143019236352348,0,0.0232000651871422,0,0,0.1630040238596,0,0,1.38777878078145e-17,0,0,0,0,0,0.14238353393985,0,0,0,0,0,0,0,0.0292378819895607,0,0,0.247432482637504,0,0,0,0,0,0,0,0,-0.155648195629385,0,0,0,0,0,0,0,-0.140195208792011
X601328.CH.EQUITY,0,0,0.0884444398351662,0.0449529174097842,0,0,0.637685542691042,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.025778561964808,0,0.217238382496176,0,0,0,0,0,0.229049154534724,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0937889434363678,0,0,0,0,0,0.0203855880370853,0,0,-0.371728470642483,0,0,0
X600000.CH.EQUITY,0,0,0.201201381930923,0,0,0,0.27095893144502,0,0,0.440219387121635,0.123083374890259,0,0,0,0,0,0,-0.0780020566375583,0,0,0,0.0572845285213712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.226789374111247,0,0,-0.0548362326572836,-0.0345333339720031,0,0,0,0,0,-0.001426730703478,0.308862721941651
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334135204936794,0,0,0,0,-0.120001114397918,0,0.10787053007412,0.157712981899716,0,0,0,-0.0798627706722304,0,0,0,0,-0.023436966399474,0,0,0,0.306893404629448,0,0,0,0,0,0,0,0,0,0.0766138980845078,0,0,-0.115478839249246,0.0148359628550117
X601601.CH.EQUITY,0,0,0,0,-0.143313228889684,-0.0549397764738559,0.0392959147845961,0,0.638293619272554,0,0,0,0,0,0,0,0.0935424463114617,0,0,0,0,0.0331273529183038,0,0,0,0,0.124620358757137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243164988270065,0.0909088212221642,0
X000002.CH.EQUITY,0,0,0,0,0,-0.0295142513916397,0,0,0,0,0,0.0900355824308581,-0.0235798269351064,0.253473550392207,0,0,0.0558685103024782,-0.0596538810894608,0,-0.118250736099332,0,0,0.159875516981855,0,0,0,0.241324325446734,0,0,0,0,0.256450963584889,0,0.418852235905938,-0.0647872756569822,0,0,0,0,0,0,0.223566503746188,0,0,0,0,0,0,-0.09990135781821
X11.HK.EQUITY,0,0,0.00454011837903735,0,0.222002177742997,0.0167942441573541,0.0161009633631408,0,0,0,0,0,0,0,0,0,0,0,0.324756319340086,0,0,0,0.0989405047934735,0,0,0,0,0,0,0.420034544859755,0,0,0,0,0,0,0.191493413760632,0,0,0,0,0,0,0,0,0,0,0.0211954854751265,0
X16.HK.EQUITY,0.176070607570118,0,0,0,0,0,0,0.0930159871870295,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.219738359690045,0,0,0,0.218383334461108,0.255474074178982,0.188367595966133,0,0,-0.148053450482382,0,0,0,0.311774511878879,0,0,0,0,0,0,0,0,-0.00940773482343269,0.0786636343979025
X388.HK.EQUITY,0,0,0,0,0.445438900214911,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.259698488395803,0.015900021072927,0.0256383866965617,0.0340991998008946,0,0.0172679600052277,0,0,0,0,0,0.0222000284614562,0,0,0,0.143400031081072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299860153609869
X2388.HK.EQUITY,0,0.361429693167763,0,-0.0528930415832586,0.0020982599754904,-0.302371067973117,0,0,0,0,0,0,0,0,0,0,0,0.680593629065582,0,0,0.286844828902556,0,0,0,0,0,0,0,0,-0.36934393653997,0,0.224995404982846,0,-0.28529314932678,0,0,0,0,0,0,0,-0.0346450132672431,0,0,0,-0.0355237961322696,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,-0.190546121215693,0,0.0314006289843983,0,0,0,0,0,0.0904620352385212,0.00741820307444939,0,0,0,0,0,0,0.340079582297211,0,0,0,0.150670512941732,0,0,0,0,0,0,0,0.0431142745575753,0,0,-0.281539337971827,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14803348868438,0,0,0,0,0,0,0.214788774072767,0.0385206587520606,0,0,0.056649498394193,0,0,0.222749104629095,0,0,0,0,0,0.158194715258919,0,0,0,0,0,0,-0.206577525263822,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.0136960080968567,0,0,0,0,0,0,0,0,0.0413126285515716,0.230188021105424,0,0,0,0.268418372501168,0.056239977621376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259006037707992,0,0.0636569341951818,0,0,0,0
X000001.CH.EQUITY,0,0.209996982868562,0,0,0,0.151371391693306,0,0,0,0.0417747868518142,0,0,0,0,0.0290481689027183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290663291945302,0,0,0,0.0354591925527251,0.225909434993284,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254869347756554
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0754059101236517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206115994925387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502690473989621,0,0,0,0,0
X600030.CH.EQUITY,0.00760489880380944,0,0,0,0,0,0,0,0,0,0,0.0979259261685796,0,0,0,0,0,0.0113204753537796,0,0.112789441391891,0,0,0.11966017188219,0,0,0,0,0,0,0,0,0,0.0254555210852942,0,0,0.11704165453508,0,0.462791644882531,0,0,0,0,0,0,0,0,0.292387994585153,0,0
X1109.HK.EQUITY,0.162668991700033,0,0,0,0,0,0,0,0.0731566836310366,0,0,0,0,0,0,0,0,0,0,0,0.236688366487769,0.0178178147631095,0,0,0,0,0.34290316839921,0,0,0,0,0,0,0.246097311959036,0,0,0,0,0.00436028486561807,0,0,-0.135798939864876,0,0,0.167306613462698,-8.67361737988404e-19,0,-0.242646059973431,0
X2007.HK.EQUITY,0,0,0,-0.0851089854975585,0,0,0,0,0,0,0,0,0.17615689446944,0,0,0,0,0,0,0,0,0,0,0,0,0.258946028287869,0,0,0.188888808053454,0,0,0.26396423447632,0,0.0447191146144784,0,0,0,0,0,0,0,-0.0890526524366252,0,0,0,0,0,0,-0.147081297882178
X601818.CH.EQUITY,0,0,0,0.29330917479784,0,0,0.227573561988071,0,0,0,0,0,0,0,0,0,0.194441681009171,0,0,0,0,0,0,0,0,0,0,0,0.179501178362504,-0.0631475848700834,0,0,0,0,0,0,0,0,0,0,0.172176417604196,0,0,0.095595753636889,0.189894415649217,0,-0.206115562437052,0,0
X1113.HK.EQUITY,0,0,0.0393078064715245,0,0,0,0,0.162841762401615,0,0,0,0,0,0,0,0.229034477806911,0.131745066958378,0,0,0.0558902524235497,0.0391346836794611,0,0,0,0,0.417147602043464,0,0,0,0.088501409517661,0,0.102791815167123,-0.0521636393632018,0,0,0,0,0,0.0123483514312461,0,0,-0.115088535796247,0,0,0,0,0,0,0
X823.HK.EQUITY,0,0,0,0,0,0,-0.120140776622016,-0.242895998882659,0,0,0,-0.141628445153454,0,0,0,0.209358437034525,0,0,0,0,0,0,0,0,0,0,0,0,0.0743130112697687,0,0.267351406503712,0.0398352533229653,0,0,0,0,0,0,0.505194355254857,-0.0959000612376673,0,0,0,0,0.0165828229693446,0,0,0,0
X12.HK.EQUITY,0,0,0,0,0,-0.127497370670327,0,0.42402346442007,0,0,0,0,0,0,0,0,0,0,0,-0.160527324368527,0,0,0.101410053913716,0,0,0,0,0,0,0.283728440802502,0,0,0,0,0.325950023145942,0,0,0,0,0.0369818335942024,0,0,0,0,0,0,0,0,-0.173629367971633
X600048.CH.EQUITY,0,0,0,-0.105119876343428,0,0,0,-0.0307556421821955,0,0.157065802093157,0,0,0,0,0.0182518541140076,0,0,0,0,0,0,0.0575741746941641,0.14526794609585,0,0,0,0,0,0.361292020634675,0.143330082178176,0,0,0,0,0,0,0,0,-0.063782005091783,0,0,0,0,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,-0.182736698982896,0,0,0,0,0,0,-0.00241324267492389,0,0,0,0.0688297284525261,0,-0.0784452350107975,0,0,0,0,0,0,0,0,0,0,-0.0812911924068759,0,0.132465277825735,0,0,0,0.10786433556827,0,0,0,0.374787061012861,0.0371195438844382,0,0,0,0,0,0.587658985099479,0,0,-0.0904552284566825,0
X001979.CH.EQUITY,0,0,0,-0.0726365690933173,0,0.042083425390161,0,0,0,0,0,0,0,0,0.123428026769408,0,0,-0.0662531082559785,-0.316374180163937,-0.0137521056300698,0,0,0,0,0,0.0190333975502149,0.0664779665010123,0,0.0515649197275199,0,0,0.195202824064947,0,0,0,0,0,0,0,0,0,0,0.57882733156256,0,0,0.188201617194766,0,-0.00418449948517464,-0.0804446722290379
X601336.CH.EQUITY,0,0,-0.215833496438307,-0.00411936578712317,0,0,0,0,0.199256573296237,0,0,0,0.114328621576363,0.0780036310091724,0,0,0,0.132461564758668,0,0,0,0,0.077087931734935,0,0,0,0,0,0,0,0.0496854636302466,0,0,0,0,0.243650526311967,0,0,0,0.222189692309767,0,0,0,0,-2.16840434497101e-19,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0.0435871234788868,0,0,0,0,-0.0178603890256002,0.109885471928656,0,0,0,0,0,0,0,0,0,0,0.0324786676209406,0.458893085052532,0,0,0.108736116471423,0,0,0,0.0756188713665018,0,0,0,0,0,0,0,0,0.00695518153379615,0.0068299078500786,0,0,0.00570076173501867,0,0.328811213139885,0,0
X601229.CH.EQUITY,0.414523058058477,0,0,0,0,0,0,0,0,0,0,0,0,0.0880680332543592,0,0,0,0,0,0,0,0.0135034616798853,0,0,0,0,0,0,0,-0.101768531957506,0,0,0,0,0,0,0,0,0,0.149622857060502,0,0,0,0,0.0181834996393682,0,0.381910422880605,0.130205326111459,-0.0195391280187569
X600837.CH.EQUITY,0.0317141680796485,0,0,0,0,0,0,0,0.259558135219369,0,0,0,0,0,0,0,0,0,0,0.0435134681644484,0,0,0,0,0.0710785173232638,0,0,0,0,0,0,0,0.0872171525102179,0,0,0.0152941987206266,0,0,0,0,0.181151479955525,0,0,0,0.15575690057208,0.0641134444570267,0,0,0
X1997.HK.EQUITY,0,0,0,0,0.0575377094112962,0,0,0,0,0,0,0,-0.020997419189024,0,0,0.0799041655902324,0.0991834888252873,0.0799320614428708,0,0,0,0,0,0,0,0.0258957211274777,0,0,0.225386329652743,0.391738652966572,0.290174677513524,0,0,0,0,0,0,0,0,0,0,-0.0606188703426067,0,0,0,0,0,0,0
X002142.CH.EQUITY,-0.0862219437378539,0.304719471356366,0.247557122555978,0,0,0.00626658724982322,0,0,0,0,0,0,0,0,0.0241899698476086,0,0,0,0,0,0.0261170723610608,0,0.200429051476221,0,0,-0.218906847900899,0,0,0,0,0,0,0,0,0.135015729945191,0,0.0576513952388344,0,0,0,0,-0.0847953550878781,0,0,0,0,0,1.73472347597681e-18,0.0113393529296643
