,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,-0.0187298538534794,0.795322983671362,0,0.036571555602559,0,0,0,0,0,0,0,0,0,0.0407650403216,0,0.113388845735533,0,0,-0.0102948330490147,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.146497206592218,0,0,0.0141846917287821,0,0.0504717562997938,0,0,0.00506121222513484,0,0.0204945711236976,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0202101624792128,-0.0618533173510464,0,0,0,0,0,0.133066984739662,0,0,0,0.264450388265059,0,0,0.0791809168751565,0,0,0,0,0,0,0,0.117074171317909,0,0,0,0,0.252820270065664,0,0.0831365889288863,0,0,0,0,0,0,0,0,0,0,0,0.0767514645929902
X601939.CH.EQUITY,0,0,0,0,0.7371045159287,0,0,0,0,0.0392525609245205,0,0.145192532572721,0,-0.0460487819176101,0.0279812108317727,0,0,0,0.0280373641701497,0.0519242273681,0,0,0,0.0212126851610012,0,0,0.0102944820148479,0,0,0,0,0,0,0,0,0.0899559778743943,0,0,0,0,0,0.0466876447656698,0,0,0,0,0.0412156736068418,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.131026031725528,0.165298288873917,0,0,0,0,0,0,0.300785631068468,0,0,0,0,0.18052194089302,0.0934606733186955,0,0,0,0,0,0,0,0,0.118649783165826,0.0182219242088681,0.0715227518606283,0,0,0,0,0,0,0,0,0,0,0,0.13913312157305,0,0,0
X601288.CH.EQUITY,0.179126456120423,0,0.829517421776332,0,0,0,0,-0.080185463378766,0,0,0,0,0,0,0,0,0.0189459854161339,0,0,0,0.0205377682340175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065089428108577,0,0,0,-0.020624786717275,0.021454165287536,-0.168721632600012,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.211329738686615,0.0796343317781334,0,0.155352308029562,0,0,0.0957211108749415,0,0,0,0,0,0,0,0.26415696830864,0,0,0.0864313775632897,0,0,0,0,0,0,0.212830893306376,0,0,0.0588398008480848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0304985903001003,0,1.38777878078145e-17,-0.0578454223301631,0,0.144008346246713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.067732569167322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0579030453814435,0,-0.0479535416632931,0.908735332059084,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0752137895582756,0,0,0,0,0,0,0,0,0,0,-0.0324951820082032,0.288789107523955,0,0,0,0.137334531482628,0.019655511574727,0,0,-0.130598378547891,0.0693759308012818,0,0,0,0,0,0.113197652668737,0.0395068630704856,0,0,0,-1.73472347597681e-18,0.117484068412962,0.170667555735742,-0.06685705544096,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.251890734709646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637547037548924,0.365409589781042,0.0234450866949705,0.112879714588153,0,0,0,0,-0.0650925098875239,0,0,0.0846815103155699,0,0,0,0,0.147037101934192,0.323228126721239,0,0,0,0,0,0
X388.HK.EQUITY,0,0.11701330565939,0,0.163536862389779,0,0,0,0.0310987663433519,0,0,0,0,0,0,0,0,0,0,0,0,0.125399517781141,0.233632442242438,0.0284157684366331,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.118547343656395,0.287603292181266,0,-0.309166684095554,0,0,0.0212175070484684,0,0,0.156063019908175,0,0,0
X600030.CH.EQUITY,0,0,0,0.0212529569546775,0,0,0,0,0,0,0,0,0,0.418097048670479,0,0,0.0073253439799861,0,0,0.12833799083166,-0.00104846713848721,0,0,0,0,0,0,0,0,0,0,0,0.249002313626496,0.0101829194690598,0,0,0,0,0.197663485203994,0,0,-0.0178422004906784,0,0.0384993977648649,0,0,-0.0877245179389076,0.111683823215106,0,0
X601658.CH.Equity,0.115977256104199,0.0371806271384334,0.328485159537162,0,0.0111977114579176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190686888204887,0,0,0.181055640220507,0,0,0,0,0.0465591560718607,0,0,0.0108177955420269,0,0,-0.0387391909480784,0,0,0.0742503795230766,0,0,0,0.0591402287258646
X601166.CH.EQUITY,0,0,0.00780968354613282,0,0.0448549793128452,0,0.0937909820881353,0,0,0,0,0,0,0,0,0.0617960541976147,0,0,0,0,0,0.0791350871033747,0,0.054750808029656,0.357668668326898,0,0,0,0,0,0,0.0338932839797537,0,0,0,0,0,0,0,0,0,0,0,0,0.0212853680228265,0,0,0,0.261768651957085,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.669385258135958,0,0,0,0.0565372337952202,0,0,-0.0138738267109322,0,-0.075699890221193,0,0.0312912392616306,0,0,0,0,0,0,-0.00245254141529545,0,0,0,0,0,0,0,-0.0197330829370014,0,0.198339352384785,0,0,0,0,0,0,0,0,0,0,-0.0104680346152146
X000002.CH.EQUITY,0,0,0,-0.260218742812727,0.15690210768854,0,0,0,0.35519667248312,0,0,0,0.17115828358004,0.407153136560255,0,0,0,0,0,0,0.0644604868055976,0,0,0,0,-0.00870098879468395,0,-0.0154293632685741,0,-0.0887168027523984,0.074427808193357,0,0,-0.0267848947470756,0,0,0,0,0,0,0,0,0,0.0217369156068455,0,0,0,0,0.000595986743607108,0
X000001.CH.EQUITY,0,0,0,0,0,0.516204481473809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134010914799175,0,0,0,0,0.213888366621622,0,0.117495578075121,0,0.0739659377988069,-0.242734461599699,0.188231238801581,0,0,0,0,0,0,0.0275320518897172,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.324218364403527,0,0.0105385391565467,0,0,0,0,0,0,0,0,0.00436674377847972,0,0,0,0,0,0,0.108872177220294,0,0,0,0,0,0.0073297964514096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047398559606525,0,0,0,0,0,0.161561531186052,0,0,0,0,0
X601601.CH.EQUITY,0,0.413331386438051,0,0.128094959738255,0,0,0,0,0,0,0,0,0.107625673084349,0,0,0,0,0,0,0.184305391491754,0,0,0,0,0,0,0,0,0,0,-0.120545872544586,0,0,0,0,0.260992166480238,0,0.0115649396671512,0,0,0.0010229272614583,0,-0.0901260703837311,0,0.0722269414148506,0,0,0,0,0
