,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.168072972740585,0,0.278590079319178,0.0930348022433109,0.112419296494782,0,0,-0.0355409084346931,0,0,0,0,0,0.0625182558655462,0,0.22121203322081,0,0,0,0,-0.119814965775594,0,0,0,0,0,-0.0659019694553724,0.0125670771769738,0,0,0.0146399804801215,0,0,0,0.0308725419701611,0,0,0,0,0.0391392572996191,0,0.0220683824103152,0,0,0,0,0,0.217716873175424
X601318.CH.EQUITY,0,0,0,0.0860765271048442,0,0,0,0,0.142100520794513,0,5.42101086242752e-20,0,0.110818788538624,0,0,0,0,0.0406988652274765,0,0,0.139884354968044,0,0,0,0,0,0,0,0.0123734434940797,0,0.12313171904392,0,0,0,0,0,0.13133196477126,0,0,0,0,0,0,0,0,0,0,0,0.0232380187538806,0
X601939.CH.EQUITY,0,0,0,0,0.283270643323422,0,0,0,0,-0.0716480294836808,0,0.109565006164308,0,0,0.0848455263423311,0,0,0,0.0120355504513709,0.0323437220695075,-0.052551687457997,0,0,0,0.40498755342399,-0.0526425124317487,0.222031280435262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,1.73472347597681e-18,0.158863002927517,0,0,0,0,0.0329174596918219,0.139626696273118,0,0,0,0,0.163341506710836,0,0.0128623687819948,0,0,0,0,0,0,0,0,0.238916924133837,0,0,0,0.0449899139125805,0,0.0594063727935989,0,0,0,0,0,0,0,0,0,0,0.0458588865778049,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.025478540193243,0,0.189853789010262,0,0,0.0294084957403902,0,0.384553359931017,0,0,0,0.0476327556427009,0,0,-0.0649361227215548,0,0,0,0,0,0,0,0,0,0,0.0758216882861482,0,0,0.100680023148448,0,0,0,0,0,-0.0303908122935328,0,0,0,0,0,0,0.017027672144879,0,0,0,0.245292683426562,0,0,0,0
X601628.CH.EQUITY,0.240543742466807,0,0,0,0,0,0,0,0,0.149350021554334,0,0,0,0,-0.115512777228596,-0.089467576533909,0.0833958279131777,0,0.0286177207521442,-0.0703455217857715,0,0.116616241285385,0,-0.0658794973619765,0,0,0,0,0,0,-0.0217305562491299,0,0,0,0,0,0,0.664178010167426,0,0,0,0,0,0,0,0.0460992835019651,0,0,0.116137867338564,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.155004109800169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114224163193486,0,0,-0.176873183321491,0,0,0,0.0355153440213458,0,0,0,0,0,0.0896446867171383,0,0.210490403583454,0.110445366457392,0.0334548995897954,0.139034396548166,0.0557687308264805,0,0,0,0,0
X601988.CH.EQUITY,0,0.0100181728879464,0.0886291234257393,0.0926847451968668,0.153538992191782,0,0,0,0,0,0,0,0,0,0,0,0,0.277922954101427,0,0,0,0,0,0.194750730317663,0.0360382474972533,0.322238653737351,0,-0.0204292532896903,0,0,0.174653911581326,-0.113389433147853,0,0,0,0,0,0,0,0.0936879500516521,0,0,0,0,0,0.0342482027088443,0,0,0,3.46944695195361e-18
X5.HK.EQUITY,0,0,0,0,0,0.035339419211296,0,0.222300783852342,0,0.0946010275107643,-0.0613107878574144,0,0,0,0,0,0,0,0,0,0.143260364108217,0,0.120829490923112,0,0,0.267032957642362,0,0,0,0.0597419536980231,-0.0650307283723143,0,0,0,0,0,0,0,0.323116684806075,-0.107671148211552,0,0,0,0.111501156444751,0,0,0,0,0.0742814914363071,0
X388.HK.EQUITY,0,0,-0.133604704760282,-0.00160160080877943,0,-0.149359716206371,0.174658140531738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482822907310096,0,0,0,0.0821354071504485,0,0,0,0,0,0.095550485237016,0,0,0,0,0,0,0,0.159570985349013,0,0,0,0,0.0860111669240825,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0920525002777718,0.103073367660026,0,0.0809227211065544,0,0.0142871995688362,0,0,0,0,0,0.0276370661920959,0.195457650456907,0,0,0,0,0.395703558440312,0,0,0,0,0,0,0,0,0.107364969046941,0,0,0,0,0,0,0,0,0,0,-0.0198324407203271,0
X601658.CH.Equity,0.170190628604697,0,0,0.145581779825024,0.0676781334417044,0,0,0,0,-0.0727424835075119,0.424088300877762,0,0,0,0.0854506730777202,0,0,0,0,-0.0174262202490253,0,0,0,0,0,0,0,0,0.100431292990581,0.0859466708680358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113629182345059,0,0,0.0803401424086027,0
X000001.CH.EQUITY,0,0,0,0.619018974591513,0,0.0472917424724465,0,0.0622493767589098,0,0.104144332577187,0,0,0,0.0322989252048277,0,0,0,0,0,0,0,0,0,0.126854145550304,0,0,0,0,0,0,-0.23817158596842,0,-0.149145097149972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301617656191354
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0212718518787301,0,0.0743031118487485,-8.67361737988404e-19,-0.0382928783614071,0,0,0,0,0,0,0,0.437460084276238,0,0.263381817879546,0.0677607046550268,0,0,0,0,0,0,0,0,0,0,0,0.031633378545307,0.0486930595912921,0,0,0,0,0,0,0,0.253219005161376,0,0.00210868342546358,0,0,0,0,0
X000002.CH.EQUITY,0,-0.00476421919442894,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822986161785425,0,0,0,0,0,0,0,0.0687451396455777,0,0,-0.016976962474301,0,0,0,0,0,0,0,0,-0.0463210491096746
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558255187636596,0.465882018522434,0,0,0,0,0,0,0,0,0.156059412203263,0,0,0.0766296790145704,0,0,0,0,0.0121845266334974,0.0479832217675142,0.104444789608533,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0608835873390174,0,0,0,-3.46944695195361e-18
X601601.CH.EQUITY,0,0,0,0,0.208168653236997,0,0,0.0593312445332889,0,-0.0544045522526655,0,0,0.254418835755547,0,0,0,0,0,0,0,0.382759505896551,0,0,0.140374883430656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110867627899077,0,0,0,0,0,0.0523132363536691,0,0,0
X600000.CH.EQUITY,0,0.191651413079658,0,0,0,0,0,0,0,0,0,0.0046848004299571,0,0,0,0.386982813195252,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375798303070126,0,0,0,0.0276204711000542,0,0,0,0.0666128839912234,0,0,0,0,0.0188465090439874
X601066.CH.EQUITY,0,0,0.135499103545477,0,0,0.000575605790528788,0,0,0,0,0,0,0,0.353341798075178,0,-0.0283770332288819,0,0,0,0,0,0,0,0,0.0262020790642054,-0.128901819189874,0.0386780951700955,0,0,-0.0915320747777071,0,0.22478357201533,0,0,0,0,0,0,0,0.250468343364337,0,0,0,0,3.46944695195361e-18,-0.0320094334030277,0,0.0480059474290931,0,0
X16.HK.EQUITY,0,0,0,0,0,0.0845936176658287,0,0.00370789012705813,0,0.015644639283992,0,0,0,0,-0.131708587821163,0.0417367177889206,0,0,0,0,0,0,0,0,0,0,0.0221844724207521,0.111969553969252,0,0,0,0,0.139059492312108,0,0,0,0,0,0,0,0.300874819743162,0,0,0.309234511699499,-0.58505403834369,0,0,0,-0.0519122323088326,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.465001752753085,0.162511682926486,0,1.38777878078145e-17,0,0,0,-0.0533231894321492,0,0,0,-0.111005918753106,0,0.0257341578685314,0,0,0,0.113158446461281,-0.127192307156519,0,0,0,0,0,0,0.309106982279063,0,0,-0.0550523604033615,0,0,-0.0558467608226812,0,0,0.168068311019759,0,-0.0092215295027612,0
X300059.CH.EQUITY,0,0.0273391923698944,0,0,0,0.0553087075330499,0,0,0,0.0357342104714162,0,0,0.179131694350882,0.0254135079533178,0,-0.18989239643748,0,0,0,0,0,0,0,0,0,-0.0362917739512944,0,0,0,0,0,0,0,0.0934726698363613,0.0460912853971477,0,0,0,0,0,0,0,0.15536658173785,0,0.189988839875822,0,-0.0176812443601845,0.426777058905244,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.0656750320999708,0,0,0.132434268435055,0,0,0.284039963735346,0,0,0,0,0.157123315067142,0,0,0,0,0,0.170663899889257,0,0,0,0,0,0,0,0,0,0,0,-0.091981603991339,0,0,0.0874745063589839,0.0560395482795796,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.442682945880959,0,0,-0.191647671468014,0,0,0,0.039343290374658,0,6.93889390390723e-18,0,0,0,0,0.0669916741891281,0,0,0.0396633681633708,0,0,0,0,0,0,0,0,0,0,0,-0.0431674825367303,0,0,0,0,0.203639370139783,0,0.0466845294689756,0,-0.0550921739077997,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,-0.0971836773623014,0.160561982325197,0,0,0.156213273696577,0,0,0,0,0,0,0.0477152429697583,0.166217492325088,0,0.159847712131073,0.273456509391418,0,0,-0.0413133314836051,0,0,0,0,0.0598030698718046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152008905971614,0,0,0,0.0472316914849474,0,0,0
X11.HK.EQUITY,0,0,-0.130715612679072,0,0.398103763079486,0,0.146983666502151,0.105247208839276,0.302325315650646,0,0,0,0,0,0,0,0,0,0,0,0,-0.0722491612768442,0.329076921822451,-0.0471884107912524,0,0,0,0.0215260541362348,0,0,0,0,0,0,0,0,0.135230831755191,0,0,0,0,0,0,0,0.0701825221242395,-0.100246350533363,0,0,0,0
X600016.CH.EQUITY,0,0,0.231766228256749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513576484069878,0,0,0,0.0681175623981499,0.0891306116714521,0,0,0.765290594835335,0,0,0,0,0,0,0,0,-0.344930345099883,0,0,0.378045811196968,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0.0749104238084252,0,0,0.00268819132007618,0,0,0,-0.070707779120214,0,0.0846283937553966,0,0,0.251215826854686,0,0,0.0705359591739185,0.0148289685775699,0,0,0,0,0,0,0,0,0.276113615395768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0.119470700111887,0,1.73472347597681e-18,0,0,0,0.353801050673854,0.125118214416997,0,0,0,0,0,0,0,0,0,0,-0.0423555795186152,0,0,0,0.109440848182321,0.0482231016857547,0,0,0.009984518518325,0,0.0460062979234066,0.0287335298552416,0,0,0,0,0,0.117652428136252,0,0,0,0,0,0.093140500266922,0.111809675956165,0,0,0
