,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601166.CH.EQUITY,0.19500423869878,0,0,0.27001495223776,0,0.00887076936058029,0,0,0,0,0,0,0.304315180810567,0,0,0,0,0,0.0968071057731003,0,0,0,0,0,0,0.00295049411963163,0,0,0,0,0,0,0.0610919395256773,0,0,0,0,0,-0.0193042171015121,0,0,0,0,0,0,0,0,4.33680868994202e-19,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0213012972513478,0,0,0,0,0,0,0,0,-0.248827888806191,0.0344839157321623,0,0,0,0,0,0,0,0.013676704568999,0,0,0,0,-0.0357435172523545,0,0,0.293362960991294,0,0,0,0,0,0,0.416202724047501,0,-0.0520377007337211,0.125403019669087,0,0,-0.0425297010968738
X600000.CH.EQUITY,0,0,0.165034614638175,0,0.0472544038916002,0,0,0,0,0.132591710428379,0.455012046257936,0,0,0,0,0,0.0891099564145811,0,0,0,0.0930836772568045,0,0,0,0,0.287209243232125,0,0,0,0,0,0,0,-0.150578592077307,-0.0583372764989224,0,-0.231220823050895,0,0,0,0,0,0,0,-0.0548716425965033,0,0,-0.0424845606177417,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151535500453389,0,0.023823556321251,0,0.104511097326534,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.186796657356996,0,0,0,0,0,0.282779257775483,0.339596699324859,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.167395812576437,0.139550458575405,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,-0.0849429665676971,0,0,0,0.0606261938372179,0,-0.0473168166058261,0,0,0,0.177135313915178,-0.193229363108847,0,-0.0733258301510248,0,0,0,0,0,0,0,0,0,0,0.355403901136607,0.12567975393343,0,0.194326939367589,0,0,-0.016713779371077,0,0.564968735969712,0,0,0,0,0,0,0,0,0,0,-0.0209240105940106
X11.HK.EQUITY,0,0,0.279575614068318,0,0,0.103310890930982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163189728450128,0,0,0,0,0,0.465713340398042,0,0,0,0,0,0,0,0,0,0.0141500578904262,0,0.210806050276034,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.115570700543306,0.148913905871254,0,0,0,0,0.0751326856670686,0.00507734522191626,0,0,0,0,-0.150941351616058,0,0,0,0,0,0.022586425706026,0.243831707610369,0,0,0,0,0,0,0.0557765085439683,0,0.107754003344313,0,0,0,0.0131851654887104,0,0,0,0,0,0,0,-2.77555756156289e-17,0.0408840599541714
X388.HK.EQUITY,0,0.0233694317374472,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.108519538344939,0.0251357961861066,0,0.618534886096429,0,0,0,0,0,0,0,0,0.0995693857572798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.22141838164205,0,-0.157316904617736,0.232482561524354,-0.425088882593818,0,0,0,0,0,-0.205547249335531,0,0,0,0,0,0.499814557400581,0,0,0.323861443367019,0,-0.303869861605665,0,0,0.223568791929704,0,-0.174220114589954,0,0,-0.241699322089079,0,0.279937840278742,-0.137343996810633,0,0,0,0,0,0.0570475348193714,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0465744805745971,0,0,0,0,0.0271625492194668,0,0,0.178438610503614,0,0,0,0.248300235038123,0.0398007100508708,0,-0.0940834198870748,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0139582777787659,0.137957658807521,0,0,0,0.0804264701528329,-0.381048786303838,0.0611372740037875,0,0,0,0,-0.246143673318487,0,0,0
X688.HK.EQUITY,0,0.0700264684189605,0,0,0,0,0.135509535965851,0,0,-0.0407468993257258,0,0,0,0,0,0.0354058828733152,0.0449411595607407,0,0,0.068606121843613,0,0,0.126380059268434,0,0,0.222139958922742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307101963175238,-0.0766061659880396,0,0,-0.136078675681181,-0.243766086801932,0,0,0,0
X600030.CH.EQUITY,0.0308401870890714,0,0.0171241897826243,0,0,0,0,0,0.039680952170869,0,0,0,0,0.0310755609656658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291571173852993,0,0,0.223318922986483,0,0.321261644057659,0,0,0,0,0,0,0.0440481945994464,0,0,0,0.0333687894197882,0
X601998.CH.EQUITY,0,0,0,0.0305754977633118,0,0,0,0,0,0,0,0,0,0,0.204518060104814,0,0.0266868662231597,0,0,0.278703606138372,0.20231453660993,0.0478688394427695,0,0,0.115979155223628,0,0,0,0,0,0,0,0,0,0,0,0,0.0540049843786079,0,0,0,0.111485012369489,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.230405093902895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141751967846434,0,-0.0210703997538642,0,0,0,0.0747450390123099,0,0,0,0,0,0,0,0,0.277194545242067,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.108258613991727,0,0,0.173932123832085,0,0.12745706501758,0,0,0,0,0,0.0461079281892326,0.0127088894366698,0,0,0,0.00648375341439993,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.175003602268435,0,0,0,0.160635896116192,0,0.0988800157604868,0,0,0
X1109.HK.EQUITY,0,0,0,0,0.479587976694994,0,0,0,0.232372900089776,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.00311237244861356,0.429908630661253,0,0,0,0,0,0,0,0,0,0.153703720112819,0,0,0.215835097810605,0,0,0,0,0,0,0,0,0.0308927003028354,0,0,0,0,0,-0.125569913326295
X2007.HK.EQUITY,0,0,0,-0.000803819658317382,0,0,0,0,0,0,0,0,0.0624690528964589,0.0680714976088271,0,0.0684763013776512,0,0,0.0520601069540911,0,0,0,6.93889390390723e-18,0,0,0.228925195586474,0,0.182663966221197,0,0,0,0,0.281554669286223,0,0,0,0,0,0,0,0.0521203759322321,0,0,0,-0.119819774754954,0,0,0,0
X1113.HK.EQUITY,0,0.225137511886412,0,0,0,0,0.0530284651125676,0,0,0,0,0,0,0,0,0,0,0,0,0.166139740427171,0,0,0,0,0,0,0.0766930258287324,0,0,0,0,0,0.0443934122820023,0,0,0,0,0.152800387631455,0,0,0,0,-0.00715649582292086,0,-0.245393619618213,0,0.211898436666602,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0.394188703180786,0,0,0,0,0,0,0,-0.149391607600636,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.243321611890211,-0.0346965877843692,0,0,0.351333317694261,0,0,0,0,0.0269768755343228,0,0,0,0,0,0,0,0,0,0
X12.HK.EQUITY,0,0,0,-0.138249618581622,0.443683246270503,-0.446600294801926,0.109891732536406,0,0,0,0,0,0,0,0,0,0.307647912328959,0,0,-0.00509852341264708,0,0,-0.254133697599702,0,0,0,0,0,0,0,0,0,0,0.507293387545629,0,0.2246687632719,0,0,0,0,0,0,0,0,0,0,0.382560688154847,0,-0.190401421944498
X823.HK.EQUITY,0,0,0,0.0403330459117679,0,-0.0722340924038383,0,0,0.257947912491568,0,0,-0.0388093430001942,-0.110668052126798,0,0,0.109652772409851,0,0,0,-0.0760537768942068,0,0,0,0,0,0.0421044621952426,0,0.21567099216229,0,0.000432406309104013,0,0,0,0,0,0,0,0.220659375769782,0,-0.234221421828514,-0.0401944809331569,0,0,0,0,-0.106166281917011,0.190453978495052,0,0.0617425009489824
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0845946958658124,0,0,0,0,0,0,0,0,0,0.31117383606412,0,0,0,-0.141918748040534,0,0,0.0198648248898777,0,0,0,0,0.113999854050076,0,0,0.3008094329175,0,0.0137815190253138,0,0,0,0.0180195739936963,0,0,0.0512577758894198,0,0,-0.0536754591078597
X600048.CH.EQUITY,0,0,0.00961602770944132,0,0,0,-0.0946091421197574,0,0.0315081194433207,0,0,0,0,0,0.040488577794061,0,0,0,0,0,0,0,0,0,0.424078984376051,0,0,0.151435128472985,0,0,0,0,0,0,0,0,0.135063386084704,0,0,0,0,0,0,0,0,0,0,0,0
X001979.CH.EQUITY,0,0,0,0,0,0,0.0146615647492533,0,0,0,0,0,0,0.268408775034187,-0.0856786478666787,0,0,0,0,-0.0158497559430801,0,0,0,0,0,0,0,0,0,0.0579880977061911,-0.163724618973507,0,0,0,0,0,0,0,0,0,0,0.483321996964475,0,0,0,0,0,0.0424921499222538,-0.051202200754139
X601211.CH.EQUITY,0,0.0537745450251814,0,0,0,0,0,0,0,0,0,0.0606492537968965,0,0,0,0,0,0,0,0,0,0.419891906151432,0,0.0291468331816936,8.67361737988404e-19,0,0,0,0.0702329110940022,0,0,0,0,0,0,0.00285013830811268,0.0707580290536998,0,0.00652374509453611,0,0,0,0.0610420985588357,0.0154045999831846,0.00473486389247161,0,0,0.229781778650465,0
X601336.CH.EQUITY,0,0,-0.215960702899642,0,0,0,0,0,0.0609208289093667,0,0,0.0602556265305469,0,0,0,0,0.251091271871002,0.0373077624902971,0,0,0.0915588936615,0.294880744208318,0.0878802235029407,0,0.038675881245106,0,0,0,0,0.0185415769525253,0,0,0,0,0.0325237246167674,0,0,0,0,0.154811816038356,0,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0.109499593932245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00210381491824449,0,-0.0446678515492776,0,0,0,0.336383378189481,0.0705605270806744,0.00767223278073422,0.191031010123323,0,0,0,0.116212053069692,0,0.0375000932925265,0,0.093461931295389,0,-0.0193156272565747,0,0.0323383334669542,0.0729635897699633,0
X1997.HK.EQUITY,0,0,0.165654310306187,0.042012340532331,0.0528710297159116,0,0.243066270564076,-0.18990660242766,0,0,0,0,-0.0770147626994032,0,0.397281916233566,0,0,0.0493643277995694,0,0,0,0,0,0,0,0,0,0.16884590599938,0,0,0.165920075485353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807378550669131,0,0.0428207052454759
X601066.CH.EQUITY,-0.155374928666705,0,0,0,-0.0223774404812421,0,0,0,0,0,-0.128613239885468,0,0,0,0,-0.356051616444824,0,0,0,0,-0.0894909867498246,0,0,0,0,0,0,0,0.165570148008767,0,0.249275483834942,0.279031602378102,0,0,0,0,0,0,0,0,0,0,0.443779300681665,0,0,0,0,0,-0.0381574355338864
X002142.CH.EQUITY,0,0.107852881768139,0.242090458949142,0,0,0.114145856291689,0,0.0380228728762252,0,0,0,3.46944695195361e-18,0,0.063249791157568,0,0,0,0,0,0,0.168686444303176,0,0,0,0,-0.273869718083143,0,0,0,0,0,0,0,0.0652450523115548,0,0.197761990710101,0,0,0,0,0,0,0,0,-0.00056482219403883,0,0,0,0.0787572957986868
X601229.CH.EQUITY,0.417984794700774,0,0,0,0,0,0,0,0,0,0.13619646045165,0,0.0260421110965886,0,0,0,0.143091539066066,0,0,0.0315673042910501,0,0,0,0,0,0,0,0,0.191295481804592,0,0,0,0,0,0,0,0,0,0,0.0765130393043578,0,0,0.00035746324865587,0,0,0.0902228877487563,0,0,0.119424929862215
X601169.CH.EQUITY,0,0,0,0,0,-0.0333535225475734,0,-0.0775992940191683,0,0,0,0,0,-0.108180591383607,0.00591819648436293,0,0,0,0,0,0,0,0.0451470590585475,0,0,0,0,0,0,0,0.144617512679931,0,0,0.668057231094639,0,0,0,0.0297258558840062,0,0,0,0,0,0.903128425470076,0.0761483938142121,-0.154764085261268,0,0,0
X000166.CH.EQUITY,0,-0.245488531737491,0,0.0742366914341362,0,0,0,0,0,0,0,0.255273434577123,0,0,0.0154301690074832,0.164722603802937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083894664764369,0,0,0.28177722457507,0,0.308712637263702,0,0.00652103616564972,0,0,0,0,0,0,0.276328237483181,0,0.0761388793365894,0
X600015.CH.EQUITY,0.401417964534513,0,0,0,-0.319256589725082,0,0,0.406226534813475,0,0,0,-0.0411501623445649,-0.469709110171457,0,0,0,0,0,0,0,0,0,0.114460161451933,0,0.0342369952960353,0,0,0,0.108279384465049,0,0,0,0,0.204474781070374,0.143332260905486,0,0,0,0.0185994022737266,0,0.0487035116877747,0.185285697637248,0,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,-0.123386754555383,0,0,0,0,0,0,0,0,0,-0.180579672039829,0,-0.0480011597652154,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0218293989458206,0,0.0258019568990889,0,-0.0768072233074951,0,0,0,0,0,0,-0.0406011203207365,0.226451264740946,0,0,0,0.120749684303998,0,0,1.10170177411928
X002736.CH.EQUITY,-0.0604563861974944,0,0.0712143450096431,0,0,0.0536281221031295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112374085612419,0.0253474873493839,0.397128149358897,0.0318513846202963,0,0,0,0,0,0.00597373046961598,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.426140168717759,0.0797655904033814,0.0567055885761802,0,0,0,0
X17.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.095631631916674,0,0.463298112999567,0.150962207516053,0,-4.33680868994202e-19,0.178778295719132,0.0953013432530306,-0.0392270569024534,0,0,0,0,-0.02798414509125,0,0,0,0.230787532790701,0.14314746219499,0,0,0,0,0,0,0.11984180829587,0.0317981329169215,0,0,0,0,0,0,0.0871226328316198,0,0,-0.0486751880449304
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0302240106956681,0,0,0.190110051121245,0,0,0,0.00689838927350828,0,0,0,0,0,0,0,0,0.529935007979414,0,0,0,0.0510821300077946,0,0,0,0,0,0,0.194754594276169,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,-0.0727885751639469,0.287401008120103,0,0,0,0,0,0,0,-0.464852379594123,0,0,0,0,0,-0.0126442096568051,0,0,0,0,0,-0.0754462328100374,0,0,0,0,0,-0.273116884498475,0,0,0,0,0,0,0.206780323562832,0.095934631989276,0,0,0,0.44261289117971,0,0,0,0
