,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY
X601398.CH.EQUITY,0,0,0.217049530406811,0,0,0,0,0.394611331838461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265772558110084,0,0.025877894694482,0,0.0126469008190821,0,0,0,0,0,0.0687371096331972,0.0539576897067627,0,0,0,0,0,0,0.0268642968453177,0,0,0,-0.0946013049673739,0
X601318.CH.EQUITY,0,0,0.246877039466799,0,0,0,0,0,0.0804508840407935,0,0.074875541060769,0,0.0153412223012854,0,0.181296181515544,0,0,0,0,0,0,0.0581579992982654,0,0,0,0,0,0.191311423045929,0,0,0,0,0,0.0500197715041311,0.0215822669870145,0,0,0,0,0,0,0,0,0,0.0623699682321187,0,0,0.0368075242492885,0,0
X601939.CH.EQUITY,0.338376121071571,0.0409281107074767,0,0,0,0,0,0.264348219376415,0.272241358512591,0,0,0,0,0,0,0.205959520650682,0,0.0037286457149277,-0.00416872591037004,0,0,0,0,0,0,0.142484110843039,0,0.247418924764952,0,0,-0.0416282594336759,0,0,0,0,0,0.0750481648859432,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.152015744386047,0,0,0.0605826525208234,-0.101948354963597,0,-0.101269282401496,0.152708742027577,0,0,0.156753045253117,0,0,0,0.163827144514883,0,0,0,0,0,0.403841149575086,0,0.034986980380205,0,0,0,0,0,0,0,0,0,0,0,0,-0.0735346359401572,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0339748585489157,0,0,0,0,0.516620743338885,0,-0.0495673760522479,0,0.0105050628181028,0,0,0,0,0,0,0,0.0614882187602088,0,0.0250506253624485,0.0761021351324435,0,0,0,0.0919283906718865,0.112082769302151,0,0,0,0,0,0,0,0,0.0166222449686802,0,0,0,0,0,0,0,0,0,0,0.0215282656831317,0.0372587489633267,0.0567826453752414
X1299.HK.EQUITY,0,0,-0.0416788332573033,0,0,0,0,0,0,0.1509804794566,0,-0.0685282785577445,-0.0794873478215401,0,0,-0.0310745732469421,0,0,0,0,0,0,0.162521859503458,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0980397291606018,0.0614501901989955,0,0.198935915658871,0,0.250725993446674,0,0.0114001570177074,0,0.0422392081671563,0,0,0.197583862304999,0
X601628.CH.EQUITY,0.0553900121235765,0,0,-0.027234926232408,0,0,0,0,0,0,0,0,-0.00453070626697538,0,0,-0.165468140332877,0,0,0.305329647595298,0,0,0,0,-0.0911084284726924,0,0,0,0,0,0,0,0,0,-0.092458663465817,0,0.601370166496994,0,0.0728949435601109,0,0.0119608025481606,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0751169510209646,0,0.441548390065491,0,0,0,-0.091192116059723,0,0,0,0,0,0,0,0,0.279308266258919,0,0,0,0,0,0.0456262395789885,0,0,0.0831788072830268,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.00189804119225127,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0521855277268466,0,0,0,0,0,0,0,0.196818798901936,0,0,0,0,0,0,0,-0.00774905807812037,0,0,0,0.217456622695589,0,0.0671974775915845,0,0,0,0,0,0,0,0,0,0,-0.11481864816268,0.184146030737573,0,0,0,0.21839686317449,0.184418459870999,0.0398022675426991,0,0,0,0,0.114999607027556,0,0
X388.HK.EQUITY,0,0,0,-0.372465749729484,0,0.198934894818901,0,0,-0.010644936276454,0,0,0,0,0,-0.00517246435166759,0,0.0497846680029765,0,0.375589589670769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184001334090278,0,0.248200849930084,0.0293308539299978,0,0,0.0539840663994284,0,0,0.114515533595391,0,0.0294083103748432,0.0427441343222576,0
