,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.600898486427196,0,0.0209827125895046,0,0,0,0,0,0.0847001840578003,0,0.0890147506467244,0,0,0,0,0,0,0.0695810938111775,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.0101988103933768,0,0,0,0,0.103198487880534,0,0.00998186225210918,0,-0.000553400081200901,-0.0138356895078219,-0.0384939192370937,0,0.0280280858691922
X601318.CH.EQUITY,0,0,0,0.198415244889759,0,0,0,0,0.0744164030957139,0,0,0,0,0,0,0,0,0,0,0.190765252292796,0,0,0,0,0,0.0264271093787331,0,0,0.0993256480831146,0,0,0,0,0.0646155579560795,0,0,0,0,0,0,0.183401793868377,0.0196519623502606,0,0,0,0,0,0.0898196213165227,0
X601939.CH.EQUITY,0.154088005600341,0,0,0.305336249734776,0,0.252376697031559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0999716424243476,0,0,0,0,0.080684438315772,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.0498853465250695,0
X601288.CH.EQUITY,0.0133814096031003,0,0.288840738765403,0,0,0,0,0,0,0.211313404131276,0,0,0,0,0,0,0,0,0,0.0500605878743869,0,0,0,0,0.0131385484812784,0.224670675547037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720469913778543,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0138185304504779,0.584921824511918,0,0,0,0,0,0,0,0,-0.212128671747219,0.228443918838212,0.251269578344917,0,-0.0159330684936007,0,0,0,0,0,0,-0.171121951912189,0,0,0.134820480681921,0,0,0,0.228977555605782,0,0,0,0,0,0,0,0,0,0.00129344018930143,0,-0.741316845956062,-0.105368586059093,0,0
X601988.CH.EQUITY,0.0285190424138104,0,0.229132574940608,0,0.0560825758054112,0,0,0,0.0944956691612742,-3.46944695195361e-18,0,0,0.0725031364499097,0.143103647958545,0,0,0,0,0,0.121210961804317,0,0,0.380677453244526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377280066691867,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.043144237140321,0,0,0,0.261096070345031,0,0,0,0.172410868606665,0,0,0,0.0743870766471816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00994813104857927,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789035571774402,0,0,0.00546887834296072,0.0685091157007837,0,0,0,0,0,0,0,0,0,0,0,0,0.0148507092333188,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.212571278900892,0,0,0,0,0,0.0309698243904474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574808091681532,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.398404380888308,0,0,0.230527686881265,0,0.00121403661218798,0.0277536992582404,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.111986655856941,0,0,0,0,0.150365467035643,0,0,0,0,0,0.189849066359686,0,0,0,0,0,0,0,0.267045493666018,0,0,0,0,0,0,0.0409518613366903,0,0,0.000206499421949363,0,0,0,0,0,0,0,0.0397233250087131,0.206490937436979,0.0223314196000336,0,0,0,0,0,0,0.0119103447189922
X601166.CH.EQUITY,0,0,0.212753835846775,0,0,0.0195179580478677,0,0.223122092843898,0.0585502685180103,0.0579386749995142,0,0,0.0137249011621928,0.183611963005462,0,0,0,0,0,0,-0.0337332306974729,0,0,0,0,0,0,0,0,0,0,0,-0.0181739772678762,0.132503775740082,0,-0.00670740259638152,0,0,0,0,0,0,0,0.0417569259704943,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.168692087061409,0,0,0,-0.0875692933253835,0,0,0,0,0,0,0,0,-0.112615525224824,0,0,0,0,0.169382458677327,0,0,0.127208828872678,0.14091639693749,0.276597664007794,0.325549355419828,0,-1.0842021724855e-19,-0.0600379766420269,0,0,0.0792108042813424,0,0,0,0,0,0,0.117795834331896,-0.0207118317406948,0,0
