,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.544156518474408,0,0.0181479670400879,0,0.0593595304863948,0,0,3.46944695195361e-18,0,0,0.0986797290706148,0,0,0,0,0.0913712700535216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297615716519999,0,0,0,0.114503645509762,0.00159621003533389,0,0,-0.0523695827568732,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0431605297255819,0,0,0,0.0244352513295298,0,0,0,0,0,0.0862913278720479,0.272829878335648,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412006865438326,0,0.136744403575306,0,0,0,0,0,0.187832521371753,0.155660701183722,0,0,0,0.0046265883954512,0,0,0,0.10218817279926,0
X601939.CH.EQUITY,0.162032485072463,0,0,0.569593913649348,0,0.0495157991714077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144349179804493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.273840596867873,0,0,0,0,0,0,0.192458304824575,0,0,0,0,0,0,0,0.139105953754422,0,0,0,0,0,0,0.14932909349631,0.0408969390314284,0,0,0,0.0948194041765722,0,0,0,0,0,0,0,0,0,0,0,0.00631628719962222,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0403776256419664,0,0.317628056805649,0,0,0,0,0,0,-0.320174803327925,0.220023868094229,0,0,-0.125180926472255,0.118916897114438,0,0,0,0,0,0,0,0,0,0.300122859375506,0,0,0.232988272298117,0.167848581601174,0,0,0,0,0,0,0,0.054502541660931,0,0,0,-0.468994037508329,0,0,0
X601988.CH.EQUITY,0.234615108794171,0,0,0,0,0,0,0,0.114330013182884,0,0,0,0,0.200775924274166,0,0.00829175651359651,0,3.46944695195361e-18,0,0,0,0,0.390071637627928,0,0,0,0,0.0388760591884159,0,0.0589879717353578,0,0,0,0,0,0,0,0.0212516309265111,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0113843475557759
X600036.CH.EQUITY,0,0,0,0,-0.00409659240062966,0,0,0,0.0243472986830279,0,0,-0.0225131012469797,0,0,0,0,0,0.0696767112537928,0,0,0,0,0,0,0.724464741435255,-0.00796670794357022,0.0280807739382065,0,0,0.0975145969974239,0,0,0,0,0,0,0,0,0,0,0,0,0.0663381064983033,0.0584980942908612,0,0,-1.0842021724855e-19,0,0
X1299.HK.EQUITY,0,0,0,0,0.267634853012986,0,0,0,0,0,0,0,0.211347955903319,0,0,0,1.38777878078145e-17,0,0.0641459462237718,0,0.0601435286947917,0,0,0,0,0,0,0.0833203219486576,0,-0.0448952609378729,0,0.311035817423658,0,0.201365367556775,0,0,0,0,0,0,0,0,0,-0.0808780397569371,0,0,0,0,0
X601628.CH.EQUITY,0,0.215784000843504,0,0,0,0,0.0307704914829248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506466058704645,0,0,0,0,0,0,0,0,0,0,0,0,0.402462232793978,0,0.23187873517935,0,0,0.0293251826055717,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0623530212404012,0,0,0,0.146295462166965,0,0,0,0,0,0,0.207763257995697,0,0,0,0,0,0,0,0.251328535472504,0,0,0,0,0.0785589732123491,0,0,0,0,4.33680868994202e-19,0.0454480727101556,-0.00707593668536084,0,0,0,0.00799307399138976,0.247340873418977,0,0,0,0,0.0418027002154796,0,0,0,0,0.0198249975396837
