,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.550707376302075,0,0,0,0,0,0,-2.16840434497101e-19,0.0983393601188277,0,0,0,0.142273418342616,0,0.134921128707929,0,0,0,0,0,0,0,0.000972297516205286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472134596377779,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.106433330293589,0.310365968457304,0,0,0,0,0,0,0,0.262622082417912,0,0,0.0869524190972494,0.0598329438993957,0,0,0,0.00343019902372339,0.0949107162011864,0,0,0,0,0,0,0,0,0.00916588189324273,0,0,0,0,0.0308397121201988,0,0.0104528911129093,0,0,0,0,0,0.0158714013647516,0
X601939.CH.EQUITY,0,0,0,0.539418615845515,0,0.0509786230582122,0.125652758852961,0,0,0.0190129873204124,0.0892862123717389,0,0,0,0,0,0,0,0,0,0.0251108256763968,0,0,0,0,0,0,0.20163287805349,0,0,0,0,-0.0203836362304003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.276286317660245,0.0295061040175183,0,0.759309307332643,0,0,0.0172948957351448,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0.137747790880263,0,0,0.103209939874444,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.144132623750511,0,0.353668390560335,0,0.0756190771138057,0.0312935356170636,0,0,0,0,0,0,0,-0.0182147640964259,0,0,0,0,0,0,0.0108923224466834,0,0,-0.159265907419205,0,0,0,0,0,0,0,0.115384867053501,0,0,0.26073190756448,0,0,0,0,0,0,-0.0991584493726,0,0.0475953298761466
X601988.CH.EQUITY,0,0,0.240667599761642,0,0.185817534086094,0,0,0.0968771620466062,1.38777878078145e-17,0,0,0,0,0,0,0.158102935825159,0,0,-0.0568546363110071,0,-0.224291780673241,0,0,0,0.204556831775728,0,0,0,0,0,0,-0.127748790259365,0,0.028713141205969,0,0,0,0,0,0,0,0.0572002884567423,0,0,0,0,0,0,-0.015541520104829
X600036.CH.EQUITY,0,0.120886329627276,0,0,0,0,0,0,0,0.421895454502875,0,0,0,0,0,0,0.153619092274332,0.0593361387364736,0,-0.12985664852391,0,0,0,0,0.0759199869412569,0,0,0,0,0,0.214280108696435,0,-0.0380299837213364,0,0,0,0,0,-0.0692001298790626,-0.165546311314386,0,0.124602474721333,0,0,0.198827010500854,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.196177594502885,0,0,0,0,0,0,0,0,0,0.0109585900350443,0,0,0.138211859883954,0,0,0.0759166093404185,0,0,0,0,0.0231971848262904,0,0,0.0470600019809426,0,0.0995641511545591,0,0,0,0,0,0.463409271085518,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0
X601628.CH.EQUITY,0,0,0,0.0309262521682655,0,0,0,0,0,0,0,0.132894310547449,0,0,0,0,0.404390311024556,0,0,0,0,0,0,0,0.00348508708665164,0,0,0,0,0,0,0,0,0,0.0668249293233443,0,0,0.180061096613496,0,0,0.185608415527342,0,0,0.0734007077244363,0.0478451364623796,0,0,0,0
X601328.CH.EQUITY,0,0,0.207958462265925,0,0,0,0.417756481136107,0,0,0,0,-0.0416078624086408,0.499202085481115,0,0,0,0,0,0,0,0.0471366895672987,0.147609862801818,0,0,0,0,0,0,0,0,0,0,-0.0366806148971246,-0.048437902422257,0,0,0,0,0,0,0,-0.116781862110887,0,0,0,-0.122243466401399,0,0,0
X601166.CH.EQUITY,0.283801004125013,0,0.0244726220342708,0.19985673903847,0,0,0,0,0,0,0,0,0.208208260060512,0,0,0,0,0,-0.0768529483358925,0.0528322537124162,0,0,0,0,0.0222379145741824,-0.0276236277023785,0,0,0,0,0,0,0,0,0,0.124155847060068,0,0,0,0,0,0.107163288506631,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,-0.0853914787061945,0,0,0,0,0,0,0,0,0,0,0.0354781631853245,0,0,0.26286406904328,0,0,0,0,0,0,0,0,0,0,0,0,-0.0596310026082626,0.233320635613514,0,0,0,0,0.142303756447865,-0.17976275528118,0,0,0,0.28808448342672,0,0,0,0.0850982691393005,0,0.0966680837241509
X600000.CH.EQUITY,0,0,0,0,0.0135979319069427,0,0,0,0,0.149401225258835,0.551038559260832,0,0,0,0,0,-1.73472347597681e-18,0,0.0929620878756248,0,0,0,0,0,0,0,0.200151671755205,0,0.0365991849131777,-0.0675686430289376,0,0,-0.125485612632029,0,0,0,0,0,-0.0503850681058313,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056884663891809,0,-0.275732930262836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195661522207969,0.2754808698329,0,0,0,0.111657941686352,0.332120640921525,0,0,0,0,0,0,0,0,0.415056117938617,0,0,-0.163351479175932
X11.HK.EQUITY,0,0,0,0,0.0335809680166221,0.352772131351423,0.0120597533062397,0,0,0,0,0,0,0,0,0,0,0,0,0.0765124208690879,0,0,0,0,0,0,0,0,0,0,0,0.512437777140675,-0.150125563996547,0,0,0,0,0,0,0,0,0,0.286907077611269,0,0,0.166058773966245,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0.0326821604003481,0.0768778719951632,0,0,0,0,0.0184866174274198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799310189908636,0,0,0,0,0.00658781216896035,0,0.607973903978968,0,0,0.275870229589906,-0.0650813796086513,0,0,0,0.0428127602862453,0,0,0,0,0
X601601.CH.EQUITY,0.12180587180773,0.186621941596655,0,0,0,0,0.0832730794328237,0,0.0874923837460855,0,0,0,0.00597847955372544,0,0.0645669750157116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148092761936278,0,0,0,0.431004096424518,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.07582241002342,0.226679143988966,0,0.407576003904769,0,0.0981011360830981,0,0,0.126574266535749,0,0,0,0,0,0,0.182946040042187,0,0.123116067107789,0,0,0,0,0.0113926994544119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126509225891552,0,-0.183284924069565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168175736705366,0.124026712781075,0,0,0,0,0,0,0.212565032548616,0.202499786389942,-0.0844451960735572,0,-0.138648446405439,0,0.46132331767492,0,0,0
X2388.HK.EQUITY,0,0.147018072711674,0,0,0.219050372650604,-0.483715199801793,0,0,0,0,0,-0.235860532165461,0,0,0,0,0,0.512534797718362,0,0,0,0,0,0,0,0.231937983729241,0,0,-0.136770232725524,0,0,-0.146209085231205,0,-0.166871646357306,0,0,0,0,0,0,0,0.336051505906429,0,-0.0433066119484393,0,0,0,0,-0.0671186611012948
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00605129143566013,0,0,0,0.16803579045469,0,0,0,0,0,0,0,0.343444470481898,0,0.107824165333122,0,-0.224390181148878,0,0,0,0,0.208721289845169,0,0,0,0,0,0.197817300557448,0,-0.233173402955334,0,0.0825573064841672,0,0,0
X600016.CH.EQUITY,0,0,0,0.126226177517948,0,0,0,0,0,0.0681832483354339,0,0,0.252053783641209,0,0,0,0.116062352640943,0,0,0,0,0,0,0,0.0295046764761523,0,0,0.0011565154091535,0,0,0,0,-0.0146449764979236,0.0414147868855638,0,0,0,0,0,0.182925870520464,0,0,0,0,0.233713685182386,0,0,0,0
X600030.CH.EQUITY,0,0.0792093779754492,0,0,-0.0512143642254729,0,0,0,0,0,0,0.0661650601355141,0,0,0,0.083981801495468,0,0,0.0207800064084983,0,0,0,0,0,0,0,0,0,0,0.159706601016732,0,0,0,0,0.204588320738217,0.0520306733994026,0,0,0.364709279636746,0,0,0,0,0.0174142396217024,0,0,0,0.0403092576295924,0
