,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY
X601398.CH.EQUITY,0,0.50395390542075,0.1490279920071,0.0209098633681196,0,0,0,0,0.0464788741216968,-0.0868818780162831,0.0502105090114899,0,0,-0.0401336112761689,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0280888929627938,0,0,0,0,0.0312569564303902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697864488744601,0.0874597536651854
X601939.CH.EQUITY,0.314483873535262,0,0,0.203376048508582,0,0,0,0,-0.0518431413240721,0,0.134945014224499,0,0,0.0714335255208196,-0.0872859846602611,0,0,0,0,0,0,0,0.191928861333503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258105127548767,0,0,0.123654562907529,0
X601318.CH.EQUITY,0,0,0,0,0.252355845920673,0,0,0,0,0,0,0.115781984042893,0,0,0,0,0,0,0,0,0,0.160068961956668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519153850815075,0,0,0,0.0608567480018397,0,0,0.181117288937941,0,0,0,0
X601288.CH.EQUITY,0.404230979004814,1.38777878078145e-17,0,0,0.257227138102723,0,0,0,0,0,0,0,0,0.065534815422151,0,0,0,0.0775050261167718,0.0627256768040982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220040770262771,0,0.0615089809153966,0,0,0,0.0291505769326332,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.503429232257148,0,0,0,0,0,0.236037861354257,0,0,0,0,0,0.225558120518009,0.0663648441186162,0,0.0443908070489058,0,0,0,0,0,0,0,0.0866239733560208,0,0,0,0,0,0,0,0,-0.583696802166723,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0
X600036.CH.EQUITY,0,0.01882317679245,0.0340232207361035,0,0,0,4.33680868994202e-19,0,0,0,0,0.0987395571729794,0,0,0,0,0.00895607759461205,0.0576773064950534,0,0,0,0.2702795309137,0,0,0,0,0,0,0,0,0,0.23055833552752,0,0,0,0,0,0,0,0,0.147252764492698,0,0,0,0.0787572618248971,0,0,0.103916008818943,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0382648918168564,0,0,0.232395216360548,0,0,0,0,0,0,0.457957942494807,0,0,0,0,0.11233724494811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.109655851936372,0,0,0.0428096999977603,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0815714858107077,0,-0.30733755862431,0,0,0,0,0,0.132938113995166,0,-0.387330485135591,0.657312738817967,-0.140855174302478,0.755059121076265,0,0,3.46944695195361e-18,0,0,0,-0.107869883579752,0,0.235613034703127,0,-0.072082603864278,0,0,0,0,0,0,-0.00116651945301584,0,0.160917793312386,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.156652080001327,0,0,0,0,0,0,0,0,0.403598513505259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228596523219302,0,0,0,0,0,0,0.18321464234569,0,0
X601658.CH.Equity,0,0,0,0.0939786009180501,0.263732771710712,0,0,0,0,0,0,0,0,0.180014272496274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163680983835461,0,0,0,0,0,0,0,0.172210779946263,0,0,0,0,0,0,0,0,0,0,0,0.337441308404111,0
