,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601916.CH.Equity,X2891.TT.EQUITY
X601398.CH.EQUITY,0,0,0.0139038115120734,0.0837007067089541,0,0,0,0,0,0,0.277096158569704,0.12328439780969,0,0,0,-0.167402604601229,0,0,0,0.0843635890584262,0,0,0,0,0,0,0,0.0487173675698346,0,0,0,0.0367335781513499,0,0.0545440904076849,0,0,0,0,0,0,0,0.257387184685396,0,0,0,0.0425659363678537,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0279237301526407,0,0,0.244946144401253,0,0,0.275509583066558,0,0,0,0.0752866637784761,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.115238812290099,0,0,0,0,-0.251835466882998,0.107855040900875,0,0,0.179111431259873,0,0,0,0,0,0.0889747368850859
X601939.CH.EQUITY,0.468769128295186,0,0,0,0,0.189652716544445,0,0,0,0,0,0,0,0.0493354336733236,0,0,0,0,0.00908189099063243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372474232394485,0,-0.12552373725199,0,0.0512426665952069,0,0,-0.0393947217359503,0,0,0
X601288.CH.EQUITY,0.5792870526866,0.0584644274402187,0.0631123933143458,0,0.0711578504601215,0.0813155344248899,0,0,0,0,0,0,0.0371171696362537,-0.0217206454373867,0,0,0,0,0,-0.0168583268482707,0,0,0,0,0,0.0501393809348098,0,0,0,0,0,0,0.0817877423266259,0,0,0,0,0.135306362148226,0.175988608810626,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.039725300322428,0.199689260979187,0.0808664424512511,0,0,0,-0.160034599248791,0,0,0,0.228840422617209,0,0,0,0,0,0.594547051366094,0,-0.0270037776140213,-0.149914131407985,0,0,0.11839980528707,0,-0.118923086498054,0,0,0,0,0,0,0,0,0,0.0440316684323819,0,0,0,0,0,0,0,0.0985937661519448,0,0.157982724890455,0,0,-0.0672344997150161
X601988.CH.EQUITY,0.097376557024659,-8.67361737988404e-19,0.131777787983355,0.16254573770327,0,0,0,0,0.146495435961064,0.102966298360664,0.164955101199127,0,-0.347363909973501,0,0,0,0,0,0,0,0,0,0.179284496438607,0,0,0.0855315329574034,0,0,0,0,0,0,0,0.000714733226363474,0.0148646509701846,0,0,0,0,0,0,0,0,0,0.0192650891409335,0,0,0,0
X600036.CH.EQUITY,0,0.35977079165202,0,0,0,0,0,0,0,0,0,0.183991379948337,0,0.16157560758931,0,0.0507856186489736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933593015712583,0,0,0.0138902648802157,0,0,0,0.0934151491327261,0,0,0,0,0,0.0389517992326909,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0682099744278515,0,0,0,0,0,0,0,0,0,0.223362276029195,0.29697075861969,0,0.215877538665444,0,0,0,0,0,0.0417408124481504,0,0,0.0358132590184907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.396131981429651,0.265749681915329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477514497396131,0,0,0,0,0,0,0,0,0,-0.24685006324156,0.0563862776824343,0,0,0,0,0,0,0,0.0101213597634252,0,0,0,0,0.223852044973887,0,0,-0.112912322188184
X601166.CH.EQUITY,0.232958592038375,0,0,0,0,0.106727387901133,0.432564877292668,0,0,0,0,0,0,0.0113573402370732,0,0.391120962937568,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0483800662526288,-0.131881569648949,0.0363465752655399,0,0,0,0,0.0375239647828767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0596557294631511,0,0,0.0948304000333328,0.00673911299086805,0,0,0,0.0225752304008466,0,0.236787080657174,0,0,0,0,0,0,0.228789964894425,-0.118580423498044,0,0.0651658782364992,0.11974357351588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239518249038664,-0.0332041844875231,0,0.185355763967369,0,0.0846760660177658,0,0,0,0
X600000.CH.EQUITY,0,0.0650345969933431,0,0,0,0,0.251841752454285,-0.0311690181049223,0,0,0.384367522364136,0,0,0.0645049516051756,0,-0.106203297550565,0,0,0,0,0,0,0,0,0,0,0,0.222036359798245,0,-0.00146608861679842,0,0,0,0.0345016052439421,0,0,0,0,0,0,0,0,0,0,0,0,0.032172798447636,0,0.162618748502128
X000002.CH.EQUITY,0,0,0,0,0,-0.020666342503744,0,0,0,0,0,0,0,0,0,0,0.167872911468617,0,0.0830675232754302,0,0.0103132267702943,0,0,0,0,0.0455967259856989,0.0185462243549801,0,0.33018742595867,0,0,0,0.33870869798017,0,0,0,0,0,0,0,0,0,0,0,0.0129363315763767,0,0,-0.00382858752611318,0.124547174344222
X000001.CH.EQUITY,0,0,0,0,0,0,1.73472347597681e-18,0.105944434750935,0,0.103825859498604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028736285319394,0,0,0,0,-0.210588398308709,0,0.222770069107774,0.127471877832609,-0.169462860573041,0,0,0.161405209807264,0,0,0,0,0,0,0,0.256638586648708,-0.0236186037627045,0.249385465983666
X16.HK.EQUITY,0.0143980351529142,0,0,0.206321859395354,0,0,0,0.201577378897642,0,0,0,0,0,0,0,0,0.0673098383424225,0.125568195670355,0,0,0,0.0326918852795067,0,0.166488143379405,0,0,0,0,0.00676213761950134,0,0.200193472379029,0,0,-0.0905179438083072,0,0,0,0,0,0,0,0.224725682484506,0,0,0,0,0,0,0
