,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0210413157040346,0,0,0.17867917876913,0,0,0,0,0,0,0,0,-0.0106226702113645,0,0,0,0,0,0,0,0.0418643389416186,0,0,0.11339428794762,0,0,0,0,0,0,0,-0.165146848441763,0,0.0639734749327081,0,0,0.224524818290184,0,0.0389035530554391,0,0,0.0877151074335904,0,-0.120831551410187,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.108190298946582,0,0.100629587532966,0,0,0.343209360022639,0,-0.0320545884377084,0,0,0,0,0,0,0,0,0,0,0,-0.0035225299804769,0,0,0,0,0,0,0,-0.0694138704872489,0.334228291731683,0,0.164867881510203,0.00527317318113923,0,0,0,0,-0.0769847603390246,0
X601939.CH.EQUITY,0.241313088596313,0,0,0,0.017215711873933,0,0,0,0,0,0,0,0,0.179858503270775,0,0,-4.33680868994202e-19,0,0,0.184849262578053,0.0698694840928103,0,0,0,0,0,0,0,0,0,0,0,0,0.0676679379466977,0,0,0,0,0.0645640201644262,0,0,0.124402337605632,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.350272841804063,0.0015274290781153,0.094704405398092,0,0,0,0,0,0.131136690934792,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.130054528300956,-0.051150207402743,0,0,0,0.117160254343856,0,0,0.232239081714471,0,0,0,0,0,0.127851670590601,0
X5.HK.EQUITY,0,-0.190246455413149,0,0.451886488093432,0,0,0,-0.0893164366850841,-0.0539563406159779,0,0.127728721164562,0,0,0,0,0.118246930013012,0,0.158712898508079,0,0.0247112755676182,0,0.459693320637578,0,-0.168900404832219,0,0,0,0,0,0,0,0,-0.0285712027462305,0,-0.175749123630524,0,0,0,0.0384723820042971,0,0,0,0.179834525469343,0,0,0,0,-0.234640958572419,0
X601988.CH.EQUITY,0,0,0,1.73472347597681e-18,0,0,0,0,0.0993686136091094,0.178220250024762,0.0671381485147693,0,0,0,0,0,0,0,0,0,0,0,0.567504708479223,0,0,0,0,0,0,0,0,-0.139598695000754,0,0,0,0,0,0,0,0,0,0.000338571264507852,0,0,0,0,0.0591541756213528,0,0
X600036.CH.EQUITY,-0.100094617197108,0.334873451210585,0,0,0,0,0,0,0,0,0,0,0,0.262275252380613,0,0,0,0,0.0762872653800672,0,0.0369294381441251,0.237917357604003,0,0,0,0,-0.0427012847922695,0,0,-0.00932851268230957,0,0,0.230543171619023,0,0,0,0.0253965289464008,0,0,0.0312208674372605,0.0631013886766002,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.150241773813851,0,0,0,0,0,0,0,-0.0356543198001363,0,0,0,-0.0799203196446598,0.205750102625249,0,0,0.125370799766832,0.234312329530199,0,0.188181325506558,0,-0.0701361395055513,0.171038366955783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170761939289293,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.275678341974188,0,0,0,0,0.139095114916619,0,0,0,0,0,0,0,0,0,0,-0.0236330846200265,0.11914179318498,0,0,0,0,0,0.029629867929802,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0448890971537547,0,0,0.103091343911993,0,0,0,0,0,0,0,0,0,0,0.244932705153979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475833296075358,0.225566993584342,0,0,0,0,0,0.17110608803356,0,-0.106911288040314,-0.0319125672388554,0,0,0,0,0,-0.071745300170502
