,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.0951058409112502,0,0.14128727092053,-3.46944695195361e-18,0,0,0,0,0,0,0.196755746433278,0,0,0,0,0,0,0,-0.0280008937347251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174655119918306,1.73472347597681e-18,0,0,0,0.149856350736931,0,0,0,0,0,0,0,0.0806081131017273,0.16201853339434,0,0
X601318.CH.EQUITY,-0.00628642795377683,0,-0.0900653433196267,0,0,0.0442295315880596,0,0,0.159090356354025,0,0.125827152836938,0,0.192066500994151,-0.0381300626006035,0,0.198633398211528,0,0,0,-0.0145120813746463,0,0,-0.0482285281546707,0,0,0,-0.0965839211590507,0,0,0,-0.0793946271129593,0,0,0.26830255125367,0,0,0,0,0,0.248781846510178,-0.249161465160385,0,0.25987140924142,0.196878208058746,0,0,0,0,0,0
X601939.CH.EQUITY,0.386912691957323,0,0,-6.93889390390723e-18,0,0.0835158404119971,0,-0.103524154561785,0,0,0,0,0,0,0.142296171473245,-0.0876664118229796,0,0,0,0,0,0,0.126505508369911,0,0.159642394739996,0,0,0,0,0,0,0,0,0,0,0,0,0.134221608420356,0,0,0.335869091182943,0,0,0,0,0,-0.017538046519336,0,0,0
X601288.CH.EQUITY,0.356937278045561,0,0.102262829593109,0,0,0.263420036028575,0,0,0,-0.02883271513634,0,0,0,0,0,0,0.150125113293813,0,0,0,-0.0387370457128472,0,0,0,-0.0177929442447704,0,0,0.0935231056845061,0,0,0,0,0,-0.0678630456498071,0,0,0,0,-6.93889390390723e-18,0,0.239367630202927,0,0,0,0,0,0,0.0831468839152137,0,0
X5.HK.EQUITY,0,-0.105993546210681,0.0740080859010848,0.201133348294183,0,0,0,-0.0717456702084496,0,0,0,0,0.350835713601864,0,0,0,0,0,0,0.00858046426373589,0,0.508407935502188,0,0,0,0,0,0,0,0,0.133385060111809,0,0.00982894634955164,0,0,0,0,0,0,0,0.0890193572539471,0,0,0,0,0,0,0,-0.13190984789403,0
X601988.CH.EQUITY,0.0898835719296506,0.0472799430514295,0.137862765710472,0.0425225953017975,0,0,0,0,0.145112440443638,0,0.158445528715188,0.0896017967070536,0,0,0,0,0,0,0,0,0,0.0141336084695198,0,0,0,0,0,0,0,0,0,0,0,0,0.260905813391818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.166860009821897,0,-0.0412871735774794,0.0259138879371985,-1.73472347597681e-18,0.334043216025557,0,0.255133750004631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302448446646653,0,0.0591342748498343,0.0429707391434873,0.0907600716357314,0,0,0,0,0,0,0,0.0749593264725391,0,0,0,0,0,0,0.0553578965603995,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0337386036864578,0,0,0,0,0,0,-0.0556246704437308,0,0.159722497101879,0.322424952551416,0,0,0,0,0.168996741326282,0,0,0,0,0,0.0870287613678321,0,0,0,0,0.00435412412573739,0,4.33680868994202e-19,0,0,0,0.0399756454535569,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0934073244885345,0.308592661534437,0,0,0.0915819366106748,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0111488964727846,0,0,0.0575265788523187,0,-0.167504537393243,0,0,0,0,0,0.195278004594478,0,0.027697186609986,-0.258205095343122,0,0,0,0,0,0,0,-0.0709042216983359,0,0,0.0284146432554426,0.0431255250923877,0,0,0,0.0785295365640641,0.0825623917332398,0,0
X601658.CH.Equity,0,0,0,0,0,0.254847298409608,0,0,0,0,0.102828866228472,-0.110607801899297,0,0,0,0,-0.216088722345574,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.477655389708314,0,0,0,0,0,0,0,0.564438999865859,0,0,0,-0.216389822644458,0,0.0586365323854626,0,0,0,0.310679173428863,0,-0.256046735199568,0,-0.41634696625451
X601166.CH.EQUITY,0,0,0.0799085992835165,0,0,0,0.442173296760961,0,0,0,0,0,0,0,0.0524379337517425,0,0,0,0,0,-0.0304865962014042,0,0,0,0,0,0,0.129127205847253,0.284608603590408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230293197899604,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.0665730158402025,0.0219711244903405,0,0,0,0,0,0.554394611180092,0,0,0,0,0,0,0,0,0,0.194180641702569,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.053028881313785,0,0,0.0684967573211521,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.102055975563098,0,0,0,0,0.151796359365339,-0.041708668073523,0,0,0,0.392405369438146,0,0,0.08434012974826,-0.0710320184953653,0,0,0,0,0,-0.0125612007170016,0,0,-0.0804134959181592,0,0,0,0.110086535352358,0,0,0,0,0,0,0,0,0,0,0,0,0.0777653485033741,0,0.0408246126220699,0,0.028399076430315,0.135820323787852,0,0,0
X000002.CH.EQUITY,0.0398766922000641,0,0,0,0,0,-0.0804874584846543,0,0,0,0,0,0,0,0,0,0.135928747049234,0,0,0.0277136531286587,0.0706645729457409,0,0,0,0,0,0,0,0,0,0.578578642868999,0,0,0,0,0,0.0475062007631635,0,0,0,-0.062082566121235,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.0873856298333907,0,0,0,0.308672366655021,0,0,0,0,0,0,0,0,0,0.259847620649737,0,0,0,0,0,0,0,0,0,0.159818101962765,0,0.145650488993189,0,0,0,0,0.0410821565307841,-0.18764836174343,0,0,0,-0.0498857150069151,0,0,-0.0416166077641949,0,0.0905815415474343,0,0,0.17213723330948,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.199159590359604,0.277756286339151,0,0.251089738635018,0,0,0,0,0,0,0,0,0,0,0.000910914032329273,0,0,0.147862464209898,0,0,0.00721229017363972,0,0.132146984276334,0,0,0,0,0,0,0.115939091299825,0,0,0,0.113767936364538,0.02110614015152,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.0940895571989226,0.159476595975508,0,0,0,0.190401404590299,0.0458353860820957,0,0,0,0,0,0,0.056336662500229,0,0,-0.0793225375729031,0.0451529185213007,0,0.0808124579593768,0,0,0,0.113262422610017,0,0.179671509599959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.217442260137593,0,0,0,0,0,-0.104055892963814,0,0,0,0,0,0,0,0,0,0.0379728318130478,0,0,0,0,0,0.319918782864819,0,0,0,0,0,0.254159693945719,0,-0.0659463536201008,0.154736200003115,0,0,0,0,0,0,0,0.0292357087894942,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.199872033261635,0,0,0,0,0,0,-0.142330412596946,0,0,0,0,0,0,0,0,0,0,0.000260210457134304,-0.206416633801733,0,0.0233557352303474,0.118967176305223,0,0,0.592889415054523,0,0,-0.00433131605022753,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0.414702703973209,0,-0.434479653305831,0,0,0.0576179366696035,0,0,0,0,0.252754690293646,0,0,0,0.131418424976205,0,0,0,0,0,0,0,0,0.14604605662631,0.383805341552528,0,0,0,0,0,0,0,0,0,0,-0.224164719775505,0,0,0.257625502933902,0,-0.0473350081669714,0,0,0,0,0,0
X600030.CH.EQUITY,0,0.0166094015954991,0,0,0,0,0,0,0,0,0,0,0,0.00910379818924836,0,0.0756296768426184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827563450420563,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0690413897112175,0,0,0,0.029240830290467,0.321451247884863
X11.HK.EQUITY,0,0,0,0,0.150307424782009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761382592212427,0,0,0,0,0,0.496718704060026,-0.061132096430151,0,0,0,-0.11120365780988,0,0.309828728083233,0,-0.0465642184482865,0,0,0,0.217825444945969,0,-0.0316224445883873,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0503416909992501,0.112587997633809,0,-8.67361737988404e-19,0,0,0,0,-0.0375477627889628,0,0,0,0.384701381383481,-0.0284775672881362,0,0,-0.0651927468854102,0,0,0,0,0,0,0,0,0.120116240915944,0,-0.0413735323608852,0.0748071185387855,0,0,-0.0579434595044065,0,0,0.23900935030763,0,0,0,0
X600016.CH.EQUITY,0,0.027111946469169,0,0,0,0,0,0,0,0.0273497755860544,0.143959005888625,0.263107508591105,0,0,0,0,-0.0346180967428089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600014036013154,0,0,0,0,0.0656553138928371,0,0.116489396357196,0,0,0,0,0.19951952558996,0.304617554198569,0,0,0
X267.HK.EQUITY,0,0,0.0829702464538764,0,0.129859183332935,0,0,0,0.0421101983252036,0,0,0,0,0,0.123132280404947,0,0,0,-0.0925375355964442,0.00804519944409653,0,0.202462842717817,0,0,0,0.294518098881046,0,0.259949390846411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924784816939337,0,-0.0414704727166325,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.19542326981449,0,-0.04967788199938,0,0,0,0,0,0,0.0104364755997905,0.0184852149612488,0,3.46944695195361e-18,-0.0258367709975954,0.412135498224554,0,0,0,0,0,0,0,0,0.113511828169878,0.266802940182543,0,-0.0149043653400814,0,0,0,0,0,-0.0728198264879883,0,0.107008327012305,0,0,0,0.0244898868804831,0,0.0342823231610785,0,0
X1109.HK.EQUITY,-0.170726097300607,0,0,0,0,0,0,0,0,-0.243782624030309,0,0,0,0,0.120683432290285,0.188857281030703,0,0,0,0.0395329155135218,0,0,0,0,0,0,0,0.52697250408748,0,0,0,0,-0.18640267504429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0.00875304057652973,0,0.218786507458561,0,0.235392241303911,0,0,0,0,-0.0551018836254364,0.0128352234887286,0,0,0,0,0,0.0807826071063258,0,0,0,0,0.0977789767190291,0,0.506898055816701,0,0,0,0,0,0.0729693726124011,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0842683534277707,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,-0.106175334640936,0,0,0,0,0,0.38638149766783,0,-0.0146022052417242,-0.0770383479597953,0,0,0,0,0.0471414784194415,0,0,0,0,0,0,0,0.0918386517551465,0,-0.0135041269494759,0,-0.0795689908246416,0,0.0595046864752739,0,0,0,0,-0.0926504533677321,0,0,0,0.422637950834663,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.0725876720345161,-0.0365690845196296,0,0,0,0,0,0.00289364887471306,0,0,0,0,0.296073187825974,0,0,0,0.0297104652164564,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.11143383333879,0,0,0,-0.166286566470359,0,0,0,0,0,0,0,0,0,0.549702994968034,0.0283058066284739
X600048.CH.EQUITY,0,0,0,0,0.327363660563928,0,0,0,-0.215875067785981,0,0,0,0,0.23062301324358,0,0,0,0.0114883852643487,0,0,0,0,0,0.0381113612166504,-0.196713113506202,0,0,0,0,0,0,0,0,0,0,0,0.10770310956762,0,0,0,0,-0.0335611510177119,0,0,0,0,0,0,0,0
X1113.HK.EQUITY,0,0,0,0,0.0147471200351298,0,0,0.0613624004562761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381760783705891,0,0,0,0,0.118101519829867,0,-0.279877143167004,0.108919664423271,0.551519506655495,0,0,0,0,0.139431390499791,0,0
X601688.CH.EQUITY,0,0,0,-0.0413624400721014,0,0,0.152847360298097,0,-0.244825371613472,0,0,0,0,0,0,0,-0.0972417231203802,0,0,0.0827592305425369,0.538209374897939,0.00156790044621568,-0.511427884352211,0,0,0,0,0,0,0.0938692791892517,0,0,0,0,0,0.248208084277551,0.143755974562248,1.38777878078145e-17,0,0,-0.0366052517852419,0.0961740205875514,0,0,0,0,0,0,3.46944695195361e-18,0.117956209360445
X002142.CH.EQUITY,0,0.235809099874188,0,0,0,0,0.190439826548674,0,0,0,0,0,0,0,0.402004872999907,0,0,0,0,0,0,0,0,0,0,-0.0736453929260714,0,-0.0144832933508698,0,0,0,0.0257508039126029,0,0,0,0,-0.189378373052575,0,0,0.354071046708028,0,-0.0428630767293699,0,0,0,-0.125828291273463,-0.192279072964689,0,0.0681278376705873,0
X12.HK.EQUITY,0,0,0.236468250809412,0,0,0,0,0.1747000211331,0,0,0,0,0,0,0,0,0,0.363532535453277,0,0.100046503585652,0,0,0,0,0.0125763104902913,0,0,0,0,0,0,0,0.0861768582886636,0,0,0,0,0.0176537876415389,0.240906225943405,0,0.150123679929808,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0.060034782664069,0,0.0729512575402026,0,0,0,0,0,0.026586544798449,0,0,0.00420042144283284,0,0,0,0,0.104580686438505,0,0,0,0,0,0,0,0,0.251337442936557,0,0,0,0,0,0,0,0.135528263586647,0,0,0.0393776865851283,-1.73472347597681e-18,0,0.466569628531586,0,0,0
X001979.CH.EQUITY,0,0,0,0,-0.00596056521764716,0,0,0,-0.00985743100777741,0,0,0,0,0.297793841772371,0.0706501687157306,0,0,0,0.0402793320709115,0,0,-0.0102010412103395,0.306614280639811,0,0,-0.122230309932054,0,0.12571508336423,0,0,0,0,0,0,0,0,0,0,0,0.0230749594915971,0,0,-0.00618365764603296,0,0,-6.93889390390723e-18,0.167104094775947,0,0,0.202241052490084
X600837.CH.EQUITY,0,0,0.0922076701654031,0,0,0.0698264430521204,0,0,0,-0.0318215263480759,0,0,0,-0.0357728187914134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085326464350295,0,0.00546620129524317,0.555179475034161,0,0,0,0,0.176222552673084,0,0,0,0,0,0,0,0,0.124683049048788
X823.HK.EQUITY,0.0226126825702757,0,0,0,0,0,0,0,-0.063183536345556,-0.0141877124194471,0,0,0,0.00962375000755191,0,0,0,0,0,-0.191073961911265,0,0.480666506864908,-0.282981271988096,0,0,0,0,0,0,0,0,0,0,0,0.14573637708747,0,0,0,0,0.144365406049379,0,0,0.164854669297695,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,-0.0739636477703373,-0.0738918246962642,0,0,0,-0.188340749638615,0,0,0,0,0,0,0.127970502210185,0,0,0.376574711602464,0,0,-0.0519877537198403,0,0,0,0,0,0,0.185157875678179,0,0.0564861762479791,0,0,0,-0.0363291171756073,0,0,0,0,0,0,0,0,0,0,0.311548015497885,0,0.0574390714596475,0.112875835794839,0
X601229.CH.EQUITY,0.157321542200258,0,0.346574078746961,0.0855620380399525,0.0415704342272564,0,0,0,0,0,0,0,0,0.00550884805683501,0,0.0640594659275586,0,0,0,0,0,0,0,0,0,0,0.0281705040744928,0,0,0,0,-0.136502602781195,0,0,0,0.0263243089614957,0,0,0,0,0,-0.0724726461919479,0.0641928783265161,0,0,0,0,0,0.543499430520938,0
X2882.TT.EQUITY,0,0,0,0,0,-0.0159659884684458,0,0.050290571497696,0.0393801892693469,0,0,0,0,0.0146056666091087,0,0.139249511088101,0,-0.114257844766993,0,0.0955321404633795,0,-0.0235377452642846,0,0,0,0,0,0,0,0,0,0.230366582308196,0,-0.0574299627922319,0,0,-0.0194113390933716,0,-0.0458419316500269,0,0,0,0,0,0,0,0,0.31633598786386,0,0
X1997.HK.EQUITY,0,0.0032239837650222,0.0395023841885111,0,0,0,0,0,0,0.084738126168704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125470339010465,0,0,0,0,0,-0.0462809201497953,0.295337391852084,0,0,0.441149446243825,-0.0304579904226319,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.053557076042632,0,0,0,0.0576006865374065,0,0,0,0,0,0.214914033825342,0.240247288753203,0,0,0.244921612603915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258703317330766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378053416278604,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0.0149677410202355,0,0,0,0,0,0,0,0,0,0,0,0,0.0880323997696116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448046895293,0.0101223420554475,0,0,0.123640828902526,0,0,0.116883500387716,0,0,0.485443892105063
