,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.292283745366643,0.0283746484950384,0,0,0,0.461511154823971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100392032161816,0.0411591457473647,0,0,0,0,0,0,0,0,0,0,0.0789979250945919,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.106895294503957,0.0464612334700961,0,0.172937000451427,0,0,0.169357069543618,0,0,0,0.0846640577467688,0,0.118207289904688,0,0,0,0,0,0.263653170526232,0,0,0,0,0,0,0,0.133801821939317,0,0.111251555413671,0,0.00196649695670762,0,0,0,0.00639689384624159,-1.73472347597681e-18,0,0,0.0430988506182292,0,-0.150748525664135,0,0,0.0638235642248059,0,0,0,0
X601939.CH.EQUITY,0.507619604669334,0.168844602643806,0,0,0,0,0.0168703084867426,0,0,0,0,0.0228979078652566,0,0,0,0,0.083728934655055,0,0,0,0,-0.132364031927899,0,0,0,0,0,0,0.203029984543226,0,0,0,0.15508238870277,0,0,0,0,0,0,-0.120995888026845,0,0,0,0,0,0,0,0,0,0.148489299235147
X600036.CH.EQUITY,0,0,0,0,0,0.151987661489644,0,0.0659361259447179,0,0,0,-0.125299490185439,0.170357455826962,0,0,0.0779029192616113,0,0,0,0,0,0,0,0,0,0.0830591769000919,0.173425497261958,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.113081599081317,0,0,0.0395288459391809,0,0,0,0,0,0,0,0.405171147065332
X601288.CH.EQUITY,0,0,0,0,0,0,0.00890730663697459,0.556957783669704,0,0,-0.0882427292203269,0.0438922875520255,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0804675755436195,0.0756395509502537,0,0,0.0807639723282166,0,0,0.106322803395719,0,0,0,0.0564008614686579,0,0,0,0,0,0,0,0,0,0,0,0,0.06190567661987,0,0,0,0
X1299.HK.EQUITY,0,0,-0.227215478004568,0.0218986617543669,0,0,0,0,0,0,0.122805257830619,0,0,0,0,0,0,0,0,0,0,0,0.107099100786663,0,0,0,0,0,0,0,0,0,0.197476908784311,0,0,0,0,0,0.0575141072511337,0.173850473309264,0.0964128573510564,0,0.305767493277282,0,0,0,0.28060135734302,0,0,0
X601628.CH.EQUITY,0.113491255614247,0,0,0,0,0.0346120036568255,0,0,0,0,0,0,-0.0392838614884115,0,0,-0.241691142931579,0,0,0,0,-0.0727183986043878,0.234676732515278,0,0,0,0,-0.125119670319388,0,0,0,0,0,0,0.636164195574846,0,-0.00598745944808107,0,0,0,0,0,0,-0.0204372471093863,0,0.163199596973898,0,0,0,-0.0671992089631516,0
X601988.CH.EQUITY,0.075526033775421,0,0.0945005014323546,0,0.35570116724807,0,0,0,0,0,0,0,0.211366472410668,0,0,0,0.144127327926175,0,0.00638827730786885,0,0,0,0.00637101667401471,0,0,0.0196746609438573,0,0,0,0,0.126952747756263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.123670364285827,0,0,0,0,0,0,0,0,0,0,0.00283162535891681,-0.0947143214059891,0,0,0,0,0,0,0.234280697848676,0,0.189720223981718,0.140620832319286,0,0,0,0,0,0,0,0,0.0603593282310188,0,0,0,0,0,0.198124693212607,0.0625154264548954,0,-0.0629006053025488,0.259312007392023,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0334227657567812,0,0,0,0,0,0,0.0139256126554941,0.0841995069305816,0.209476796116323,0,0,0.124677226427667,0,0,0,0,0,0,0,0,0,0,0.184060668995371,0,0.326246155227975,0.0390281840073292,0,0,0,0.0413332623637956,0,0,0,0,0,0.0164926051867522,0,0,0,0,0,0,-0.0222767917038136,-0.00148710080409551,0,0
X388.HK.EQUITY,0,0,0,-0.312424575616992,0,0.278072938908365,-0.0122281566702098,0,0,0,0,0,0.0277809077965031,0,0,0,0,0,0,-0.0853666256376001,0,0.401949908989229,0,0,0,0,0,0.0320461769792554,0,-1.73472347597681e-18,0,0,-0.181268072174873,0,0,0,0,0,0,0.124311464501742,0,0.115061218136055,0,0,0,0,0.0838035695648019,0,0,0
X601658.CH.Equity,0,0,0,0,0.218817163195016,-0.0669367892950214,0,0.20629398984268,0,0.266425155132465,0,0,0.0828831829105946,0,0,0.0182072002491622,0.485021159007068,0,0,0,0,0.316239055371411,0,0,0,0,0,0,0,0,0,-0.320197303590605,0,0,0,0,0,0,0,0.00917856589495892,0,0,0,0,0,0,0,0,0,-0.35249456706627
X000001.CH.EQUITY,0,0.0245673237711815,0,0.0834124343934544,0,0,0,0.190868524303838,0,0.497719029551341,0.0279941539061375,0,0,0,0,0,0,0,0,0,0.0674930783615477,0,0.147040990830155,0,0,0,0.363458295816144,0,0,0,0,0,-0.290345359312141,0,0,0,0,-0.0516417728475505,0,0,0,0,0,0,0,-0.0458478591002156,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.030865530869156,-0.0158825411241132,0,0,0,0,0,0,0.302009887422874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409708144896194,0.0521421730960469,0.20180892771045,0.225642676527644,0,0,0,0,0,0,0.226338822800081,0.0180702473013096,0,0,0.056023312051459,0,0
X601601.CH.EQUITY,0,1.73472347597681e-18,0,0,0,0,0,0,0.157604038487096,0,-0.0855409054974838,0,0.403618654804771,0,0,0,0,0.104095295342877,0,0,0.166305307958208,0,0,0,0,0,0,0,0,0,-0.0464367406794181,0,0,0,0,0,0,0,0,0,0.0263938298095973,0,0,0,0.0107149511884851,0,0,0.170835569415703,0,0
X000002.CH.EQUITY,0,-0.089591545522261,0,0.0811224475379447,0,0,0,0,0,0,-0.0496951647828231,0.0785118887568055,0,0,0,0,0,0,0,0,0,0,0.0240694641117117,0,-0.0826191553272173,0.274976475357506,0,0.520996270103763,0,0,0.0450244612672928,0,0,0,0,0,0,0,0,0,0,-0.0299239806979877,0,0.0954319924781694,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.140711596918222,0,0,0,0,0,0.29141738457225,0,0,0,0,0,0,0.127408535783229,0,0,0,0,0,0,0,0,0,0,0,0,0.149640790821966,0,0.0199179651560699,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0246978810420996,0,0.186019551738357,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.448199194276101,0,0,0,0,0,0,0,0,0.0868077718875062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0506762193530289,-0.200728675184641,0,0,0,0,0,0,0,0,0,0.658677604120978,-0.0149826928006295,0,-0.166213813436371,0,0,0,0,0,-0.0825347657416797,-0.0244917031096178,0,0.32460535413478,0,0,0.0206840892782828,0,0,0,0,0,0.00215882169553002,0,0,-0.0771667246029346,0,0,0,0.235358879132815,0,0,0.0151449406191323,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.0840877514837924,0,0,0,0,0,-0.0471339425894266,0,0,0,0,0,0,0,0,0,0,0,0.0625981966073848,0.14231719429289,0,0,0,0,0.248404365566949,0,0,0,0,0,0,0,0,0,0,0.289487810859919,0,0.164734142257717,0,0.0288789078686558,-0.0375660451967993,-0.476227344083188,0.0558069354581754,-0.228329474209609,0
X601319.CH.EQUITY,0,0,0.0815294128342465,0,0,0,0,0,0,0,0,0,0.269007038816023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718115422981539,0.204559209588793,0,0,0,0,0,-0.0259236285963758,0,0,0,0.102462053102164,0.255197795184451,0,0,0,0.157311411402364,0
X300059.CH.EQUITY,0,0.144107462689646,0,0,0,0,0.0356591686209948,0,0,0,0.0871733744219858,0.0645583067368604,0.0254886780625287,0,0,-0.0392145244521726,0,0,0.224034385369401,0,0,0,-0.102381681993223,0,-0.144733737225215,0,0,0,0,0.0282714477419518,0,0,0,0,0,0,0,0,0.0386666658284421,0,0,0,0,0.367285334675053,0,3.46944695195361e-18,0.302079270533338,0,0.0445631811726572,0
X11.HK.EQUITY,0,0,0,0,0.065052805694184,0,0.0199198052147177,0.048029206207928,0.591802497050707,0,0.0756660223448933,0,0,0,0,0,0,0,0,0,0,0,0,0.290780898803955,0,0,0,0,0,0,0,0,0.160113740477015,0,0,0,0,0.0999057575576469,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.199320702222697,0,0,0,0,0,0,-0.192627012341182,0.0267336427792927,0,0,0.420023977330596,0,0,0,0,0,0,0,0,0,0,-0.137782858322631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399088132488239,0,0.0604314546787296
X600016.CH.EQUITY,0,0,0.0459878451763818,0,0,0,0.0696737729336212,0,0,0,0,0,0,0,0,0,0.159934458407621,0,0,0.0377201248618674,0,0,-0.165482728969147,0,0,0,0,0.100606111612316,0,0,0.108629070306744,0,0,0,0.540945310904618,0,0,0,0,0,0,0,0,-0.362386869648875,0,8.67361737988404e-19,0,0.107809559050178,0,0.292185253821484
X601998.CH.EQUITY,0.0491173113438989,0,0,0,0.287803354601072,0.223196350923501,0,0.0810279076149095,0,-0.149301658491248,0,0,0,0,0,0.187579593831579,0,0.121043973765873,0.0322105216394644,0,0,0,0,0,0,0,0,0,0.353604096846762,0,0,0,0,0,0,0.078986123628692,0,0,0.00637895503825388,0,-0.0111615389667506,0,0,0,0,0.0850527712504769,0,-0.188077266070626,0,0
X002142.CH.EQUITY,0,0,0,0.136904854579816,0,-0.0228853306620641,0.0249833814747158,0,0,0.15435171919509,0,0,0.0396429472506025,0,0,0,0,0,0,0,0,0,0.0667452773393361,0,0,0,0,0,0,-0.0181030742729885,0,0.107090077752222,0,0.255366713931979,0,0,0.0920855830113884,0,0,0,-0.0933064295747372,0,-0.0288453732991271,0,0,0,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.122015809493424,0,0,0,0,0.554962483429395,0,0.0826475296880774,-0.152666740925645,-0.074653304695523,0,0,0,0,0.0717370697568797,0,0.0727464419333222,0,-0.0152200667190051,0,0,0,0,0.087999101116343,0,-0.0558320609263531,0,0.222653903317343,0,0,0,0,0,0,0,0,0,0.258697912020189,0,0
