,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0.133825514310853,0,0.17160669176359,0,0,0,0,0,0,0,0.329221735384616,0,0,0,0,-3.46944695195361e-18,0,0,-0.161459225693461,0,0,0,0,0,0.0925651185930284,0,0,0,0,0,0,0,0,0.0586692215326848,0,0.179214744915794,0,0,0,0,0,0,0,0,0,0,0.134071978659967,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0956244733313099,0,0,0.164694650153352,0,0,0,0.213458313943565,-0.0695817555203194,0,0.251365404935263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104575682939536,0,0,0,0.226116668343326,0,0,0,0,0.220250639052371,-0.255058980709476,0,0.174773883821128,0.096905967596718,0,0,0,0,0,0
X601939.CH.EQUITY,0.626776907276946,0,0,0,0.0224822859608296,0,0,-0.033606428980196,0,0,0.172647223062286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000363639002775503,0,0,0,0,0.0324298747136097,0,0,0.277235114264952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.276608105121142,0,0.0552629014965806,0,0,0.369821222405941,0,0,0,0,0.121301038841382,0,0,0,0,0,0,0.0965639804133914,0,0,0.0301527485787984,-0.0538916409140542,0,0,0,-0.0601874115887037,0,0,0,0,0,0,0,0,-0.126025508047441,0,0,0,0,0,0.205208177660396,0,0,0,0,0,0,0.0866713246003231,0,0
X5.HK.EQUITY,0,0,0,0.149066287362166,0,0,0,0,0,0,0,0.24222452842357,0,0,0,0,0,0,0,0,0.424181011973264,0,0,0,0,0,0,0,0,0,0.285683235088756,-0.0446714806024016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170883101671758
X601988.CH.EQUITY,0.225876119432617,0.0686854901150716,0.214590425727301,0,0,0,0,0,0.16159128928455,0,1.38777878078145e-17,0.0871198902637521,0,-0.178840830706206,0,0,0,0,0,0,0.0776814491815024,0,0,0,0,0.0562333681833321,0,0,0,0,0,0,0,0.0877150026974033,0,0,0.0143586883364552,0,0,0.0615710282271123,0,0,0,0.0938688152752819,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.20298720012759,0,-0.03293983949202,0.0316310347434132,0,0.236893505108668,0,0.278557413103907,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463582942620635,0,0.0820960106035995,0.0347877302696246,0,0.0954267508179271,0,-0.000725328526257767,0,0.0343566061937669,0,0,0,0,0,0,0,0,0,0,0.00133558457464367
X1299.HK.EQUITY,0,0,0,0,0,0,0.106381584633165,0,0,0,0.112570899106013,0,0,-0.11214735943614,0,0.0234792116237869,0,0.236123630000571,0,0,0.0263505320367671,0,0,0,0.0471563425229183,0.0658707205704627,0.0910003936299857,0,0,0,0,0,0.0121298200382643,0.212872827252044,0,0.0313594255006912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.144397027954155,0.193080345479382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00533505153973927,-0.105750133509448,0,0,0,0,0,0.232057695747204,0,0.0177415136757262,0,-0.124255616000338,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.104203609872244,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.132805943574155,-0.334008822122368,0,0,0,0,0,0,0,0,0,0,0.409800399892279,0,0,0,0.113339372628409,0,0,0,0,0,0,0,0.0689143320777793,0,0,0,0,-0.619028947991565,0.120365979799274,0,0,0,0,0,0.765591855251843,-0.0490777575733613,-0.289991138637339,0
X601166.CH.EQUITY,0,0,0.0356417869764728,0,0,0,0.464387176305031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00458279817057699,0,0,0,0.114155712516196,0,0,0.280003238585765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176422808074742,0,0,0
X601328.CH.EQUITY,0,0,0.1378732310943,0.0170904151936903,0,0,0.0608280181354624,0,0,0,0,0,0.48568122773531,0,0,0,0,0,0,0,0,0,0,0,0,-0.0589890893894049,0,0,0,0,0,0,0.0401428972721064,0.105359039965482,0,0,0,0,0,0.0270498585341417,0,0,0,0,0,0,0,0,0,0.0212659863096126
X600000.CH.EQUITY,0,0.124179979450595,0,0,0.0410941540258245,0,0.263351301460717,-0.0922842613968874,0,0,0,0.325924967495159,0,0,0.0635717203930445,0,0,0,0,0,0,0,0,0,0,-0.0281047351544252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201646240409586,0,0,0.10970304723604,0,0.279306740268962,0,0,0
X000002.CH.EQUITY,0.0962038267772866,0.0642538937371834,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0293892735289374,0,0,0,0,-0.10428296016027,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.471060418825968,0.114729174718109,0,0,0,0,0,0.276489977531728,0,0,0,0,0,0,-0.134061588316911,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,-0.0211796231912511,0,0,0.271452736156187,0,-0.150930528298674,0,0,0,0,0,0,0,0,0.0523920931697937,0.14389841210464,-0.036085532916236,0,0,0,0.254304970906783,0,0,0,0.177818057067277,0.278200812152472,0,0,0,0,0,0.316398209370424,0,-0.149733621825251,0,0,-0.048373959019746,0,0,0,0,0.167360491007267,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.0860751829720542,0.295724856827951,0,0.266659120971658,0,0,0,0.0312225324619605,0,0,0,0,0,0,0,0,0,0,0.140279419056513,0.0941865388417177,0.127557683050556,0,0.129193766818936,0,-0.0484514334987241,0,6.93889390390723e-18,0,0.0574627994267097,0,0.0567409868837919,0,0,0.0958221179373859,0.0185852025777515,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0628006919328982,0,0,0,0,0,-0.130043412092006,-0.0315228370272652,0,0,0,0,0,0,0.0546453539798674,0,0,0,0,0,0,0.341116536769197,0,0,0,0,0,0,0.203945631137776,0,0.0974374088643951,-0.0192494736297845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0343014730533421,0.0376754622937983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569556777445869,0,0.00642269965337903,0.0443367892450892,0,0,0,0.0532616578262213,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328625174595152,0.21682035945114,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.114667023699548,0,0,0,0.100064283040697,-0.0810699462444535,-0.135715421416415,0,0,0.160622014773978,0,0.473848061183599,0,0,-0.0141704450284025,0,0,0.0546917827106989,0,0,0,0
X688.HK.EQUITY,0,0,0,0.245940479591239,0,-0.405158032718272,0,0,0.062198932702191,0,0,0,0,0.100405712010151,0,0,0.238983237454083,0,0,0,0,0,0,0,0,0,0.547910386592436,0,0,0.196700706549834,0.0235008893263459,0,0,0,0,0,-0.177853600922064,0,0,0,0,0.176095645807694,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0.0478769015639265,0,0.0386840764932171,0.0786948381205279,0,0,0.00601691690851259,0,0,0,0,0,0,0,0,0,0.141192508242447,0,0,0,0,0,0,0.448442210693148,0,0,0,0,0,0,0.0106459301687511,0,0,0,0,0.115814420762896,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00835093860707991,0.0328244133582087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121139418508908,0,-3.46944695195361e-18,0,0,0,0.0964091913252507,-6.93889390390723e-18,0,0,0.332267507092612,0.064500596076751
X600016.CH.EQUITY,0,0.0392589200863247,0,0,0,0,0,0,0.0529796888139513,0.0653416971896241,0,0.474647039913615,0.178306639394697,0,0,0,0,-0.186706440192677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161575338618038,0,0,0,0,0,0,0.111214353873098,0,0,0,0.171319631700397,0,0.172888703847598,0,0,0
X601998.CH.EQUITY,0,0,0,-0.00448410508522,0,0,0,0,0,0,0,0,0.146817753782331,0,0,0,0,0,0,-0.0460800606241922,0,0,0.433753095355141,0,0,-0.0340683671373297,-0.0612353604822685,0,0,0,0,0,0,0,0,0,0,0.096102779556807,0,0.114388073450041,0,0,-0.111584917795664,0,0,0,0.230006075773294,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.169424245540349,0,0,0,0,0,0,0,4.33680868994202e-19,0.178682733154744,4.33680868994202e-19,0,0.0187504899455667,0.32870656566062,0,0,0,0,0,0,0,0,0,0,0.0698466305060108,0,0,0,0,0,0,0,0,0,0.149851168760137,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.0774228847623198,0,0,0,0,0,0,0,0,0.00914091489783091,0,-0.0484562914511133,0,0,0,0,0,0,0.387039486842351,0,0.380813993524557,0,0.02578314183817,0,0,0.0461885517690958,0,0,0,0,0.0635541566959492,0,0,0,-0.107922540223627,0,0.110390521455268,0,0,0,0,0,0,-0.0219232127692932
X2007.HK.EQUITY,0,-0.0948704918681119,0,0,0.0652704942210133,0.186167369724835,0,0.288496634271978,0,0.0407864541457618,0,0,0,0,0,0,0,0,0,0.113021132002344,0,0,0,0,0,0.0260068962359213,0,0.568578086889302,0,0,0,0,0.0841862162203876,0,0,0,0,0.00862033918603382,0,0,0,0,0,0,0,0,0,0,0,0
X1109.HK.EQUITY,-0.203454561718863,0,0,0,-0.0355633795010632,0,0,0,0,-0.219257244651655,0,0,0,0,0.317059150442914,0.139745383624178,0,0,0,0.0949529132584216,0,0,0,-0.04836526404242,-0.19059915329989,0,0.709695533161658,0,0,0,0,0,-0.372742141623959,0,0,0,0,0,0,-0.0279270448470408,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,3.46944695195361e-18,0,0,-0.134431398478768,0,0.00141572118426776,0,0,0,0.464314807042378,0,-0.1010592228671,-0.0239216982022289,0,0,0,0,0,0.072858217303092,0,0,0,0,0,0,0.0949612217589415,0,0,-0.0775941930206888,0,0,0,0.057178043779156,0,0,0,-0.131269388347554,0,0,0,0,0.467706000932279,0,0,0
