,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.488859340712479,0.124109976423278,0,0,0,0,0,0.0970776363143655,-0.0769457743404445,0.116177648200843,0,0,-0.0792287997961283,0,0,0,0,0,0,0,0,0,-0.034221078574147,0,0,0,0,0,0,0,0,0,0,0,0,0.0274118660016654,0,0,0,0,0,0,0,0,0,0.0910292170506234,0.07707137223363,0,0
X601939.CH.EQUITY,0.534116409128474,0,0,0.146521731216303,0,0,-0.111183758360439,0,0,0.0159227432469038,5.42101086242752e-20,0,0,0.321533271940817,-0.0372209252239007,0,0,0,0,0,0,-0.122775485724227,0,0,-0.0173796202059767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889761668718425,0,0
X601318.CH.EQUITY,-6.93889390390723e-18,0,0,0,0.222440519543373,0,0,0,0,0,0,0,0,0,0.0400735707717959,0,0,0,0,0,0,0.19051265813898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252185229962493,0,0,0,0,0,0.205511854567414,0,0.00553478969639458,0,0,0,0,0.0812477112586102
X601288.CH.EQUITY,0.372215053818656,0,0,0,0.21508213439743,0,0,0,0,0,0,0,0,0.145797292472282,0,0,0,0,0,0.0914121697416709,0.031266844920715,0,0,0,0,0,0,0,0,0,0,0,0,0.0830483280221847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00472441516965252
X601988.CH.EQUITY,0,0,0,0.500482226741473,0,0,0,0,0,0.216706565540001,0,0,0,0,0,0.327167128388007,0,0.0761087557000668,0,0,0.0173797764097189,0,0,0,0,0,0,0.0214936030834709,0,0,0,0,0,0,0,0,0,-0.565598732594118,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.278306881739015,0,0,0,0,0,0.0920471572914925,0,0,0,0,0,0.010109100291883,0,0,0,0,0,0.186830516613045,0.043359883303614,0,0.0906640809771811,0,0,0,0.0161002123754662,0,0,0,0,0.172107556949033,0,0,0,0,0.105900461068457,0,0.0157206530069885,0
X1299.HK.EQUITY,0.0879311659405257,0,0,0,0,0,0,0,0.186131188979082,0,0,0,0,0.0940042623848194,0,0,0.056909690423542,0,0,0,0,0,0.0112353308526504,0,0,0,0,0,0.250940404648485,0,0,0.101228511515739,0,0,0,0.0487213306022222,0,0,0,0,0,0,0,0.0253880602574126,0,0,0.0642969055803976,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.232602588049549,0.0370809527399239,-0.140538701521262,0,0,-0.227304485050932,0,0,0,0,-0.351006249346884,0.457290720611056,0,0,0.753114431259789,0,0,0,0,0,0,0,0,0,0,0,0.391437231839928,0,0,0,0,-0.325381890989365,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,-0.0307380923383163,0,0,0,0,0,0,0,0,0,0,0.0445116232119173,0,0,0.0888949516790018,0.105346135567824,0,0,0.105785333349518,0,0,0,0.249081124353353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610773625217769,0,0,0,0,0.311132076753879,0.0383463040949781,0
X601658.CH.Equity,0,0,0,0.177039236804188,0.0576420834384679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.111051905554893,0.282019633860633,0,0,0,0,0,0,0,0,0,0.060169721187818,0,0,0,0,0,0,0,0,0.336641963271382,0,0
