,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0.169726725592981,0,0,0.285373731399893,0,0,-0.0728953354929743,0,0.164477633951622,0,0,0,0,-0.0311613195232432,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.115285666556174,-0.0920134335187352,0,0,0,0,0,0,0,0,0,0.0573271771411658,0,0,0,0,0,0,-0.0747569365600654,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.18000142995316,0,0.0732413944568873,0,0.290058052657564,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0793646784990803,0,0,0,0,0,0,-0.274097058197156,0.251498312350884,0,0.0011227934167013,0.208416808860446,0,0,0,0,0,0
X601939.CH.EQUITY,0.457099581586128,0,0,0.0459269568236012,0.104472005522667,0,0,0,0.0419618161990709,0,0,0,0,0.154011481759017,0,0,0,0,0,0.028322075985485,0.132404955982815,0.0132942231733625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30824922596258,0,0,0,-3.46944695195361e-18,0,0,-0.14186716918473,0,0,-1.73472347597681e-18
X601288.CH.EQUITY,0.350675954874791,0.0148142694802064,0.127110305639177,0,0.102756115388783,0.106571592309395,0,0,0.100220896128225,0,0,0,0,0,0,0,0,0,0,0,0.0490137464736396,0,-0.0204014703014214,0,0,0,0,0,0,0,0,0,0,0.0566021262636032,0,-0.06916954004141,0,0.181195360562207,0.127959325936144,0.0468702099365919,0,0,0.0278129937157683,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.175660687345678,0,0.470072664767406,0,0,0,-0.169852217795393,0,0,0,0,0,0,0,0,0,0,0,0.0805650757800655,0,0.524863455246266,0,0,0,-0.0845275678253233,0,0,0,0,0,0,0,0,0,-0.159909550978048,-3.46944695195361e-18,0,0,0,0,0.108383624472328,0,0,0,0,-0.0575154258702358,-0.182361525144995,0
X601988.CH.EQUITY,0,0,0.0991169606810941,0.0790284874164324,0,0,-0.130562080760646,0,0.0547352843510583,0.226358104656456,0.191568574631909,0,0,0,0,0,-0.178548021699144,0,0,0,0,0,0,0.530627890470868,0,0.0276480075178348,0,-0.133835238529693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124622989804643,0,0
X600036.CH.EQUITY,-0.0611493410518621,0.311838175262329,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.170104791046862,0,1.73472347597681e-18,0,0,0.118017728963161,0,0,0.147459463521897,0,0,0,-0.0155788655270369,0,0,0,-0.0398076665715406,0,0.312930353152881,0,0,0,0,0,0,0,0,0.0598576003985627,0.0835770313865153,0,0,0,0,0.0695517571212219,0,0.0625240461190278
X1299.HK.EQUITY,0,0,0,0,0,0,0.0645311751467965,0,0,0,0,0,0,-0.0651014032466237,0,0,0,0.0744382564201542,0.144303018947543,0,0.159404255244073,0.0787265509809132,0.114570229653331,0,0,0,0,0,0.179973818410524,0,0,0,0.0353702401269341,0,0,0,0,0,0,0,0,0,0,0,0,0.0782405177345614,0,0,0
X601628.CH.EQUITY,0,0.0526951208149959,0,0.571935130064407,0,0,0,0,0,0,0,0,0.0336446964156889,0,0,0,0,0,0,0,-0.0452464121217704,0,0.0702201248979362,0,0,0.0281407412471488,0,0,0,0,0,-0.0874845191348562,0,0.140239626008755,0,0,0,0,0,0,0,0.0637291675035883,0,0,0,0.0377224730356723,0,0,0
X601166.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0.155792083386497,0,0,0,0,0,0,0,0,0,0.254676884045332,0,0,0,0,0,0,0,0,0,0.034038633859682,0,0,0,0,0,0.505860322781101,0,0.185537238871255,0,-0.0692132194039208,0,0,0,0.197900957059822,0,0,-0.130054973262692,0,0,0,0,0,-0.01584740573096
X601328.CH.EQUITY,0,0.0107375056305375,0.0298347230714634,0,0.0772442999976734,0.289630576851388,0,0,0,0,0,0.155727259011802,0,0,0,0.0137432783210008,0,0,0.0214061638555188,0.149536738898054,0,0,0,0.170556989719556,0.122897171560342,0,0.0100957126260155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809072375244198,0,0,0,0,0,0
X600000.CH.EQUITY,0.0120652288926037,0.122807225751821,0,0,0,0.016111101681773,0.130610792034752,0,0,0,0.262028299312763,0,0,0.142610818281164,0,0,0,0,-0.0414034367948512,0,0,0,0,0.078447470099597,0,0,0,0.201560452104771,0,0,0,0,0,0,0,0.124419655243968,0,0,0,0,0,0,0.00941408714933851,0,0,0.0797937016022308,0,0,0
X601319.CH.EQUITY,0,0,0,0,0.0396536638824279,0,0,0.0804516890752816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171250062271413,0.00647666343194908,0,0.0526844759799624,0,0,0,0.023708111593199,0,0,0,0.00583956097092048,0.197074180571104,0,0.0351616674999617,-0.0477383514526109,0,0,0,0,0,0.0550338288476021,0,0,0.285108418247148,0
X000001.CH.EQUITY,3.46944695195361e-18,0,0,-0.0570835945258207,0,0,0,0,0,0,0,0,0,0,0,0,-0.108125121356509,0.0255609768962878,0,0,0.136865726960633,0,0,0,0,-0.0802630870715076,0.0856169696377317,-0.138894619989461,0,0,0,0.26884707473157,0,0,-0.111047443159178,0.289019378285457,0,0,0.329117297094769,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0.0378162575283266,0,0,0,0,-0.0674399744825274,0,0,0,0.0596075951125289,0,0,0,-8.67361737988404e-19,0,0,0,0.152576835168168,0,0,0.424212165786715,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.11174580359446,0,0.125751015222172,0.0796910973409738,0,0,0,0.00554512945977548,0.283525446223017,0,0
X601601.CH.EQUITY,0,0.363324190190375,0.0795675821973013,0,0,0,0,0,0.0994950648222978,0,0,0,0,0.132491597550976,0,0,0.0156368958670738,0,0.193646388421708,0,0,0,0,0,0,0,0,0,0,0.0678591803165631,0,0,-3.46944695195361e-18,0,0,0,0,0,0.10801922381702,0,0,-0.11858899387073,0,0,0,-0.0898665518286491,0,0,0
X000002.CH.EQUITY,0,0,0,0.117832205444633,0.0903242316076903,0,0,0,0.219289572881148,0,0,0,0,0.0163514490829218,0,0,0,0,0,0.192751180719163,0,0,0,0,0,0,0,0,0,0.676240429518201,0,0,0,0.182711847533493,0,-0.0326191038764563,0,0,0,0,0,0.0767996918727589,0,0.0643420341000568,0,0,-0.470954199856842,-0.0256585576257768,0
