,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.117386950221178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211855358680103,0,0.544441980135181,0.5509822960284,0.0552019396218939,0,0,0.0735408288080292,-0.232774455117255,-0.122540378795023,0,0,0,0,-0.0229757421287738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.112902660257683,0,0,0,0,0,0,0,0.190236971213462,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.107658483111517,0,0.0675059771360674,0,0,0.147461086506857,0.214319163468311,0,0,0,0,0,0,0,0,0,0,0,0.0752509800127508,0
X601939.CH.EQUITY,0,0,0,0.809291683199367,0,0,0,0,0,0,0,0,0,0,0,0,0.0953702795413947,0.0367500639824179,0.0757224263009342,0,0,0,0,0,0,0.0089616801351311,0,0,0,0,0.0112497660634175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,-1.73472347597681e-18,0,0.854693889561319,0,-0.082770803479196,0,0,0,0,0,0,0,0,0,0.00948658911152705,0.0458305373298697,0.0396368737083539,0.190376840948198,0,0,0.023166773082445,0,0,0,-0.0476242738684333,0.0241626959044279,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543357004079779,0,-0.134018875691681,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.00162082523763633,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0961648456638699,-0.124300515258476,0.420889083510688,0,0,0,0,0,0,0,0.102331461115704,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.494019767374456,0,0,0,0,0,0,0,0,0.251491506018012,0,0,0,0
X600036.CH.EQUITY,0,0,0.406186020183917,0,4.33680868994202e-19,0,0,0,0.0222028731741776,-0.00512057329330571,0,0,0,0,0,0,0.104812819985115,0,0,0.00628461503050131,0.0125451690531282,0,0,0,0,0.187877695608604,0,0.120960919616217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.149189271133211,0.103003322833137,0,0.0325389891085601,0,0,0,0,0,0,0,0,0,0,0,0,-0.0897127538037063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103261067385013,0,0,0.0118079645719893,0,0,0,-0.0197558792272078,1.05085291102712,0.00110740567262875
X1299.HK.EQUITY,0,0,0,0,0.210447651046734,0,0,0,0,0.0777096744347138,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172515610866427,0.157023644034108,0.324578917564751,-8.67361737988404e-19,0,0,0.212929791431463,0.193948623451362,0.120068323468137,0,0,0,0,0,0,0,0,0,0,0,0,-0.164303576072481,0,0.134614471460436,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.00801618503311133,0,0,0,0,0,0,0,0,0,0,0,0,-0.159278530388991,0,0,0.00560030432937185,0,0,0,0,0.237646406708826,0.46872663099608,0,0,0,0,0,0,0,0,-0.131531939863291,0,0,0,0.00525702203306506,0,0,0,0.0909440684303022,0.0844093228281129,-0.0674744712937018,0,0,0,-6.93889390390723e-18
X388.HK.EQUITY,0,0,0,0,0.280821156591029,0,0,0,0.0456831996336873,0,0,0,0,0,0,0.049754622345997,0,0,-0.22830096022091,0,0,0,0,0,0.433009788201874,0,0,0,0.116040882900256,0.0132711132803577,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24928386361027,0,0.152372066076018,0.125727209829281,0,0,-0.115685155935383
