,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0.244648930418631,0,0.13330001752058,0,0.0386353049221896,0,0,0.250957701675934,0.0713473049759151,0,0.107795465507325,0,0,0,0,0,0,0,0.060000576098986,0,0,-0.0879438545258988,0,0,0,0,0,0,0,0,0,0,0,0,0.0590981351167415,0,0,0,0,0,0,0,0,0,0.0520212801026346,0.0131749328211952,0,0,0
X601939.CH.EQUITY,0.483699087994644,0,0,0,0,0,-0.0480102567103408,0,0,0.0165616708118585,0.192265631037491,0,0.229796520324513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150687292327936
X601318.CH.EQUITY,0,0,0,0,0.0805869534163651,0,0,0,0,0,0,0.211831663525676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.113484704146676,0,0,0.156845004583899,0,0.147433256622641,0.14110223321146,0,0,0
X601288.CH.EQUITY,0.346468646649511,0.0458801264075596,0,0,0.402152982047394,0,0,-0.0315632877725669,0,0,0.0627097236272578,0,0,0,0,0.11446599455267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211123035445212,0,0,0,0,0,0,0,0,0,0,0.0134816900253505,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0988026516002152,0,0.272059905154436,0,0,0,0,0,0,0.249577491170757,0,0,0.0969215468120812,0,0,0,0,0,0.142417768140497,0,0.0697441699411979,0,0,0,0,0,-0.00969058927364917,0,0.0148212826002607,0.00993236489136085,0,0,0,0,0,0,0,0,0.0570951760148816,0,0,0,0,0,0,0,0.0517658879852787,0,0
X600036.CH.EQUITY,0,0,0.021090221690153,0,0,0,0,0,0,0,0,0.411344444837843,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.126443798391761,0.0523347399657583,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0833242399998119,0.059642864826389,0.00130541562506508,0,0,0,0,0,0,0,0,0.264347201019873
X1299.HK.EQUITY,0,0,0,0,0,0.09852649612587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998443896358728,0,0,0,0.0419307713851373,0,0.179236969856052,0,0,0.118133768477698,0,0.208422269975309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142167065698439,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37961018326477,0,0,0,-0.524798445048945,0,0.119299194652697,0.813512259126348,0,-0.816304880064877,0,0,0.643596047118299,0,0,0,0,0,0,0,0,0,0,0.0048142685715545,0,0,0.249339129067197,0,0,0,0,0,0,0,0.0216142413155431
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.208937376970331,-6.93889390390723e-18,0,0,0,0,0,0,0,0.199627406804748,0,0,0.0369642736458694,0,0.211485180836571,0,0,0.0278339373957849,0,0,0,0,0,0,0.0475384069891831,0,0,0,0,0,0.111227351512171,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.0957316580907684,-0.262203944339069,0.2476891021794,0,0,0,0.123999952946232,0.0804649397338349,0,0,0,0,0,0,-0.251498479641137,0,0,0,0,0,0.0103449004638154,0,0,0,0,0,0,0.723527411260294,0,0,0,0,0,0,0,0,0,0,0,0,-0.126542660611322,0,0,0,0.618864429079996,0.06498778410826,0,0,-0.122960892096421
