,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.29542076034148,0.0273555858965667,0,0,0,0.447061048218814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105014751516639,0.0519704010128276,0,0,0,0,0,0,0,0,0,0,0.0796417873610913,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.0964235113564552,0.0687755692706009,0,0,0.169114060344357,0,0.162430412736916,0,0,0,0.0899580552294839,0,0.108961222807006,0,0,-3.46944695195361e-18,0,0,0.261603355079669,0,0,-0.0106235520025699,0,0,0,0,0.123312736565526,0,0.113035437218166,0,0.0195251550628063,0,0,0,0,0,0,0,0,0.0315077601153046,-0.148096463201215,0,0,0,0,0.0621639419825463,0,0
X601939.CH.EQUITY,0.508132836659501,0.17092343019873,0,0,0,0.0169395554461682,0,-8.67361737988404e-19,0,0,0,0.0230833889477231,0,0,0,0,0.0837600474509615,0,0,0,0,-0.135133186551252,0,0,0,0,0,0,0.202649936164995,0,0,0,0.155381685378356,0,0,0,0,0,0,0,-0.12120283861025,0,0,0,0,0,0,0,0,0.148968241870518
X600036.CH.EQUITY,0,0,0,0,0,0,0.160336355713702,0.0541629865941209,0,0,-0.0710414169955666,-0.145514860165656,0.177842573363675,0,0,0.0757120245931109,0,0,0,0.0486889490003932,0,0,0,0,0,0.0713269919624705,0.199479539854377,0,-8.67361737988404e-19,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.112329588628952,0.133597161832567,0,0,0,0,0,0,0,0,0,0.406074901164974
X601288.CH.EQUITY,0,0,0,0,0,0.00461064261865814,0,0.556818930753774,0,0,-0.0843974534757302,0.045610969099724,0,0,0,0,0,0,0,0,0,0.074731202433592,0.0792620994607061,0,0,0.0892229634145586,0,0,0.109829236979052,0,0,0,0.0536588136247702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591499148881795,0,0
X601628.CH.EQUITY,0.0855389313939228,0,0,0,0,0,0,0,0,0,0,0,-0.0935300566893665,0,0,-0.241025745957984,0,0,0,1.73472347597681e-18,-0.0372175688120765,0.205773674438649,0,0.0552261236583041,0,0,-0.0918055642834192,0,0,8.67361737988404e-19,0,0,0,0.583733992410163,0.05848598793334,-0.0222652847456157,0,0,0,0,0,0,-0.0336600758104027,0,-0.0281749537798363,0.168079443099285,0,1.73472347597681e-18,0,0
X1299.HK.EQUITY,0,0,-0.209123120316046,0,0,0,0,0,0,0,0.107446495211952,0,0,0,0,0,0,0,0,0.0200470817233787,0,0,0.112324346276099,0,0,0,0,0,0,0,0,0,0.174380631236642,0,0,0,0,0,0,0.0965180057239394,0.164039434977909,0.0676968556387478,0.298372636016722,0,0,0,0.297614904148664,0,0,0
X601988.CH.EQUITY,0.138392091159333,0,0.0943669474340006,0,0.372678843642858,0,0,0,0,0,0,0,0.218434501790635,0,0,0,0.110976064955743,0,0,0,0,0,0.0172178734932981,0,0,0,0,0,0,1.73472347597681e-18,0.120420297692727,0,0,0,0,0,0.0109125004378084,0,0,0,0,0,0.00593380397628399,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.124982868806983,0,0,0,0,0,0,0,0,0,0,0,-0.0882156327332584,0,0,0,0,0,0,0.238759162911745,0,0.185870087857519,0,0.140666164610412,0,0,0,0,0,-8.67361737988404e-19,0,0.0546778470955244,0,0,0,0,0,-0.067051160122926,0.196614885415212,0.0532206772148029,0,0.270690885233381,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0516037252850497,0,0,0,0,0,0,0,0.062486463455335,0.3051800534784,0,0,0.120267855041706,0,0,0,0,0,0,-0.00603693473508859,0,0,0,0.116386269509306,0,0.304170004048434,0.106194798394112,0,0,0,0.0782764763929394,0,0,0.014889989395112,0,0,0,0.0320751014399791,0,0,0,0,0,-0.0229156732971727,0,-0.0819762305433232,0
