,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY
X1109.HK.EQUITY,0.1588527155441,0,0,0,0,0,0,0,0.0732511440938515,0,0,0,0,0,0,0,0,0,0,0,0.0171908442461461,0,0.232910427840579,0,0,0,0.335451127575571,0,0,0,0,0,0,0.242595258582366,0,0,0,0,0.00414055906465466,0,0,0,0,-0.129607403997625,0.163151692589446,0,0,-0.229335669585583,0
X2007.HK.EQUITY,0,0.154827606889486,0,0,0,0,0,0,0,0.0151061568471113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927738209585482,0,0,0.119187873633862,0,0,0,0.266278882927018,0,0,0,0,0,0,0,0,0,0,0,0.123456686783942,0,0,-0.228483145220382,0
X601818.CH.EQUITY,0,0,0,0.160518252013562,0,0,0.217020854563308,0,0,0,0,0,0,0,0,-0.11978338121498,0.1484553539676,0,0,0,0,0,0,0,0,0.284202127144384,0,0,0,0,0,0,0,0,-0.0485320043389087,0,0,0,0,0,0.23306872430615,0,0,0,0,0,0,0,0
X1113.HK.EQUITY,0,0,0.0240138408989809,0,0,0,0,0.159845165039421,0,0,0,0,0,0,0,0.272208773243614,0.173048290528089,0,0,0.0666918009015854,0,0,0.0449191358439277,0,0,0.3813884283766,0,0,0,0,0,0,0.12341453804617,0,0,0,0,-0.0567490807643906,0,0,0,0,0,-0.127030520381859,-0.00969021169402444,0,0,0,0
X823.HK.EQUITY,0,0,0,0.0633251437761789,0,-0.0474076553867994,0,0,0,0,0,0,0,0,0,0.173959517333853,0,0,0,0,0,0,-0.0347638576060777,0,0,0,0,0,0.00920302537987941,0,0.0604414924901703,0,0,0,0,0,0,0,0.137792017962372,-0.239299346289736,0,-0.0146121160876521,-0.03728582758887,0,0,0,0,0,0.455337416303562
X12.HK.EQUITY,0,0,0,-0.153184472649016,0.593517432236275,-0.497876876060327,0,0.191471189469855,0,0,0,0,0,0,0,0,0,0,0,-0.164382426703888,-0.00930526816566363,0,0,0,0,0,0,0,0,0,0,0,0,0.181891765932708,0.543419293250437,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.279813835961618,0.100259476323399
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0406213972164214,0,0,0,0.00597172205798194,-0.152770107418072,0,0,0,0,0,0,0,0,0,0,-0.0878020857797235,0,0,0,0,0,0.123560426519449,0,0,0,0.304776226045319,0.0974109331628013,0,0,0,0,0,0.599043837323491,0,0,-0.0879471057043226,0.131931613600395
X600048.CH.EQUITY,0,0,0,0,0,0,0,-0.0183207928828609,0,0,0.0435776003288176,0,0,0,0.0157093663295265,0.0673317353548778,0.0197460832869511,0,0,0,0,0,0,0,0.181339464564845,0,0,0,0.406747682180423,0.0157469162914835,0,0,0,0,0,0,0,0.0500758491496184,-0.132671734250991,0,0,0,0,0,0,0,0,0,0
X001979.CH.EQUITY,0,0,0,0,0,0.00329434659843766,0,0,0,0,0,0,0,0,0.0566348162981353,0,0,0,-0.169857077031671,0,0,0,0,0,0,0,0.0246237303608573,0,0.0257164563176271,0,0.0442336775725563,0,0.257842470725136,0,0,0,0,0,0,0,0,0.501693528543857,0,0,0,0.0682403718067326,0.144182736797815,-0.0813384696692755,-0.201386984025173
X601336.CH.EQUITY,0,0.117554484981551,0,0,0,-0.0138803882587435,0,0,0.0534838296071719,0,0,0.365651292850311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118898522173916,0.125094988390162,0,0,0,0,0,0,0,0.0596397050677586,0,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0.0232157490017732,0,0,0,0,0.0990040941893993,-0.00646263538974191,0,0,0,0,0,0,0,0,0.0274769607445192,0,0.455335845791134,0,0,0,0.101241604998158,-0.0379562766884455,0,0,0,0.0467222008302244,0,0,0,0,0,0,0,0,0,0,0.019456622305297,0.0732765418145837,0,0.286167702315596,0,0
X601229.CH.EQUITY,0.426039063553427,0.116460801629186,0,0,0,0,0,0,0,0,0,0,0.0667923813321334,0,0.0764632940129425,0,0,0,0,0.0104962706207796,0.111018950745876,0,0,0,0,0,0,0,0,-0.0718904852420926,0,0,0,0,0,0,0,0.0555388214599836,0,0.0845077555397126,0.0930810828435122,0,0,0,0,0,0.103643517237726,0.204163791484599,0
X600837.CH.EQUITY,0.0157956076955207,0,0,0,0,0,0,0,0.074687560417228,0,0,0,0,0,0,0,0,0,0,0.084460361112758,0,0,0,0.0539499858916909,0,0,0,0.0299078544113256,0,0,0,0,0,0,0,0.0118973645104226,0,0,0,0,0.0609417325050222,0,0,0,0.271867875816632,0,0,0,0
X1997.HK.EQUITY,0,0,0,0,0.0594955910289797,0,0,0,0,0,0,-0.0850338640972225,0,0,0,0.0763640817988574,0.0677838980827813,0,0,0,0,0,0,0,0,0,0,0,0.145109819779388,0.271822373937853,0.341036051485322,0,0,0,0,0,0,0,0,-0.0574237552006034,0,0,0,-0.0445568927923125,0,0,0,0,0.231455391999756
X002142.CH.EQUITY,0,0.219422566156582,0.240728091554574,0,0,0.0568190735540775,0.265762550522981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166027131066066,-0.230745130449927,0,0,0,0,0,0,0,0.0224215469389935,0.148891721079227,0,0,0,0,0,0,0.0273012422074042,0,-0.0978761203059299,0,0,0,0.0583407763700829,-0.187811961037695
X601066.CH.EQUITY,0,0,0,0,-0.190585861002478,0,0,0,0,0,0,0,0.00473780092016293,0,0,-0.0797997474815523,0,0,0,0,0,0,-0.206284840377325,0,0,0,0,0.278547346694505,0,0,0,0.0756950632910966,0,0,0,0,0,0,0.165935551232498,0,0,0,0,0,0,0,0.177449601694371,-0.254727436635648,0
X601169.CH.EQUITY,0,0,0,0,0,-0.0511101661741508,-0.118523356099698,0,0,0,-0.072614449080885,0,0.0301460557012281,0,-0.107596203027707,0,0,0,0,0,0,0,0,0,0,0.0368915757882717,0,0,0,0.185746715067184,0,0,0,0.508927970030188,0,0,0.0842380079262161,0,0,0,0,0,0.882358312976047,0.0595704425693588,-0.0702989184621637,-0.0796097833272718,0,0,0
X600015.CH.EQUITY,0,0,0.0391180734893049,0,0,0,0,0,0,0,0,0,0.132833799404586,0,0.096894580826515,0,0,0,0,0,0,0,0,0.235941880961735,0,0,0,0.178865698382397,0,0,0,0,0.00343998199023307,0,0,0,0,0,0,0,0.0239664567210057,0.463962998133709,0,0,0.00913702916470933,0,0.090112704749705,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.023342654597123,0,0,0,0,0,0,-0.00238337882559045,0,0,0,-0.125008341237121,0,0,0,0,0,0,0,0,0.223966205754731,0,-0.0779656788009191,0,0,-0.123435763269058,0,0,0,0,0.0930782859531907,0,0,0,0,0,1.06930726334236,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.202534207520987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261501401431063,0,0,0,0,0,0,0,0,0.208398827363537,0.0133490958331289,0.116792164497099,0,0,0,0,0.189873388640252,0,0,0.16297350157238,0.223371124776741,0,0
X002736.CH.EQUITY,-0.0374699996315612,0,0.024814028181806,0,0,0.0289735824471227,0,0,0,0,0,0,0.0787326680744396,0,0,0,0.25057514620071,0,0,0,0.0523284012353582,0,0,0,0,0,0,0,0,0,0,0.329630087182063,0,0,0,0,0,0.0660679584851805,0,0.14717523910573,0,0,0,0.0274436081669504,0.0607970639521719,0,0,0,0
X600999.CH.EQUITY,0,0.0357141256189348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208471800801677,0,0.0794735853976144,0,6.93889390390723e-18,0,0,0.060123909384085,0,0,0,0,0,0,0,0,0,0,0,0.478081732446005,0.0218667499706799,0,0,0,0.0851270618375544,0,0,0,0.108455218190592,0.299237714292248,0,0,0
X2881.TT.EQUITY,0,0,0,0,3.46944695195361e-18,-0.109070336200981,0,0.153206041585031,0,0,0,0,0,0.182872753778158,0,0,-0.363974825312426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0744577326146558,0,0,0,0.250163720714324,0,0,0.179766400662208,0,0,0,0.453087562035174,0,0,0,0,0
X17.HK.EQUITY,0,0,0,0,0,0,0,0.171773716270531,0,0,0,0,-0.127415764663414,-0.0540641937388992,0,0.181379216123709,0.0400576950874198,0,0.130400811170117,0,0,0,0,0,0,0,0,0,0,0.232805638661788,0.288375378425221,0,0,0,0,0,-0.0925427062647829,0.104369851323643,0.0770544968629431,0,0,0,0,0,0,0.115122625872991,0,0,0
