,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.0416571546749189,0.461596544653509,3.46944695195361e-18,0,0,0,0,0,0.158709483595041,0.103953461084065,0,0,0.19740821167896,-0.00965111732061166,0,0.0899584111067649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126477390831861,0,0,0,0,0,0.0729278321424245,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0368326415384134,0,0.0550096467450262,0,0,0,0,0,0,0,0.266480162974073,0.0935131069388846,0,0,0.010952477449731,0,0,0,0.0975458550734554,0,0,0,0,0,0,0,0,0.108776093458386,0,0,0,0,0.248405459935746,0,0,0,0,0,0,0,0,0,0.0704567984902457
X601939.CH.EQUITY,0.151307849109599,0,0,0.549075874378577,0,0.057018197228313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151183429397283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.102611193403701,0,0.306252988797814,0,-0.0240854127593888,0,0,0,0,0.115936859533942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198044386203436,0,0,0.18194545893444,0,0,0,0.0604771427783224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0686555126392124,0,0,0.193841604370648,0,0.258549557204116,0,0,0,0,0.276154899749217,0,0,0,0,0.115301400722179,0.0640907805117509,0.00244962098268527,-0.262903163055796,0,0,0,0,0.187940447565159,0,0,-0.185727967218963,0,0,0,0,0,0.12962664138562,0,0,0,0,0,0,0,0,0,0,0,0.09998954331777,0,0
X601988.CH.EQUITY,0,0,0,0,0.219547859606839,0,0,0.019022300392301,0,0.18663385572478,0,0,0,0.177304838871655,0,0,0,0,0,0,0,0,0,0,0.26889987712648,0.031610448050028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284717853768253,0,-0.0251871326784614,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031704067506945,0,0,0,0,0,0,0,0,0,0.626644317679429,0,0,0.144414494681071,0,0,0,0,0,0,0,0,0.0185349941602483,0,0,0,0,0,0.125790018726907,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.252639717126247,0,0,0,0,0,0,0,0,0.0595641504938747,0,0,0,0,0,0.0840590740334864,0,0,0,0,0,0,0.0582960345722666,0,0.114462986894773,0,0.0199463885225656,0.287086961332759,0.0307982884765024,0,0.160899351501891,0,0,0,0,0,0,0,-0.0666464278886331,-0.0607271884794067,0,0.0572386254274035,0,0,0
X601628.CH.EQUITY,0,0.158827505577581,0,0.0227138809494047,0,0,0,0,0,0,0,0,0,0,0,0,0.0748598809299044,0,0,0,0,0,0,0,0.150578650464277,0,0,0,0,0,0,0,0,0,0,0,0.363417501351151,0,0,0,0.138958823948123,0,0.0640018952480708,0.0102504067281509,0,0,0,0,0
X601328.CH.EQUITY,0.121563499158168,0,0.0579024519511643,0.0815768657764772,0,0,0.0742408451253758,0,0,0,0,0,0.224960859645806,0,0,0,0,0,0,0,0,0,0.286788316739192,0,0,0,0,0,0,0,0,0,-0.0278988562106315,0.0139843854521695,0,0,0,0,0.158145003241188,0,0,0,0.00286084261622479,0,0,0,0.0878734696499167,0,0
