,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.30108594957381,0,0,0,0,0.407605188271058,0,0,0,0.00241312139827612,0,0,0,0,0,0,0,0,0,0,0,0,0.120175059518411,0.0650968501516204,0,0.0535517410456988,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0834836674201849,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.329710601358213,0,0,0.167850651145077,0,0,0.0159101024741333,0,0,0,0,0,0,0.139182450825774,0,0,0,0.0177236715027453,0,0,0,0,0,0,0,0,0,0.161115660494535,0,2.71050543121376e-20,0,0,0,0.0924434297204134,0,0,0,0,0,0,0,0,0.00682371489881956,0,0.0322077561317451,0,0,0
X601939.CH.EQUITY,0.414717009773221,0.0794025707052726,0,0,0,0,0.0655118558158864,0,0,0,0,0,0,0,0,0,0.161946822758505,0,0,0,0,-0.144093999560851,0,0,0.0280764614891864,0,0,0,0,0.171097713656316,0,0,0.26299414605157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164146552409871
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.553587638084087,0,-0.0847159774909075,0,0.0476535084376174,0,0,0,0,0,0,0,0.0058772132140082,0,0.0668674755810679,0.0816312409579138,0,0.097424813283176,0,0,0,0,0.116409918363251,0,0,0.0505643044969289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586044628079086,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.149469892690031,0,0.0805084958647657,0,0,0,-0.120748626138042,0.17368216522874,0,0.0794043969141158,0,0,0,0,0,0,0,0,0,0.063576700994479,0.177102175360812,0,0,0,0,0.0208542426819147,0,0,0,0,0,0,0,0.0294421193237592,0,0,0,0.10070659925844,0,0,0,0,0,-0.0450057441385715,0.423347101167102
X1299.HK.EQUITY,0,0,-0.0769846524321881,0,0,0,0,0,0,0.176848092131449,0,0,0,0,0,0,0,0,0,0,0.20919402572904,0,0.157917800223307,0,0.032884553739187,0,0,0,0,0,0,0,3.46944695195361e-18,0,1.73472347597681e-18,0,0,0.181959404419313,0,0.0282092305273579,0,0,0.127651917804913,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.178066157984971,0,0,0,0,0.00167135326723143,0,0,0,0,0,0,0,0,-0.253859755184974,0,0,0,0,-0.0825354111665681,0,0.199497589075228,0,0,0,-0.150497976792308,0,0,0,0,8.67361737988404e-19,0,0,0,0.614342191091291,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0148249204805059,0
X601988.CH.EQUITY,0.175303423940855,0,0.0584370323790975,0.526191883154887,0.00264648957130912,0,0,0,0,0.098702707886257,0,0,0.158827316286883,0,0,-0.00656487934028882,0,0,0,0,0,0,0.127376748873594,0,0,0,0,0,0.00487875667723127,0,0.0729389188656332,0,0,0,0,0,0.0660166662770375,0,0.0101175156801053,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.278677607509465,0,0,0,0,0,0,0,-0.00502506657279083,0,0.0428735218282924,-0.0981739457662911,0,0,0,0,0,0,0,0,-0.266291763171941,0.144264254068803,0,0,0.169643239569437,0.101904314457987,0,0,0,0,0,0.150116743284408,0,-0.0448143228093972,0,0,0,0,0,0,0.102383855938436,0.136808950735901,0,0,0,0,0,0,-0.0627845076600844
X388.HK.EQUITY,0,0,0,0,-0.287531394574601,0.200810043866268,-0.0587851720023614,0,0,0,0,0,0.0790980278231784,0,0.0783118595869743,0,0,0,0.0469912401021386,0,-0.0290427993633581,0.546603957033111,0,0,0,0,0,0.0514852579490178,0,0,0,0,-0.117267954186458,0,0,0,0,0,0.146613431448824,0.092462765404683,0,0,0,0,0,-0.253432369726925,0,0.061820690951659,0,0
