,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0.238233714924152,0,0.20289672392253,0,0,0,0,0,0,0,0.153955453314375,0.166970384047394,0,0,0,0,0.101799173353683,-0.117985198593768,0,0,0,0,0,0,0,-0.151185385635813,0,0,0,0,0,0,0,0,0,0.0295495201895317,0,0,0.0421805197604418,0,0,0,0,0,0,0,0.0841448761448435,0,0
X601318.CH.EQUITY,0,0,-0.0539824280269034,0,0,0.0645158249269818,0,0,0.228030975504506,0,0,0,0.138479209850016,0,0,0,0.217900877138888,0,0,0,0,0,0,-0.0117627809048282,-0.00881358544018615,0,-0.107632269711092,0,0,0,-0.154786987712724,0,0,0,0.230289107296801,0,0,0,0,0.140153177595268,0.280192556648501,-0.249629319277032,0,0.250875679143732,0,0,0,0,0,0
X601939.CH.EQUITY,0.659589513759114,0,0,0,0,0,0,0,0,0,0.08335951642964,0,0.0332784944404987,0,0,0,0,0,0,0,0,0,0,0,0.00167561524241835,0,0,0,0,0,0.0561458291564458,0,0,0.241399948591157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.29277750255103,0,0.0903676881152113,0,0,0.40105606000753,0,0,0,0,0,0,0,0,0,0,0.0263155835188271,0.121780479494351,0,0,0,-0.0481119901187938,0,0,0,0,-0.0444986067474466,0,0,0,0,0,0,0,-0.0460670740612783,0,0,0,0,0,0,0.14195963255849,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.173540467579738,0,0.240789706954909,0,0,0,-0.106630490294665,0,0,0,0,0.271194152538637,0,0,0,0,0,0.00264100739495801,0,0.550022876486436,0,0,0,0,0,0,0,0,0,0.184155431137525,0,0.0128428796917987,0,0,0,0,0,0,0,0,0.110599744227978,0,0,-0.117981150954132,0,0,0.0670227169422481,0,-0.0683336430007878
X601988.CH.EQUITY,0.185001128162106,0.0381178822248509,0.209932437074082,0,0,0,0,0,0.143282814399162,0,8.67361737988404e-19,0.0170856743157341,0,-0.202480853866703,0,0,0,0,0,0,0.0785732628466921,0,0.154345595275247,0,0,0,0,0,0,0,0,0,0,0.0526769506696441,-3.46944695195361e-18,0,0.029557413663175,0,0,0.194909799037197,0,0,0,0.0828942027445124,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.164427448039286,0,0,0.0317934718437223,0,0.127542313377933,0,0.372952537624422,0,0.0321998777565116,0,0,0,0,0,0,0,0,0,0,0,0,0.0847507584673774,0,0.110220071820027,0.0238987462332066,0,0.0527865992277048,0.0091861146034059,-0.0212010282350668,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.135294650785341,0,0,0,0.120731904667527,0,0,-0.0793381036183913,0,0,0,0.231225284435821,0,0,0.0624549616405198,0,0,0.0307199769202037,0,0.0316416282631151,0,0.0585864759782678,0,0,0,0,0.0187125617557638,0.250649408439543,0,0.00377235195404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.237662621884676,0.139131024747957,0,0,0,0.00570638481901338,0,0,0,0,0,0,0,0,0,0,0.0478936065002765,0,0,0,-0.123487903501859,0,0,0,0,0,0,0.156443714889088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925575293328285,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.240016499305971,-0.537514024599106,0,0,0,0,0,-0.0523778145832394,0,0,0,0,0.718511903274522,0,0,0,0,0.0935334798399131,0,0,0,0,0,0,0,0,0,0,0,-0.586991478289042,0,0.127053585498241,1.73472347597681e-18,0,0,3.46944695195361e-18,0.393009678370298,-0.180218428181186,-0.00560807199782273,0
