,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.175968525212656,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782372289999573,0,0.205085443751218,0,0,0.0492926846685118,-0.123573315919957,0,0,0,0,0,0.282455711686566,-0.162633926119272,0,0,0,0,0,0,0,0,0,0,-0.125346405024267,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.150293271420596,0,0,0,0,0.0850281771025536,0,0.00165126733766193,0,0,0,0,0,0,0.261555869123979,0,0,0,0,0,0,0,0,0.0987213472553526,0.0449944244848337,0,0,0,0,0,0,0,0.240380264497064,0,0,0,0,0,0,0,0,0.016896021590065,0.00970586564308595,0,0
X601939.CH.EQUITY,0,0,0,0.847971274425989,0,0,0,0,0,0,0,0,0,0.0499149045324533,0,0,0,0,0,0.0354583290203269,0,0.0205552568378073,0,0.0447269878378695,0,0,0,0,0.0847163825124176,0,-0.121886367144033,0,0,0,0,0,-0.00938557741538851,0,0,0,0,0.0763508161187452,0,-0.0648157190084604,0,0,0,0,0.0212736916756475,0.039323221942852
X601288.CH.EQUITY,0,0,0.896356065462164,0,0,0,-0.0606278776882537,0,0,0,0,0,0,0,0.0257804705000195,0,0,0.131019191561094,0,0,0,0,0,0,0,0.00827716949630058,-0.100449390472544,0,0,0,0.0148917069497279,0.00908631488182999,0,0,0,0,0,0,-0.106195352084951,0,0,0,0,0,0,-0.0252173955862838,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.0170136794276843,0,0,0.00061237774495601,0,0,0,1.18311409568763,0,0,0,0,0,-0.24257527804441,-0.20526303372952,0,0,0,0,0.0443027472343805,0,0,0,-0.132850351383396,0,0,0,-0.0424651765314835,0,0,0,0,0,0,0,0,0,0.0143330754255416,0.0519226674030767,0,0,0,0,0.0459280018659103
X600036.CH.EQUITY,0,0,0.380160961990155,0,0,0,0,0.0854439444369034,0.00795523006133635,0,0,0,0,0,0,0,0,0,0,0.0130724896856677,0,0,0,0,0,0.059719479971766,0,0,0,0.0672406183544774,0,0,0,0.360791541578886,0,0,0,0,0,0,0,-0.0593243393317446,0,0,0.113861705478187,0,0.0726373609488819,0,0,0
X601628.CH.EQUITY,-0.0287488312779949,0.143986850926833,1.73472347597681e-18,0,0,0,0,0.0616803025378249,0,-0.116672376004296,0,0.65765083520633,0,0,0,0,0,0,0,0,0,0,0.0871171389804343,0,0,0,0,0,0,0.0628608908472735,-0.0919517567370783,0,0,0,-0.105098804315082,0,0,0.227674311681447,0,0,0,0.268656299942344,0,0,-0.063581637102916,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.140639070474642,0,0.111579877396224,0,0,0,0,0,0,0,0,0,0.158366311421109,0.149150084911535,0,-0.199079502796718,0,0,0,0,0,0.0344542238382633,0.151519900541358,0,0,0,0,0,0,0.118128067556393,0,0.086686114310401,0,0,0,0,0,0,0.365607695942803,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.146988938483956,0,0,0,0,0,0,0,0,0.251646447669328,0,0,0,0,0,0.184501742502417,0,0,0.548312347545029,1.73472347597681e-18,0.0312213755732086,0,0.116136946101918,0,0,0,0,0,0,0,0.00835530388442975,0,0,-0.130652465609362,0,-0.103560619891079,0,0.00762452840733292,0.0831818413811268,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.233515585519031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21985068686866,0.0742538758819126,0,-0.145552429496116,0,0,0,0,0,-0.129690155519223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403381119143327,0,0,0.0563278804320011,0,0,0,1.73472347597681e-18
X388.HK.EQUITY,0,0,0,0,0,0,0.213701781654598,0,0,-0.0284803888542175,0,0,0.0685478373950211,0,0,0,0,-0.167575695290815,0,0,0.0796991927028089,0,0,0,0,0,0,0.548278187655672,0,0,0.142440012740689,0,0,0,0,0,0,0,0.282651880155163,0,0,0,0,0,-0.208173690495825,0,0.0146207133696725,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.120036105180672,0,0,0,0.0600904331634105,0,0.0530536283300709,0,0,0,0.306111929189006,0,0,0,0,0,0,0,-0.0143084468399842,0,0,0.0280996097071097,0,0,0,0,0.469586183423703,0,-0.0399342140364263,0,0,0,0,0,0,0.0201548624159324,0,0,0,-0.0332504664327553,0,0,0,0.0259574373592021
X601328.CH.EQUITY,0,0,0,0.114354134772696,0.0131182997616015,0,0,0,0,0,0,0,0,0,0.0466690101193117,0,0,0,0,0,0,0,0.358185806834779,0,0,0,0,0,0,0,0.00749532457702713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169783930204556,0,0,0,0,0.035101256958685
X601166.CH.EQUITY,0,0,0,0,0.57691022598092,0.0109997957244843,0,-8.67361737988404e-19,0,0.045573708215723,0,0,0,0,0.0970936822226204,0.0725003654769565,0,0,0,0,0,0,0.0262872556241283,0,0,0,0.0366790011225398,0,0,0,0,0,0,0.0864426910035802,0,0,0,0,0,0,0,-0.0292937608601709,0,0,0,0,0,0,0,0.0320329723552203
X600000.CH.EQUITY,0,0.0355319019543174,-1.38777878078145e-17,0.0431940284333917,0,0,0,0.0381948944878925,0,0,0,0,0.16917563028355,0.479351677393473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806047043204358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0465636600637291,-2.77555756156289e-17,0,0,0,0,0.0420618103263642,0,0,0,0,0,0,0,0,0.0847876083334072,0,0,0,0,0,0,-0.00936661672902552,0,0,0.0843905242652538,0.166310659867719,0,0.260530276394589,0.162522098697465,0,0,0,0,0,0,0,0,0,-0.0386340194017422,0,0,0,0.0742220270105311,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.0857987428669475,0,1.73472347597681e-18,0.553855248099368,0,0,0,0,0,0,0,-0.023379031484004,0,0,9.07985789171725e-05,0,0,0,0,0,0,0,0,0,0,-0.158083956392993,0,0.209130470380522,0.0135761195764503,0,-0.055569236791209,0,0,0.00726695943678499,0,0,0,0,0,0,0.097376767990882,0
X601319.CH.EQUITY,0,0,0,0.261734301796471,0,0,0,0,0,0,0,0,0.00995154818191824,0,0,0.10005941519248,0,0,0,0.020973574464573,-0.0110027868219199,-0.0488175097247959,-0.0777036860741591,0.033399647532539,-0.0401224584245813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260864868260962,-0.0136352879949775,0,0.0157764167972284,0,-0.0993809750080039,0,0,0.45342555826718,0
X000001.CH.EQUITY,0,0.0813209686554205,0,0,0.10892162510943,0.101215625599983,0,0,0.0855589338046804,0,0,0,0,0.0102338023196203,0,0,0,0,0,0.086799708471408,0.0567632194596807,0,0,0,0,0,0,0,0,0,0,0,0,0.213195506273324,0,0,0,0.076422632133956,0,0,0.0513332649121141,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.478093750045255,0,0,0,0,0,0,0,0,0.203046966600644,0,0,0,0,0,0,0,0,0,0,0.0343336342698331,0,0,0.155243376130131,0,0,0,-0.0567046923321122,0,0,0,0,0,0,0,0,0.330754964189288,0.0812117227719064,0,0,-0.112699609006472,0,0.251719625658383,-0.138318541081066,0,0,0,0,0
X16.HK.EQUITY,0,-0.00930748798939912,0,0,0,0,0,0.15707443455356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635944064575397,-2.16840434497101e-19,0,0,1.73472347597681e-18,0,0.173041332058326,0,0.210173292405239,0,0,0,0,0,0,-0.143307969809277,0,0.00973509761480466,0,-0.0179638539059201,0.282539681082805,-0.00337704861231168,0,0.0283196988881357,0.287534899224024,0,0,0
X688.HK.EQUITY,0.132040046855332,0,0,0,0,0,0,0.158026908592445,0.00510659214977114,0,0,0,0,0,0.0772319408454647,0.0499732321797973,0,0,0,0,0,0,0,0,0,-0.185053015765958,0.0629217689822952,0,0.666773568541348,0,0,0,0,0,0,0,0,0,0,0,0,-0.00397445875389631,0,0.146576905146412,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0419317557660042,0,0,0,0,0,-0.128649416484823,0,0,0,0.156609747078251,0.153318560777101,0,0,0,0,0,0,0.123972391136382,0,0,0,0,0,0.117226745118575,0,0,-1.38777878078145e-17,0.0662049187621218,0,0,0.106211541177607,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.395740382220489,0.345294865363127,0
X601998.CH.EQUITY,0.0445042040728646,0,0,0,0.257545727281312,0,0,0,0,0,0,0,0,0.42440009598371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222743088957804,0,0.0115666637701541,0,0,0,0.00975427087238991,-0.0602428453685944,0,-0.333129777001843,0,0,0.343908055899808,0
X11.HK.EQUITY,0,0,0,-0.0608297389568547,0,0,0,0,0.415199450041001,0,-0.167943013017687,0,0,0,-0.0520773847390641,0,0.0426655608773178,0,0,0.0259634076458348,0.233171022701676,0,0,-0.0678128972373463,0,0.136424568946089,0,0,0,0,0,-0.070663764254816,0,0.0920594417229145,0,0,0.0646945315964806,0.205676414534008,0,0,0,0,0,0,-0.0567795603963697,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0.0367440297491928,0,0.0722840022497659,0,0,0,0,0,0,0,0,0,0,0.0363114195448536,0,-3.46944695195361e-18,0,0,0,0.233640411009448,0,0,0,0,0,0,0,0,0,0,0,0.202086771077874,0,0,0,0,0,0,0,0,0,0.374108990942527,0,0,0
X1109.HK.EQUITY,0.0755536472479245,0,0,0,0,0.0665912876050611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371810519794291,0,0,0,0,0.0825568770831782,0,0,0,0,0.320595174332146,-0.0589608736407936,0,0.352235569586845,0,0,0,0,0.061157740307011,0,0,0.13524856932646,0.0682044345857154,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.101093973065859,0.287746807370532,0,0,0,0,0.0177460001358032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184564223364788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0.109778451320333,0,0,0,0,0,0,0.0737050893011227,0,0.127137277910512,0,0,0,0,0,0.140473262320881,0,0.0227552446011791,0,0,0.20103685740182,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697787482012881,0,0,0
X2007.HK.EQUITY,0.0678834112869257,0,0,0,0,0.1052601760269,0.0231670650407398,0.396424515182063,0.0754205651045898,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0405294455800013,0,0,0,0.0566801929706406,0.0837341243530509,0,0,0,0,0,0,0,0,0,0.00728136704253052,0,0,0,0,0,0,0,0,0.0979716039403167,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,-4.33680868994202e-19,0,0.0280864308823928,0,0.00465987836274651,0,0,0,0,0,0.386977436973929,0,0,0,0.0347437192881279,0,0,0.109932872837751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561141541927974,0,0,0,0.0175930578671948,-0.0607522541673057,0,0.0121054910633282,0,0,0,0
X601818.CH.EQUITY,0,0,0.0869217782315435,0.203280485779885,0.0963854260624968,0,0,0,0,0.000293090398319107,0,0,0.0500469112215699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146356637746205,0,0,0,0,0,0.00615948572051382,0,0,0,0,0,0.0773451482644562,0,0,0,0,0,0,0,0,0.0780641250457477
X601688.CH.EQUITY,0,0,0,0,0,0,0.0770532600603089,0.00694677041048756,0,0,0,0,0,0,0,0.00176119023215432,0.0209326432190736,0,-0.0198878181801681,0,0,0.0369785468355177,-0.0391601308135235,0,0,0,0,0,0,0,0,0,0,0,-0.0440382329029988,0.254240932181747,0,0,0,0.503073014026097,0,0,0,0,0.0853836478258509,-0.0346907934522675,0,0,0.177410737265927,0
X002142.CH.EQUITY,0,0,0,0,0,0.307553301279337,0,0,0,0,0.0296609385328415,0,0,0,0,0.104448577046928,0,0,0,0,0,0,0.208673119855682,0,0.213402926275127,0,0.0305838088571468,0,0,0,0,0,0,0,0,0,0,0.202849289536022,0,0,0,0,-0.193355669568213,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0253880285056342,0,0.0660454689115533,0,0,0,0,0,0,0,0,0.12571440011963,0,0.0515934506861124,0,0.0373837378349494,0,0,0.0302111328451816,0,0.0825660861441067,0,0,0,0,0,0,0,-0.50351463196276,-1.73472347597681e-18,0.17772849943223,0,0,0,0,0,0,0,0.235181680928986,0
X601211.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0,-2.16840434497101e-19,0,0,0,0,0.0651285217840506,0,0.0547150511972953,0,0.12727639754894,0,0,0,0,0,0.0143623469300407,0,0.0507153871063021,0,0,0,0,0,1.0842021724855e-19,0,0,0.441014163189852,0,0,0,0.0213058884210204,0,0,0,0,0,0,0,0,0,0,0.028432688290355,0,0
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0211921876403398,0,0,0,0,0,0,0,0,0,0.40908372328321,0,0,0,0.095166830714771,0,0,0,0,0.317275547518012,0,-0.054467251141622,0,-0.0226856731008706,0,0,0,0,0,0,0,0.0724326052185798,0,0,0,0.101495330914678,0.153286215283482,0,0,0
X601336.CH.EQUITY,0,0.169642298371548,0,0,0,0.0703522515309187,0.0593830087412627,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.109717443371132,0.035441241507909,0.0728102192970401,0,0,0,0,0.0786432690363037,0,0.0475932001994794,0,0,0,0,0,0,0.186187527191773,0,0,0,0,0,0,0,0,0,0,0,0,0.0213208063296592,0,0,0
X001979.CH.EQUITY,0,0,0,0,0.187186195225479,0,0,0,0,0,0,0,0.152087456755889,0,0,8.67361737988404e-19,-0.0901427300090442,0,0,0,-0.0682244476321366,0,0,0,0,0.0538091408793466,0,0,0,0,0.378454088628407,-0.00387398807718176,0,-0.0190569074070143,0,0,0,0,0,0,0,0,0,-0.000918204871796668,0.0630152172029071,0,0,0,0.177549820242524,-0.0400914280290877
X600837.CH.EQUITY,0,0,0,2.16840434497101e-19,0,0,0.0842675323226282,0,0,0,-0.0444059999070612,0,0,0,0,0,0.0211818751184028,0,0,0,0,0,0,0,0.0541512025837134,0,0,0,0,0,0,0,0.584809870411173,0,0,0,0,0.036427582858858,0,0,0,0,0,0,0,0,0,0,0,0.181126647145256
X000166.CH.EQUITY,0,0,4.33680868994202e-19,0,0.0630760785500685,0,0,0,-0.0175904914129091,0,0,0,0,0,0,0,0.138388214495242,0.203077000514809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137035356151648,0.126090453512001,0,0,0,0,0,0,0,0,0.0348521332796972,0,0,0,0,0.0386949874167011,0.00564897389654014,0,0.237641657660251
X600918.CH.Equity,0,0,0,0,0,0,0.196392310959393,0,0,0,0,0.0521022617872014,0,0,0,0,0,0,0,0,-0.0458075255472777,0,0,-0.306365831035774,0,0,0,-0.0234313503656976,0,0,0,0.17763166509054,0.00805073252004942,-0.0884287809154839,0,0,0,0.0485292945938008,0,0.316978362579251,0,0,0,0,0,-0.128552068748852,0,0,0,0
X12.HK.EQUITY,-0.191466581169579,0,0,0,0,-0.165073615566259,0,0.300572561103793,0,0.504001358610859,-0.148402949147062,0,0,0,0,0,0,0,0,0,0.524594043513186,0.095860983276477,0.0310964414288335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0929261346142143,0,0,0,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,2.16840434497101e-19,0,0,0,0,0.425594426449196,0.181797166103907,0,0.130589463863731,0,0,0,0,-4.33680868994202e-19,0,0,-0.0445959909100289,0.434128298330005,0,0.23724444987085,0,0,-0.10106594855203,0,0,0,0,0,-0.482844557584125,-0.157029522477322,0,-0.317230595544062,0,0,0,0,0,0,0,0,0,0,0,0,0.0888897298011359,0,0,0
X601229.CH.EQUITY,0.764519108517048,-0.0752200869979004,0,0,0,0.071555292435196,0,0,0.319187865399338,0,0,0,0,0,0,0.013500294769236,0,-0.144698640802099,0,0,0,0,0,0,-0.0386308909333903,0,-0.0945143650918465,0,-0.312891531450435,0.132193443076047,0,0,0.279286901791648,0,0,0,0,0,0,0,0,0,0,0,0,-0.13495276086741,0,0,0,0
X601788.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0290252390400513,0.0393423714668727,0,0.0355184533769949,0.00332317655480611,0,0.106018022618643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424536128556672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121207475001322,0.25327323887625
X823.HK.EQUITY,-0.0328436565858303,0,0,-0.162364194192239,0,0,0,0,0,0,0.0305681546064171,0,0,0,0,0,0,0,0.15667267667098,0,0.0201342841212953,0,0,0,0,0.462278499166988,0,0,0,0,0,0,0,-0.223723329806707,0,0,0.271577171313965,0.204656408727032,0,0,0.0290423788830649,0,0,0.197133846909678,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0.155456553965035,0,0,0,0,-0.0269179105950843,0.0371723271686419,0.0664033036758455,0.164831863826436,0,0,0,0.0343211907844126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452107812379806,0,0,0,0,0,0,2.77555756156289e-17,0,-0.0072875984229956,0,-0.0658907071460931,0,0,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,-0.061034015332796,0,0,0,0,0.0522645779097089,0,0,0,0,0,0,0.423776301921766,0,0,0,0,0.215171126369346,0,0,0,0,0.0289136229914065,0,0,0,0,0.368651136974173,0,0.0529485736257567,0,0,0,0.0270683166162433,0,0,0,0.0534488990920792,0,0,-0.0146361806633126,0,0,0,0
X601881.CH.EQUITY,0.0202382239107718,0,0,0.0405363238569603,0.142545346010779,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0353235244385106,0,-2.16840434497101e-19,0,0.0102883501691904,0,0.0335810875239666,0,0,0,0,0,0,0,0,0,0,0,0,0.103077668976987,0,0,0,0.0159549857525632,0,0,0.0534373035295331,0.449872730829084,-0.019961434046207,0,0,0,0,-8.67361737988404e-19,0,0,0
