,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY
X601398.CH.EQUITY,0,0,0,0.258474294705477,0,0,0,0,0,0,0.145336839288877,0.0404523043280194,0,0,0,-0.198328405682899,0,0,0,0,0.35250651690476,0,0,0,0,0,0,0.205765564627895,0,0.0554907384256446,0,0.0989889742709365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0760219124953138,0
X601318.CH.EQUITY,0,0,0,0,0,0.0260389500244499,0,0,0.243247806580376,0,0,0.267185939394798,0,0,0,0.0985849112379353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108924424442622,0,0,0,0,0,0,-0.254695234573115,0.095470585921286,0,0,0.177915998496524,0,0,0,0,0.10170807531216,0
X601939.CH.EQUITY,0.439502716009812,0,0,0,0,0.1904599372699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569542476079645,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360542693102891,0,-0.153164709480688,0,0.086282972700698,0,0,-0.011011519280997,0,0,0
X601288.CH.EQUITY,0.508086313823424,0.0158653202327315,0.13363960571128,0,0.12227985282627,0.065686615037234,0,0,0.0345186522353836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752082125602927,0,0,0,0,0,0,0.0533929608808751,0,0,0,0.0780261247352005,0.185451373654586,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.116166312732788,0.188309382255069,0.139961397074433,0,0,0,-0.15593624250882,0,0,0,0.229108419796141,0,0,0,0,0,0.590348431731167,0,0,-0.0643229743326059,0,0,0.141054114958514,0,0,-0.166679279538414,0,0,0,0,0,0,0,0,0.0231327328880564,0,0,0,0,0,0,0,0,0,0.145589907754911,0,0,0.11811354827259
X601988.CH.EQUITY,0.0992686732340541,0,0.111943780716305,0.187879494292568,0.0249009283011729,0,0,-0.0154007161978522,0.160973671277913,0.0798593186120061,0.211089001832108,0,-0.401189537873937,0,0,0,0,0,0,0,0,0,0.108560573157024,0,0,0,0.0965868504759046,0,0,0,0,0.00261058085624949,0,0,0.0365767045793067,0,0,0,0,0,0,0,0,0,0.0526696335403971,0,0,0,0
X600036.CH.EQUITY,0,0.372163143076225,0,0,0,0,0,0.0343272070449831,-0.0112398910361305,0,0,0,0,0.288333718068793,0,0,0.0201779869655022,0,0,0,0,0,0,0.176251079845672,0,0,0,0,0,0,0,0.0927032601787336,0,-0.0399122573211998,0.000544414852262579,0,0,0,0,0,0.164788337113914,0,0,0,0,0,0.0163948660749153,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.161053431858301,0,0,1.73472347597681e-18,0,-0.0488585202230267,0,-0.0494422170588706,1.73472347597681e-18,0,0.274051036647241,0.273018552113643,0,0,0.143438841764453,0,0,0,0,0,0.0955151621594532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710602407555517,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.141717149362722,0.351981568329905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145538348431377,0,0,0,0,0,0,0.0788335206277784,0,0,0,0,0,-0.386994903688194,0.0430684727999744,0,0,0,0,0,0,0,0,0,0,0,0.333248861090693,0,-0.0234757040877817,0.160415273089591
X601166.CH.EQUITY,0.117395278010886,0,0,0,0,0.0437511592269946,0.499670100186778,0,0,0,0,0,0,0.0393398528429537,0,0.246709701499509,0,0,0,0,0,0,0,0,0,0,0,0.0835485788362528,0,0,0,0.0441059538412919,0,0.109042358942171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
