,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,-0.078316546729777,0,0,0,0,0.203146285673421,0,0,0,0,0,0,0,0,0.0348839136240322,0,0,-0.310018396159188,0,0,0,0,0,0,0,0,0,0,-0.338102568555713,0,0,0.0836526709607682,0,0.76982454229654,-0.185235392095716,0.267425684184844,0,0,0,0,0,0,-0.0134444471036127
X601318.CH.EQUITY,0,0,0,0,0,0,0.172771350450401,0,0,0.0292487361066936,0,0,0,0.0293839821214868,0,0,0,0,0,0,0,0,0,0,0.161546443044681,-6.93889390390723e-18,0,0,0,0.0542433206972653,0,0,0,0,0,0,0,0.480978375325677,0,0,-0.0539315328976318,0,0.0475049526278138,0,0,0,-0.0208517400638004,0,0.011932507100399
X601939.CH.EQUITY,0.410173442893705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223857619723024,0,0,0,0,0,0.100839650750159,0,0,0,0,0.1393033647281,0,-0.155545635516111,0.0693561624834626,0,0,-0.106241254368453,0,0,0,0.445021869628832,0,0,0,-8.67361737988404e-19,0,0.0862564470691493,0,0,-8.67361737988404e-19,0
X601288.CH.EQUITY,0,0,0,0,0,0.0650773064750306,0,-0.182419416912102,6.93889390390723e-18,-8.67361737988404e-19,0.40354179727006,0.423301093326552,0,0,0,0,0.128982961889428,0,0,0,0,0,0,0,0,0,-0.0488988587858602,0.000325198961142834,0,0,-0.486508787075524,0,0,0,0,0,0,0,0,0,0,0.074699603811069,0,0,0,0,0.0210010203738617,0,0
X5.HK.EQUITY,-0.136778554100535,0,0,0,0,0,0,0,0,0,0.0367883036009181,0,0,0,0,0.223363893272487,0,0.288909091018139,0,0.071656281406219,0,0,0,0.483028403439316,0.0144280920752705,0,0,-0.0397817496306704,0,-0.270447919498809,0,0,0,0,-0.00437097227160549,0,0,0,0,0,-0.138332768759848,0,0.190400415285798,0,0,0,-0.106740374889228,0,-0.132807819412905
X601988.CH.EQUITY,0.223407984969971,0,0,0.75949342113787,0.165061695376131,0,0,0,0,0,0.111728963667845,0,-1.38777878078145e-17,0,0.111732744547987,0,0,0,0,0,0,0,0.0130432111983053,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.105911324515172,0,0,0,0,0,0,0,0,0,0.000315717021540613
X600036.CH.EQUITY,0,0.648108386266883,-0.00387141757899409,0,0,0,0,0,-0.212284172021253,0.600673074032307,0,0,0,0,0,0,0,0,0,0.0815519497689462,0.0172304509794793,-0.0473599908679696,0,0,0,0,0,0.0466892741374929,0,0.101926447626764,0,0,0,0,-0.0671367289990776,0,0,0,-0.117627510175667,0,0,0,0.160917425599386,0,0,0.0100732756469238,0,0,0
X1299.HK.EQUITY,0,0.0422747152624657,0,0,0.0967358884789012,0,0,0,0,0,-0.109356245746389,0,-0.00827180581674281,0.127201992510294,0,0,0.217994921264635,0,0,0.0407756705350466,0,0.124443434869567,0,0,0,0.0299539456037882,0,0,0,0,0,0.221042179794947,0,0,0,0,0,0,0,-0.0778905724235309,0,0,0,0,0,0,0,0.200487877448132,0.0343438234436687
X601628.CH.EQUITY,0,0.058295488666355,0,0.0544777842193325,0,0,0,0,0,0,0,0,0,0.331023793386386,0,0,0,0,0,-0.024738691319302,0,0.116593207290376,0,0,0,0,0,0,0,-0.0591351432719035,0,0,0,0,0,0,0.044035456203755,0.215466679917498,0.011776270123354,0,0,0,0,0,0,0,0,0.136824961621577,0
X601328.CH.EQUITY,0,0.182348854794685,0.296318813795914,0.0311076234404787,0,0,0.46815333565918,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.109775682642889,0,0,0,0,0.187734276515808,0.299279030767322,0,0,0,0,0,0,0,0,0,0,0,0,-0.103323055503314,-0.117364843534135,0,0,0,0,0,0,-0.504549347966016,-0.0135350843692507
