,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.166991095544795,0,0,0,0,0,-0.192225918757103,0,0,0,0,0,0,0,0,0,0,-0.0220944036177419,0,0,0.384565649064746,-0.0313539894126374,0,0,0,0.430694661176912,0,0,0,0,-0.069393152695791,0,0,0,-0.0344538414049808,0,0,0,0,0,0.0233532794292226,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0363556879137925,0,0,0,0,0,0.170665595729439,0,0,0,0.217654657328524,0,0,0,0,0.0380605214050711,0,0,0,0,0,0.115482907072182,0,0,0.0587031364036459,0.309582660960915,0,0,0.15538137577727,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.764709726450463,0,0,0,0,0,0,0.116850487258796,0,0,0,0,0.101697018009496,0,0,0,0,0,0.00591870525764533,0,0,0.0111550390547793,0,0,0.0681679501441927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.807563898617851,0,-0.0105037954671295,0,0,-0.0563801040656863,0,0,0.0935085231384893,0,0,0,0,0,0.0457109984043542,0,0,0.00593421182419659,0.00954717744361673,0,0,0.266363386588104,0,0.0521291823634705,0.00229185303278693,0,0,0,0,0,0,0,0,0,0,0,-0.157793613611792,0,0,-0.183841490684702,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.243171761110248,0,0,0,0,0,0,0,0,0.445580966454185,0,0,0,0,0,0,0,0,-0.0559497809479718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105129902058167,0,0.373783538572978,0,0
X600036.CH.EQUITY,0,0,0,0.347454325595878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175623666365445,0,0,0,0,0,0,0,0.199537795229714,0,0.0323583676057458,0,0,0,0,0,0,0,0,0,0.0611602309483124,0,0,0,0,0,0,0.0833028311098796,0,0,0,0,0.0118123125756982
X601988.CH.EQUITY,0,0,0,0.0587841751877085,0,0.0230636703160762,0,0,-0.0624676404155962,-0.00898058346322535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706606912044908,0,0,0,0,0,-0.0272509771382842,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.128490497831296,0,1.00102242786348,0
X1299.HK.EQUITY,0,0.0325760087237427,0,0,0,0,0,0,0,0.201630205251605,0,0,0,0.182964463957877,0,0,0,0,0,0,0,0,0.313370400278204,0,0,0,0,0,-0.056291858278269,0,0.045926543781997,0,0,0,0,0,0.0649329718815669,0.071778647379483,0,0,0,0,0.1631433663399,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.178186080625502,0,-0.0326510961140611,-0.080679428265405,0,0,0,0,0,-0.275564296478487,0,0,0,0,0,0,0,0,0.0353256430207238,0,0.418571148873305,-0.144505234104313,0,0,0,0,-4.33680868994202e-19,0,0,0,0.375587914582628,0,0,0,0.201084214992456,0.402257306014711,0,0,0,0,0.356159998666832
X388.HK.EQUITY,0,0.273333855788513,0,0,0.315831861782476,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0500843607606449,0,0,0,0.0237525875299862,0,0,0,0.191389400998497,0,0,-0.0370243049247463,0,0,0,0,0,0,0,0,0,0.302841914471862,0,0,-0.22591689157639,-0.161571478684789,0,0,-0.14123503252967,0.275603711789167,0,0,0,-0.0499320542959226
X601658.CH.Equity,0,0.0205038516565742,0.188993477677524,0.149096193721848,0,0,0,0,0,0,0,0,0,0,0,0.0375576574722819,0,0.0490830822027412,0,0,0,0,0,0,0,0,0.180579652322209,0,0,0,0,0,0,0,0,0,0.00534583203208584,0,0,-0.038043975190708,0.128137066839327,0,0,0,0,0,0.0727812772520728,0,0,0.0519777926978698
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.112653959543088,0,0,0,0.324476784479926,0,0,0.00942806126809358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979439034121547,0,0,0,0,0,0.167015987173769,0,0,0,-0.0621989842006518,0.163238361012581,0,0,0,0.266830547410711,0,0
X601166.CH.EQUITY,0,0,0.0325998994523492,0,0,0.044028302514476,0.190207779650634,0,0,0,0,0,0,0,0,0.0646090603008735,0,0,0,0,0,0.0616953002232385,0.066105704371266,0.374731023628217,0,0,0.0169872311423511,0,0,0,0,0,0,0.00343903071107431,0,0,0.0576251050210133,0,0,0,0,0,0,0,0,0,0,0,0.176128569676816,0
X601066.CH.EQUITY,0,0,0,0,-0.0299280010764528,-1.73472347597681e-18,0,0,0,0,0,0.717401049287028,0,0,0.0245005248392381,0,0,0,-0.0314644371035826,0,0,0,0,0,0,0,0,0,0,0,0,-0.00273034673284015,0,0,0,0.000906568179049473,0,0,0.116698270177825,0,0,0,0.0663785506912753,0.00659438492805859,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0578100031205275,0.122687055113336,-0.215887347288603,0,0,0,0.261065435469672,0,0,0,0.143049929550243,0.327248267085777,0,0.0270427623586891,0,0,0,0,0,0,0.0520976185026803,0,0,0,0,0,-0.182007484929162,-0.0516364692983996,0,0,0,0,0,0.0957562159256318,0,0,0,0,0,0,0,0,0,0.028597867356794,0,0.0170759039542312,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.219336768945252,0,0,0,0,0,0,0,0,0.105029353227311,0,0,0.0976661682242377,0,0.0900848609410803,0,0,0,0,0,0.309948498700982,0,0.0176919721407152,0,0,-0.228016105273274,0.0119494098921789,0,0,0,0,0,0,0.267448593828327,0,0.0206003311169335,0,0,0.0109115613809357,0,0,0,0,0,0
X601328.CH.EQUITY,0.0329106059539326,0,0,0.222657954193167,0,0,0,0,0,0,0,0.0359103170359849,0,0,0,0,0,0.0603113901783305,0,0,0,0.376860777572778,0,0,0,0,0,0,0,0,0,0.0389681709580084,0,0,0,0,0,0,0.0491812142980127,0,0,0,0,0.000601858671962319,0.0839678096875666,1.73472347597681e-18,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.0158993643937987,0,0.495129722733258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976433665221065,0,0,0,0.0322578304619846,0,0,0,0,0,0,0,0,0,0.544497365295793,0,0,0,0,0,0,0,0.131229672484994
X601601.CH.EQUITY,0,0.371194183911172,0,0,0.216076690302954,0,0,-0.065278246242932,0,0,0,0,0.0408941975729439,0,0.0508021826716088,0.075021787991387,0,0,0,0.184076048956399,0,0,-0.0395500708655983,0,0.0588636110089778,0.0231693991235985,0,0,0,0,0,0,0,0,0.121952796393582,0,0,0.0727787151413861,0,0,0,0.0964279748132081,0,0,-1.73472347597681e-18,0,0,-0.052329331915682,0,0
X601319.CH.EQUITY,0,0,0,0.101876703392691,0,0,0,-0.0350718485281178,0,0,0,0,0,0,0.130145882956157,0.324621225385875,0,0,0.0951754867722284,0,0,0,0,0,0.0241958558056654,-0.0191365705220938,0.0379253393687176,0,0,0,-0.0884770210704509,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0715387727255734,0,0,0,0,0,0.275258819619338,-0.0646692904378055,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.133721945033176,-0.0128313289391591,0,0,0,-0.0307744863758065,0,0,0,0,0,0,0,-0.213491515360954,0,0,0,0,0,0,0.30866554154113,0,0,0,0,0,0,0,0,0.203244346954743,0,0.119249486452488,0,0.0749286982725751,0.283869522452113,0,0,0.26924041452075,-0.146077465872577,0,0,0
X600016.CH.EQUITY,0,0,0.0230498192862459,0,0,0,0,0,0,0,0,0,0.0264681278228824,0,0,0,0.0970676916643371,0,0,0,0,0,0,0,0,0.154442831009397,0,0.0478487188227199,0,0,0,0.200354823052737,0,0,0,0,0,0,0,0,0,0,0.03605885994711,0,0,0.0562389777791644,0.137234857116236,0,0,-0.0184371263179727
X1109.HK.EQUITY,0,0,0,0,0.355929361352467,0,0.0130197110203891,0.173178331217714,0,0.147356352136455,0,0,0,0.0235666344735001,0,0,0,0,0,0,0.0918205650593378,0,0,0,0,0,0,0,0.171896914481591,0,0,0,0,0,0,0,0,0.00832644902713034,0.142202709284916,0,0.0175689811980924,0,0.0896028513876859,0,-0.206353549534254,0,0,0,0,-0.0265476624688945
X601998.CH.EQUITY,0.163142499758698,0,0,0,0,0,0,0,0,-0.00718210244450012,0,0,0,0,0,0,0,0,0.189537237566101,0,0,0,0,0,0,0,0,0,0.101320969960444,0,0,0,0,0,0,0,0,-0.0139656751335764,0,0,0,0.0284061769860279,0.141109496650125,0,0,0,0.0669324609593563,0,0.492077724751803,0
X300059.CH.EQUITY,0,0,0,0,0,-0.0252979361644205,0,0,0,0.224021067678602,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315940227074456,0,0,0,0,0,-0.0101218270776133,0,0,0,0.347865110189201,0.00321810306973557,0.0236414251647074,0.124362648042021,0,0,0,0,0,0.0162741608547824,0,0,0,0,0.0863244057037967,0.129151757252141,0,0
