,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601066.CH.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0344527353663756,0,0,0,0,0,0,0,0,0,0,-0.00192764150169022,0,0.536640352220963,0.789822462134935,-0.107317227918635,0.0108899009459535,0,0,0.207400635364419,0,-0.234031981176619,0,0,0,0,-0.32445705197988,0,0,0,-0.0450277992078809,-0.0801928262137537,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.210895997563386,0,0,0,-0.0436106118841187,0,0,0,0,0,0,0,0.047758639774672,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0989723214527074,0,0.0631595933196234,0,0,0,0,0,0.249370488051919,0,0,0,0,0,0,0,0.157961018471949,0,0,0,0.188154698580261
X601939.CH.EQUITY,0,0,0,0.826022691792412,0,0,0,0,0,0.0184517519206215,-0.0766588972172529,0,0,0,0,0,0.0687895892321554,0.073558424728047,0,0,0,0.00170345018186748,0,0,0,0,0.0551912985691136,0,0.0301292254015286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217938815058893,0,0,0,0,0.0280948887529269,0.0350512696234009
X601288.CH.EQUITY,0,0,0.866932992516717,0,-0.0665352115771863,0,0,0,0,0,0,0,0,0,0,0.0331424512650395,0.0453254197936631,0.157245550500781,0,0,0,0,0,0,0,-0.102742772685845,0.0208511603408183,0,0,0,0,0,0.0147558860021485,0,0,0,0,0,0.014870449995025,-0.12375950855422,0,0,0,0,0,-0.0267047903535143,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.103177750936887,0.0701648474981989,0.412035258277396,0,0,0,0,0,0,0,0,0,0.0376094469196693,-0.0706923955438678,0,0,0,0,0,0,0.0328841992715604,0,0,0,0,0.0700654921898707,-0.162596981152402,0,0.314803675066784,0,0,0,0,0,0.28445102576377,0,0,0.151855747270594,0,0,0
X600036.CH.EQUITY,0,0,0.383823989260644,0,0,0,0,0,0.0189904859118908,0,0,0,0,0,0,0,0.125795001947915,0,0,0.00148580931472839,0.00715610704188455,0,0,0,0,0,0.186277860904683,0,0.176596745264139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194951043470718,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0774608464137932,-0.149002767041908,0.0247289459330246,0,0.0506403416561714,0,0,0,3.46944695195361e-18,-0.0658507706308911,0,0,0,0,0,0,0,-0.106425384915016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711122766573447,0,0,0.00705915214463618,0.0281222496952298,0.0204234254417844,0,0,0,0,1.04431930788845
X1299.HK.EQUITY,0,0.0986008842527631,0,0,0.172207065340497,0,0,0,0,0.211775302859769,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.230745454776739,0,0,0.325400540506863,0,0,0.206345316534625,0.149669618333374,0.110789901270624,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.0982455458759351,0,0,-0.0898155023477244,0,0.0869171999198414,0,0.0196591183016237,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324426971583927,0,0,-0.433942567280017,0,0,0,0.0919290944406054,0,0,0.159644291433783,0.220439637249543,0.429712556395357,0,0,0,0.0425109151985076,0,0,-0.116604939577168,0,0,0,0.0022021301140037,0,0,0,0.109176089532638,-0.164549488439613,0.11849095455219,0,-0.0536910499218747,0,0,0
X388.HK.EQUITY,0,0,0,0,0.346500971296816,0,0,0,0,0,0.0112107644521897,0,0,0,0,0,0,0,-0.500143273380339,0,0,0,0.250473513716701,0,0.0448515595452497,0.295492953930015,0,0,0.104607947589881,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0678093447267801,0,0,0,-0.146435819232763,0.123850799193691,0,0,-2.77555756156289e-17,0,0,0
