,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY
X601398.CH.EQUITY,0,0.36864244575922,0,0.297491929459426,0.00316562453222493,0,0.172789397454096,0,0.128371690093556,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107701934288898,0,0,0,0,0,0,0,0,0,0,0,0.104500055055048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212766189058981,0
X601939.CH.EQUITY,0.369699693904775,0,0,0,0,0,0,0,0,0,0,0.0757481414140671,0.307435310475482,0,0,0,0,0.102141881934706,0.070916007482473,0,0,0,0,0,0,0,-0.10672429822016,-0.0122620978011854,0,0,0,0,0,0,0,0,0.0130927949231445,0,0,0,0,0,0,0,0,0,0.029885592837736,0,0,0.0326401647571257
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.421442261538347,0.0479037971484809,0,0,0.332272571524609,0,0,0,0,0,0.107140816770491,0.0107492578568763,0,0,0,0,0.035334646691936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.264742595782102,0,0,0,0,0,0,0,0,0,0.0198525929435959,0,0,0,0,0.165432388552667,0.170956779469538,0,0,0,0,0,0,0,0,0,0,0.0669181846288124,0,0,0.0240244725841811,0,0,0,0,0,0,0,0,0,0.180905890158007,0,0,0.0978858458373921,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994502093870941,0,0,0,0,0,0.131738913447792,0,-0.147479732322437,0.616375484827367,0.119033281483949,0,0,0,0,0,0,0,0,0,0.0650598265293694,0,0,0,0,0,0,0,0,0,0,0,0,0.482799467501991
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.232647368101658,0,4.33680868994202e-19,0,0.566673657539143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150829441743813,0.130382305882011,0,0,0,0,0,0,0,0.0121253300640351,0.0564903557709079,0,0.00353973274351554,0,0,0.0302388965513232,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0.0280541362883531,0,0,0,0,0.0399445242605697,0.0707576248691034,0,0.0709283889190098,0,0,0,0,0,0,0,0.347546087315768,0,0,0,0.222819203055397,0,0.193675608096556,0,0,0,0,0.0911811477734142,0,0,0.14028415243422,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0966739294446782,0.0303326698966609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459895192438864,0,0.0342560164376749,0,0,0,0,0,0,0.152413507116324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026058443741217,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108130942977408,0,0,0,0,0,0,0,0,0,0,0,0,0.311018815822074,0,0,0.244561169817316,0,0,0,0,-0.0191670802861368,-0.361295628560831,0.454504355576226,0,-0.118245028687295,0,0,0,-0.177630328457663,0.534612244359153,0,0,0
