,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.0367312764162782,0,0,0.0789109105363912,0,0.274597729592616,0,-6.93889390390723e-18,0,0,0,0.13680481651932,3.46944695195361e-18,0,0,0.126884071002523,0,0,-0.00920098562346462,0,0,0,0,0,0,0,0.0303713571497831,0.257196371753541,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0421828764082209,0,0
X601939.CH.EQUITY,0.00631745355483036,0,0,0.184054881813459,0,0,0,0,0,0,0,0.372937161821099,0,0.252160811204174,0,0,0,0,0,0,0.0692808490390075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661245872591385,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.188557772722466,0,0,0,0,0,0,0,0.201454810722364,0,6.93889390390723e-18,0,0,0,0,0.29818048997078,0,0,0,0.123781339384667,0,0,0,0,0.0233062637493955,0,0,0,0,-0.0362000530463454,0,0,0,0,0,0.0923722660436164,0,0,0,0,0,0,0.0270387045570191,0,0,0,0,0,0,0.10380489538127
X601288.CH.EQUITY,0.34531175697457,0.0242233421682884,0,0,0.492560930419627,0,0,0,0,0,0,0,0,0,0.0318730330197025,0.00784342704737042,0,-0.0303189005713527,0,0,0,0,0.0141758036415482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100786062127994,0
X601988.CH.EQUITY,0,0,0.189858015574088,0,0,0,0,0,0,0,0.130974638841558,0,0,0,0,0.0256275911281344,0,0.0903313274319719,0,0,0,0,0,0,0.0398900731147121,0,0,0,6.93889390390723e-18,0,0,0.152814807469672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212441447615717,0,0,0,0.124719125422076
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.147247926294506,0,0,0,0,0,0,0,0.093806042865294,0.389416007589102,0,0,0,-0.502988663131136,0,0.176411211446582,0,0,0,0,0.0892150965828063,0,0,0,0,0,0.240509244955305,0,0,0.204903586621898,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.060787478973243,0,0,0,0.0924002136329321,0,0,0,0,0,0,0,0.135498838506136,0,0,0.123238459504314,0,0,0,0,0,0,0,0,0.0542621940528318,0,0,0.190750947961103,0,0.230587666419876,0,0,0.0415644601389825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.00855389210001772,0,0,0,0,-6.93889390390723e-18,0,0,0,0.131457507450301,0,0,0,0,0.106605064133006,0,0.16785026750147,0,0,0,0,0,0,0.168752828754714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35899492810259,0
X601628.CH.EQUITY,0.26197464606182,0,0,0,0,0,0,0.0724019493647222,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0512090471426791,0,0,0,0,0.116939450001723,0,0,0,0,0.25981149224105,0,0,0.0626647916513796,0.109841756728949,0,0,-0.142466253420088,0,0,0,0,0,0,0,0,0,0,0.124474019066556
X601658.CH.Equity,0,0,0,0,0,0,-0.115681013308777,0,0,0,0,0,0.186446922048829,0,-0.105852930879613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770482193643326,0,0,-0.225381018727845,0,0,0,0,0,0,0.69302543696963,0,0,0,0,0,0,0.468288541739002,0,-0.161689487902144,0
