,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0332498407492426,0,0,0,0,0,0,0,0,0,0,0,0,0.508771611434141,0.759009444449071,0.0106769028723451,0,0,-0.11085581101771,0,0.218608393470409,0,-0.226731612334683,0,0,-0.320922409779,0,0,0,0,-0.0453892324762347,-0.0585375128157127,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.215872616171237,0,0,0,-0.0988023371817356,0,0,0,0,0,0.113538932451658,0,0,0,0,0,0.00779861328370563,0,0,0,0,0,0,0.136050103471748,0,0.0886133946343279,0,0,0,0,0,0,0.184417648265031,0,0,0,0,0,0,0,0,0.226430652185757,0,0,0.0874017122139441
X601939.CH.EQUITY,0,0,0,0.818259594017591,0,0,0.0288117197798986,0,0,0.0268306449696908,0,0,-0.0472752631511968,0,0,0,0.0668753131922056,0.0698260076670875,0,0,0,0.00569453852779489,0,0,0,0.06496407002737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442610681457214,0
X601288.CH.EQUITY,0,0,0.853985183245161,0,-0.0651058378462223,0,0,0,0,0,0,0,0,0,0.0031454145918274,0.0393386696095843,0.0591015656191823,0.167525631582975,0,0,0,0,0,0,-0.0913404359731944,0.0173010696702676,0,0,0,0,0,0,0.00704747008672266,0,0,0,0,0,0.0116896595063991,-0.135388681116293,0,0,0,0,0,0,-0.0361119777435606,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0547626700999321,0,0.484093636064046,0,0,0,0,0,0,0,0,0,0.0631158662030744,-0.105733639157785,0,0,0,0,0,0.10418977726103,0,0,0,0,0,-0.162133617577092,0.220543985323218,0,0.0986604634795491,0,0,0,0,0,0,0.144450365999393,0.232024739122228,0,0,0,0
X600036.CH.EQUITY,0,0,0.36275422505235,0,0,0,0,0,0.0218705717934992,0,0,0,0,0,0,0,0.142288774743034,0,0,0.00457668712189355,0,0,0,0,0,0.166213304018501,0,0,0,0.226737552108714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403282328283143,0.0226319985579718,-0.00297442817165656,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.118687218271789,0.111658454526508,0,0.0670618074513527,0,0,-0.0392474213533713,-0.027566493460259,0,0.00721512196055573,0,0,0,0,0,0,-0.0455212301756473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110290329158734,0,0,0.016562087842745,0,0,0,0,0,0,1.04315632654664
X1299.HK.EQUITY,0,0.0793753677085812,0,0,0.19756813060198,0,0,0,0,0.206236025540722,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.234745324834051,0.0259518938521791,0.326476621695465,0,0,0.183866512780036,0,0.121524646548787,0.156201081855303,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.0809581552699728,0,-0.0857222506628291,0.10645199155518,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028979700131445,0,0.34445913441867,0,0,-0.348496938831204,0,0,0,0.0900368860662302,0,0.108638596131393,0.201768949362618,0.410674440205774,0,0,0,0.0127462627231822,0,0,0,0,-0.203914449780328,0,0,0.00979948449675726,0,0,0,0.114063944897813,0.0639560670395717,0,-0.111171668582142,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.361546179467008,0,0,0,0.142821042604107,0,-0.0814644021218194,0,0,0,0,0,0,0,-0.451809419219629,0,0,-0.0833412601839742,0.24511448709832,0,0.186727839169334,0,0,0.033982239438992,0,0.126829165512835,0,0,0,0,0,0,0,0,0,0,0,0,-0.253006278314803,0,0.128544460412643,0.131896955313247,0.0766635538619068,0,0,0
