,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0057217697416965,0.170695499888915,0,0,0,0,0,0,0,0,0,-0.269702051808374,0,0,0,0,0,0,0,-0.0622178393240378,0,0,0,-0.288952555061124,0,0,0,0,0.770011091034969,-0.122700337361046,0,0.351247984564625,0,-0.0823580440562972,-0.0118000922559597,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.152457639607503,0,-3.46944695195361e-18,0.0289108460395307,0,0,0,0,0,0.027385538679924,0,0,-0.0264036962483877,0,0,0,0,0.0226071137158759,0.143402572150849,0,0,0,0,0.0843570904696958,0,0,0,0,0,0,0,0.476732498486365,0.0386410026818321,0,-0.0606601855389508,0.0299184342986126,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.409542343266732,0,0,0,0.00782624059239522,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114146330374952,0,0,0,0,0,0.151117677449324,0,0.0724873802164143,0,0,-0.160489659603115,-0.106882881890164,0,0,0,0.461192314284303,0,0,0,0,0.0871161365594432,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0660693989794335,0,-0.181682962203048,0,0,0.407027688928873,0,0.431570190452745,0,0,0,0.127338136739091,0,0,0,0,0,0,0,0,0,-0.0490134544500681,0.000324917530802708,0,0,0,0,0,-0.492560337329725,0,0,0,0,0,0,0,0,0.0765942959804548,0,0,0,0,0.0213999861666068,0
X5.HK.EQUITY,-0.167451883095967,-0.0150880175779897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24792605290825,0,0,0.113797630429021,0,0.228032697280973,0,0.462014129083125,0,0,0,0,0,0,-0.20557004127424,0,0,0,0,1.73472347597681e-18,0,-0.0145280045586501,0,0,0,-0.126873814455223,0.180784357690368,0,0,0,-0.131103291880146,0,-0.0501157731402866,0
X601988.CH.EQUITY,0.173626878122266,0,0.0331033227542023,0.623881406795433,0,0,0,0,0,0,0.103990985933421,0,0,0,0.113989596473081,0,0,0,0,0,0,0.0206892084500306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1793070079491,0,0,0,0,0,0,0.0794312733787603,0,0,0
X600036.CH.EQUITY,0,0.413503149899049,-0.0631507665654142,0,0,0,0,0,-0.124449966723076,0.545578418814134,0,0,0,0,0,0,0,0.00387674254526578,0.109681601127852,0,0,0,0,0,0,0.110648762793537,0,0.044826578515076,0,0.339768052194122,0,0,0,0,-0.333817442161483,0,0,0,0,0,0,0.114114451937989,0,0,0,0,-1.38777878078145e-17,0,0
X1299.HK.EQUITY,0,0,0.00647435687822398,0,0.0888999226515879,0,0,0,0,0,0,-0.0399185955451584,0,0.0539190620337665,0,0,0.149243351578692,0,0,0,0,0,0,0.0439868688639962,0,0.204509561296386,0,0,0,0,0.125102816389817,0.162276421667095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0583794577519418,0,0.0539385162052216,0,0,0,0,0,0,0,0,0,0.32884849001531,0,0,0,0,-0.0237766962419153,0,0,0,0,0.118545928642939,0,0,0,0,0,-0.0584465129791457,0,0,0,0,0,0,0.0447878170091341,0.214994929085417,0.0118092303154184,0,0,0,0,0,0,0,0,0,0.13851466778417
X601328.CH.EQUITY,0,0.136654401335827,0.327674315529535,0.0354229940979446,0,0,0.344421120914814,0,0,0,0,0,0,0,0,0,0,0.284857632992504,0,0,0,0.00494381944673348,0,0.0235175625921273,0,0,0,0,0,0,0,0,-0.131052002191189,0,0,0,0,0,0,0,0,0,0,0,0.0377455038521722,0,0,0,0
