,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0.221151471800099,0,0,0,0,0,0,0,-0.0132890751802426,0,0,0.152516846990124,0,0,0,0.181722836625698,0,0.33780934722312,0,0,0,0.0218262202973863,0,0,0,0,0,0,0,-0.169030543775518,0,0,0,0,0,0,0,0,0,0.166747900741515,-0.0516246925588017,0
X601939.CH.EQUITY,0.145758776068781,0,0,0.396164625493593,0,0,0,0,0,0,0,0,0,0.115974644245017,-0.0407217133383688,0,0,0,0,0,0.00688949730242704,0,0,0,-0.101849746637455,0.314531414835023,0,0,0,0,-0.130253364165525,0,0,0,0,0,0,0,-0.019078076271124,0,-0.0424376509956722,0,0,0,0,0,0,0.172433349620915,0,0
X601318.CH.EQUITY,0.0445829441917785,0,0,0,0.213303189464876,0.0432760466947544,0,0,0,0,0,0,0.170590773144595,0,0,0,0,0,0,0.137551871433497,0,0,0,0.141291061817983,8.67361737988404e-19,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0335939614799432,0,0,0,0,0.0662573128265318,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.26155940448339,0.0777682016731966,0,0.226154831754223,0,0,0,0,0,0.370490541873928,0,0.174912697370633,0.0438163864797653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176185202021909,0,0,0,0,0,0,-0.042708508645463,0,0,0,0,0,0,-0.12365945830277,0,-0.0600284488086544
X601988.CH.EQUITY,0,0.122480971436954,0,0.370389025953653,0,0,0.00367329915589833,0,0,0.277410885595997,0,0,0,0,0,0.106264451933481,0,0.10235133718762,0,0,0,0,0,0,0.17830316707194,0,0.0863749529625757,0,0,0,0,0,0,0,0,0,0,0,-0.587588018103523,0,0,0,0,0,0.0748580429860882,0,0,0,0,0
X600036.CH.EQUITY,0,0.175172646183809,0,0,0,0,0,0,0.097147245085867,0,0,0,0.0354728329201651,0,0,0,0,0.175173167791997,-0.00178396267611236,0,0,0,0,0.181260097545339,0,0,0,0,0,0,0,0,0.369998101216572,0,0,0,0,0,0,0,0,0,0.043003126808571,0.00830713955739969,0,0.0893485553101527,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131097448261174,0,0,0.373020989319932,8.67361737988404e-19,-3.46944695195361e-18,0,0,0,0.00749409220919766,0,0,0,0,0,0,0,0.0441561952304549,0,0,0,0,-2.16840434497101e-19,0,0,0,0.291457275168127,0,0,0.0289319712121197,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104584495896772,0,0,-0.0110928829628606,0,0,0,-0.356866284359103,0.563570849260943,0,0,0,0,0.640181357930469,0,0.105666774494631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245346772954286,0.0126136678183734,0
X601628.CH.EQUITY,0,0,0.148645286413337,0,0,0.0892437207897222,0,0,0,0,0,-0.239715643738498,0,0,0,0,0.134666387928052,0,0,0,0,0.189208858133948,0,0.0457760312476842,0,0,0,0,0.0750029616027709,0,0,0,0,-0.0834382578648294,0.171034981750664,0,0,0,0,0,0,0.0542203176790574,0,0,0,0,0,0.244266446213224,0,0.0127704742417028
X601658.CH.Equity,0,0.145500026149699,0,0,0.0151767739821692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394240634054112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187780515993227,0,0,0.111772516685352,0,0,-6.93889390390723e-18,0,0,0,0.00877353926167882,0,0,0,0
X601328.CH.EQUITY,0.356478253799655,0,0,0.243652090753402,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.089733559118228,0,0,0,0,0,0,0,0,0,0.0498769186963961,0,0,0,0.22503324428109,0,0.0586235637298592,0,0,0.0432021200318317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.306784866546887,0,0,0,0.104012267685609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938561973972174,0,0,0.0245102420010496,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0231757803218265,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0557568704162585,0,0,0.344241254154053,0,0,0,0.00877675698615577,0.0660601533412194,0,0,0,0.056524403588098,0,0,0.0161531281654991,0,0,0.053324276943933,0,0,0,0,0,0,0,0,0.26389658417371,0,0,0,0,0,0.0465512546250208,0,0,0,0,0,0,0,0,0,0,0,0.119793299791021,0,0
