,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.54282699386648,0,0.0184822337934105,0,0.0593609131993664,0,0,0,0,0,0.102015980021403,0,0,0,0,0,0.0916633906086213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297118657230012,0,0,0.11512299848432,0,0.0014800573604749,0,-0.0523396620721632,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.151648368961879,0,0.0900960757862753,0,0,0,0,0,0,0,0.070044118431228,-0.00955310344458844,0.248056634952987,0,0,0,0,0,0,0,0,0,0,0,-0.0144064524932615,0,0,0.0469971564318869,0,0,0,0,0,0.182934377657128,0,0.0437581259498793,0,0,0,0,0,0.144407512758696,0
X601939.CH.EQUITY,0,0,0,0.358839470466905,0,0.279512690433388,0,0,0,0,0.0183088802802395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162876988648982,0,0,-6.93889390390723e-18,0.0112172800790252,0,0,0,0,0,0,0,0,0,0.00784465359834226,0
X601288.CH.EQUITY,0.0654104085654716,0,0.241747237562345,0,0,0,0,0,0,0.159718937857091,0,0,0,0,0,0,0,-0.0139137681094865,0.128003554660068,0,0,0,0,0,0.154318866239489,0.0436648676207873,0,0,0,0.125683483135143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.318250194170004,0,0,0,0,0,0,-0.337133770949883,0.260980117088312,0,0.133336833215927,0,0,-0.0389919075385614,0,0,0,0,0,0,0,0,0.274308682523702,0,0,0.156902525085503,0.230034185788349,0,0,0,0,0,0,0,0.0283320283774329,0,0,-0.0728099591207139,-0.493483620291599,-8.67361737988404e-19,0,0
X601988.CH.EQUITY,0.213464523346361,0,0.0902197790154468,0,0,0,0,0,0.0586860781298301,0,0,0,0,0.142291159713237,0,0,0,0,0.0625325266929317,0,0,0,0.379960897910255,0,0,0,0,0,0,0.0202475871615668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515730706843131,0,0,0,-3.46944695195361e-18,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.031447441518091,0,0,-0.00996200767037592,0,0,0,0,-0.0230355442817512,0,0.0335440949965351,0,3.46944695195361e-18,0,0,0,0.727634002623009,-0.0129720330376336,0,0,0.0361659165229393,0.106951481365267,0,0,0,0,0,0,0,0,0,0,0,0,0.0874936265702056,0,0.0645971983565153,0,-0.0170256630025681,0,0
X1299.HK.EQUITY,0,0.228651288965434,0,0,0,0,0,0,0,0,0,0,0.0765974908131422,0,0,0.0201914664877356,0.254713399902691,0,0,0,0,0,0,0,0,0,0,0.219598775398139,0,0,0.0843665815145724,0,0.0573055777025838,0,0.104968941817813,0,0,0,0,0,0,0,0,0,0,0.032909457256073,0,0,0
X601628.CH.EQUITY,0,0.215155143557593,0,0,0,0,0.0307854950582833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504335879263601,0,0,0,0,0,0,0,0,0,0,0,0,0.403582981757256,0.232087696738983,0,0,0,0.0294979772999488,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.137055945011052,0,0,0,0.118450022805105,0.00562806041039248,0,0,0,0,0,0.261653223482736,0,0,0,0,0,0,0,0.232398522704921,0,0,0,0,0,0,0.0557861816876141,0,0,0,0,0,0,0,0,0.0149220115795941,0,0.20354241832766,0,0,0,0,0,0,0,0,0.0103093167712315
X601166.CH.EQUITY,0.123200480400507,0,0.200623258892223,0,0,0,0.134243883757654,0,0,-1.38777878078145e-17,0,0,0,0.096195021177278,0,0,0,0,0.129549737208317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105879805480358,0,0,0,0,0,0,0,0.0903046121931338,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.0784602552665413,-0.200602765766824,0,0,0,-0.105865608346217,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241884088576977,0.205146486952361,0,0,0.145518924533918,0.173578823468946,0.260109406659778,0.362030481217349,0,-0.0971869660598019,0,0,0,0,0,0.0590709838704657,0,0,0,0,0.0594404116465189,0,0,0
X11.HK.EQUITY,0,0,0,0,0.0156330841347052,0,0,0,0,0,0,0,0,0,0,0,0,0.385572931538708,0.0877305652579514,0,0.0102911612732439,0,0,0,0,0,0.227864224983548,0,0,0,0.340924877458401,0,0,0,0,0,0,0,0,0,0,0,0,0.252715237714443,0.0478504518396842,0.075636012161029,0.00369231308719833,0,0
X600000.CH.EQUITY,0,0,0,0,0,1.73472347597681e-18,0.205663272750272,0.0626039260539375,0,0,0.301643161422725,0,0.0974710593725922,0,0,0,0.0599880033179906,0.0377117436706986,0,0,0,0,0,0,0,0,0,0,0,0.0181840365528933,0,0,0,0,0,0,0,0,0,0.16840428772466,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.316924238817308,0,0,0,0.120669389789341,0,0.13679842899225,0,0,0,0.0188366767454338,0,0,0,0,0,0.343789885614314,0,0,-0.230702122163792,0,0,0.183952953610939,0,0.0195874180037599,0.122832412026001,0,0.504627858741409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297462749185236
X000002.CH.EQUITY,0,0,0,0,-0.0655532888113995,0,0,0,0,0,0,0,0,0,0,0,-0.027675401526365,0,0.089410339067412,0,0,0,0,0,0,0.021627101566282,0.0280944280880997,0,0,0,0.0242805409818542,0,0,0.708497180116798,0,0,0,0,0,0,0.152826535699023,0,0,0,0,0,0,0,0.0682218440621376
X2388.HK.EQUITY,0,0.0870710858792846,0,0,0.278563112790196,-0.650089508327093,0,0.0813118673023559,0,0,0,0,0.163506563647535,0,6.93889390390723e-18,0,0,0,0,0,0.25730556209637,0,0,0,0,0.201687184753079,0,0.203513345126321,0,0,-0.326277404602609,0,0.0123298224981632,0,0,0,0,0,0,0,0,0,0.169627296981348,0,0,0,0,0.142365925475204,0
X267.HK.EQUITY,0,0,0,0,0.171349664285834,0,-0.343344728881782,0,0,0,0,0,0,0,0,0,0.00836166742452955,0,-0.190583424502098,0,0.322291989123375,0,0,0,0,0,0,0,0,0.122171820908189,0.135256386296127,0,0.106396528620623,0,0,0,0,0,0.0268627785038679,0.139692696660501,0,0,0,0,0,0.508555301220139,0,0,0.0444601028611376
X601601.CH.EQUITY,0,0.0529430423839903,0.048535188685671,0,0,0,0.160740101779408,0,0.0464238748050739,0,0,0,0,0,0,0,0,0,0,0,0.0287647665498855,0,0,0,0,0,0,0,0,0,-0.0054358733728034,0,0,0.138210914591101,0,-3.46944695195361e-18,0,0,0,0,0.012540246625186,0,0,0,0,0,0,0.231491915600464,0
X688.HK.EQUITY,0,0,0.0852867029501352,0,0.0151412413085356,0,0,0.170396828372687,0,0.0358506452664346,0,0,-0.0460668175978939,0,-0.0266414566327032,0,0,0.0186772008423728,-0.121112211053456,0,0,0,0,0,0,0,0,0.400853958601934,0,-0.0056904015066334,0,0,0,0.136492924101208,0,0,0,0,0,0,0,0,0,0,0,0.061522482784692,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.340772373120175,0,0,0,0,0.0497126154567798,0.127273777274514,0,0,0.117567175088863,0,0.0851847973916161,0,0,0,0,0,0,0.109364236616826,0,0.110403802934202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111669382702758,0,0,0
X601998.CH.EQUITY,0,0,0,0.0761972781184649,0,0.0560269771488713,0,0.00468707893514983,0,0.369135118333566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.188801773744651,8.67361737988404e-19,0,0,0,0,0
