,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0181182707383656,-0.0376234670163979,0.213769497259982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200778688501762,0,0,0,0,0,-0.306961259677775,0,0,0,0,0,0.787223899891142,0.212573045331603,-0.175334293255076,0,0,-0.0825074892565074,0,-0.000118060857940534,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.138935240315951,0,0.209714462344818,0.0156259769404728,0,0,0,0,0.0331256303175743,0,0,0,0,0,0,0,0,0.0365891219932453,0.0684074067295169,0,0,0,0.0728538681799106,0.0331187849824745,0,0,0,0,0,0,0,0.219704741593935,0,0,0,0,0.0478813704974111,0,0.0386178764108086,0,0,0,-0.0198449779469914
X601939.CH.EQUITY,0.374431499706006,0,0,0,0,0.048920890868427,0,0,0,0,0,0,0,0,0,0,0,0.293085519348177,0,0,0,0,0,0,0,0,0,0,0.00461013985330495,0.0700972374634407,0,0,0,-0.216409561395528,-0.172156273154815,0,0,0,0.466954730187934,0,0,0,-0.0313775488430479,0.0908189068016118,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.110833689865145,0,-0.216772013211081,0.193866273080864,4.33680868994202e-19,0.455780217959279,0,0,0,0.137531109346794,0.072580358692606,-0.198692004464964,0,0,0,0,0,-0.0345557102459219,0,0,0,0,0,0,0,-0.68775668299534,0,0,0,0,0,0,0,0,0,0.295300950142748,0,0,0,0,0,0,0.10731615628548,0
X5.HK.EQUITY,-0.15634372426466,-0.0309233588165053,0,0,0,1.73472347597681e-18,0,0.0916596723073879,0,0,0.0461763225081461,0,0,0,0.346903273029021,0,0,0,0,0.458210257567144,0.242736516279304,0,0.0996634281459833,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.216289339008954,0,0,0,0,0,0,0,0,0,-0.137489931315497,0.240366160056973,0,0,0,-0.0759976574660989,-0.145844007001818,0
X601988.CH.EQUITY,0.215025132160819,0,0,0.336004758662905,0,0,0,0,0,0,0.191574686449936,0,0,0,0,0,0.24132804382741,0.0190383489063407,0,0,0,0.016970825065469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071193943074578,0,0.0726258512477626,0,0,0,0,0,0.254445601612823,0,0,0,0
X600036.CH.EQUITY,0,0.18309079425582,-0.0475652328828662,0,0,0,0,0,-0.253477405385423,0.476471219318583,0,0.35180201815029,0,0,0,0,0,0,0,0,0,0,0.0785067526400753,-0.0888926989452342,0,0,0,0.0724669275654635,0,0.065272057011425,0.102304615729277,0.137603357219538,0,-0.133844424718062,0,0,0,0,0,0,0,0,0.176607080866842,0,0,0,0.0267853572766431,0,0
X1299.HK.EQUITY,0,0.103352465871748,0,0,0.0735784626956352,0,0,0,0.0986963637695988,0,0,0,0,0.0400463117424199,0,0.176529402698498,0,0,0,0,0,0,0,0,0,0.0837827627900056,-0.0118830933040155,0,0,0,0,0,0.240429190945644,0,0,0,0,0,0,-0.0632098457711648,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0615534876083419,0,0.0727952693749106,0,0,0,0,0,0,0,0,0,0.320504084775575,0,0,0,0,0,0,0,0,0,0.0942768636469277,0.06205795346584,0,0,0,0,0,0,-0.0785407350223009,0,0,0,0.0764969983003237,0,0.207640797527085,0.0313516207120141,0,0,0,0,0,-0.0277253120266125,0.116921403109962,0,0,0
X601328.CH.EQUITY,0,0,0,0.0153575018124932,0,0,0.632503930445104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277817822405517,0,0,0.1207638201745,0.0598399103033702,0,0,0,0,0,0,0,0,0,-0.0185175595081573,0,0,-0.0900772413981232,0,0,0,0,0.0452667953528285,-0.135552758993235,-0.0295521822856082,0,0
X601166.CH.EQUITY,0,0,0,0.227282421062263,0,0,0,0,0,0,0,0,0,0.559184899234576,0,0,0,0,0,0,-0.0821912097100571,0,0,0,0,0,0,-0.0198694148617861,0,0,0,0,0,0,0,0,0,0,0.179206190001225,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.00116664224673908,0,0,0,0,0,0.547169034685979,0,0,0.0146080571996692,0,0,0,0,0,0,0,0,0,0,0,0.0188975491073371,0,0,0,0.329565952065716,0,0,0.112113856865734,-0.0287383718057991,0,0.0406720678838255,0,0,0,-0.154317623278779,0,0,0,0.0827221003555424,0,0,-0.380626868619154,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.0401947656703883,0,0,0,0,0,0,0,0,0,0,0,0.263865414600809,0,0,0,0.0623529980308752,0,0.207875832729826,0,0,0,0,0,0,0,0,0,0,0.0313477268479499,0,-0.0425320801549479,0,0,0,0,0.0644091435719655,0,0.0523536469537323,0.243321248542083,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.294577778307336,0,0,0,-0.237433156592796,0.042860055177417,0,0.408741932221157,0,0.0205564821433576,0,0,0,0.133060342306494,0,0,0.034718302314946,0,0,0,0,-0.0927131818255972,0,0,0.118520688744718,0,0,0,0,0,0,0,0,0,0,0,0,0.0222674823233408,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18
X000002.CH.EQUITY,0,0,0,0,0.1083454235179,0,0,0,0,0,0,0,0,0.303855466715692,0,0,0,0,0,0,0,0,-0.0509677067979956,0,0.255980379595691,0,0.473012494051654,0,0,-0.175883391061983,0,0.253529261353045,-0.275808046151249,0,0,0,0,0,0,0,0,-0.0351492894036302,0.254599762816944,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.0320066096307886,0,0.203345555025092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785351330170344,0,0,0.181343369997419,0,0,0.0301740644214121,0.206128707607148,0,0.0799681458084973,0,0.0262121516190657,0,0,0,0,0,0,0,0.314979903930181,0.0395269649079538,0,0,0.0979703718923196,0,0,0
X11.HK.EQUITY,0.237820483899621,0,0,0,0,0.0615630890849325,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.328585864775889,0,0,0,0,0,0,0,0,0,0,0.132985991072373,0,0,0,0,-0.0839048276218455,0.162895167306856,0,0,0,0,0,0,0,0,-0.0168609251940698,0,0
