,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0.230521782014595,0,0.129583503956689,0,0,0,0,0.242140365874028,0.0637592464837489,0,0.134291445838271,0,0,0,0,0,0,0.0939635466830433,0,0,-0.0766392330968188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725469166540595,0,0,0,0,0,0,0,0,0,0.0182467273532088,0.025596824594164,0,0,0
X601939.CH.EQUITY,0.497296208309271,0,0,0,0,0,-0.0559624589961863,0,0,0.0325400819793233,0.211241086542515,0,0.200040678028141,0,0,0,0,0,0,0,0,0,0,0,0,-0.00903636892149839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.232647405651886,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200102035304846,0,0,0,0,0,0,0.152796658336926,0,0,0.0792160764881962,0,0.173848699257707,0.183460216666824,0,0,0
X601288.CH.EQUITY,0.34732050531169,0.0458764326341518,0,0,0.401525450021592,0,0,-0.0313896162690674,0,0,0.062593441733777,0,0,0,0.114181635538872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210746593490426,0,0,0,0,0,0,0,0,0.0133688170730307,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0863834208391111,0,0.292124786145946,0,0,0,0.00303376500929302,0,0,0.249515726923429,0,0,0.105010602928144,0,0,0,0,0.141429802626301,0,0,0,0,0,0,0.0695712678681079,0,-0.0120041106932513,0,0,0.0161325486435163,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0508799434432363,0,0,0,0,0,0.0496350205180214,0,0
X600036.CH.EQUITY,0,0,0.0399671938427217,0,0,0,0.0229149245348951,0,0,0,0,0.427319681222172,0,0,0,0,0,0,0,0,0,0.0211588536413617,0,0,0,0.11063312531281,0,0,0,0,0,0,0,0,0,0,0,0.0575357317381412,0,0,0,0.0487353599630078,0,0,0,0,0,0,0,0.251690334996655
X1299.HK.EQUITY,0,0,0,0,-8.67361737988404e-19,0.0915398522923068,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0106935379680776,0,0,0.096857975987154,0,0,0,0,0.0430488619911555,0,0.175173253214581,0,0,0.106040651304363,0,0.214551567865695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148055327462899,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,1.38777878078145e-17,0,0.410794739091028,0,0,0,-0.584712896489384,0,0,0.840918166963232,0,-0.857131739701194,0,0.144256131253148,0,0.613027396883615,0,0,0,0,0,0,0,0,0,0,0,0.249171830034567,0,0,0,0,0,0,0,0.0497944526295514,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.288299348893719,0,0,0,0,0,0,0.122019249054635,0,0.152444309026954,0,0,0,0.113578709953913,0,0,0,0,0,0,0,0,0,0,0.0617685920399238,0,0,0,0.0938257597078585,0.0175713632797546,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,-0.150033917853963,0.285787381602703,0,0,0,0.103076906165788,0.0345027627370296,0,0,0,0,0,-0.203875444937388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677008865866425,-0.0304375586579185,0,0,0,0,0,0,0,0,0,-0.0707130282900041,0,0,0,0,0,0.66534624469517,0,0,0,-0.108005801836573
