,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.265726579346275,0.0561237687523424,0.00218217685550044,-0.0128237472633518,0,0.460851709968818,0,0,0,0.0546294632814638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090333104981566,0.0329403311809139,0,0,0,0,0,0,0,0,0,0,0.0856205055668733,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.097546293606398,0.0703245539624661,0,0,0.172725604961677,0,0.165939675641142,0,0,0,0.0931141105561933,0,0.111043402655242,0,0,0,0,0,0.270062329513593,0,0,0,-0.0107410489030327,0,0,0,0.124186393717357,0,0.114792309269291,0,0.0196223519727738,0,0,0,0,0,0,0,0.0309875314512236,0,-0.150090094159804,0,0.0607847099501613,0,0,0,0,0
X601939.CH.EQUITY,0.467038850311769,0.287553366297675,0,0,0,0.0454299775531108,0,0.283185015518783,0,0,0,0,0,0,0,0.014351570624204,0,0,0,0,0,-0.228221087420745,0,0,0,0,0,0,0,-0.0561295191823279,0,0,0.117672283214006,0,0,0,0,0,0,-0.0751483677450095,0,0,0,0,0,0,0,0,0,0.0805917128021446
X600036.CH.EQUITY,0,0,0,0,0,0.0286727722410281,0.18927933338578,0.141621844579015,0,0,0,-0.113043072563197,0.156430577669549,0,0,0.0498504615682437,0,0,0,0.0439194898960452,0,0,0,0,0,0.0567146456643573,0.0824401856620127,0,0.108821624061023,0.0163078085852756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373640053874968
X601288.CH.EQUITY,0,0,0.0634053240467694,0,0,0.0237835171214355,0,0.477835022000219,0,0,-0.0554657784952368,0.0694927850714857,0,0,0.0741946011914083,0,0,0,0,0,0,0,0.0709571160077437,0,0,0.00784714220193001,0,0,0.092733527057884,0,0,0,0.0213683914180653,0,0,0,0,0,0,0,0,0,0,0,0.0268394281198414,0,0,0,0.109280878913697,0
X601628.CH.EQUITY,0.17824331944286,0,0,0,0,0,0,0,0,0,0.080553472509131,0,-0.0173781742057416,0,0,-0.164797620583462,0,0,0,0,-0.0885853905534452,0.134494900144022,0,0,0.0146219651779904,0,-0.129446431533509,0,0,0,0,0,0,0,0.606122551221642,-0.0408222624874871,0,0,0,0.0395494019338017,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.207142954918696,0,0,0,0,0,0,0,0.106523345093272,0,0,0,0,0,0,0,0,0.0197918693897806,0,0,0.112593928368173,0,0,0,0,0,0,0,0,0,0.171587312649365,0,0,0,0,0,0.0932216039998264,0.157449136955477,0.0651877774813696,0,0.296064645757178,0,0,0,0,0.298610571173367,0,0
X601988.CH.EQUITY,0.0404163998691679,0,0.0903349966407009,0,0.358126349806766,0,0,0,0,0,0,0,0.209634223475528,0,0,0,0.150737299136557,0,0.0179226684861739,0,0,0,0.00951253142182467,0,0,0.026601242573632,0,0,0,0,0.125472052427081,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.1064171936371,0,0,0,0,0,0,0,0,0,0,0,-0.120756719417037,0,0,0,0,0,0,0.229018674542358,0,0.179615884335692,0.130645577749786,0,0,0,0,0,0,-0.010161896663107,0,0.0782411582543985,0,0,0,0,0,0.217148739928964,0.0670926528905653,0,-0.0391845978102504,0.247151547580585,0,0.0072917920671342,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.107942672930813,0,0,0,0,0,0,0,0.0768385034235974,0.150626556427932,0,0,0.142564617689658,0,0,0,0,0,0,0,0.0104572384705058,0,0,0.195696052910308,0,0.330931636584063,0,0,0,0,0,0.00177914909225951,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138824470318317,0,0
