,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0.103397906136147,0,0.178314583454487,3.46944695195361e-18,0,0,0,0,0,0,0.127212393610857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168805248821766,0,0,0,0.149216622463509,0,0,0,0,0,0,0,0,0.162646271018812,0,0.130822448561794
X601318.CH.EQUITY,0,0,-0.135869433241448,0,0,0.0747587333649972,0,0,0.160572991166886,0,3.46944695195361e-18,0,0.0953258042624432,-0.0286622861396078,0,0.288510242732876,0,0,0.00805239344717287,0,0,0,0.0512825959139165,0,0,0,0,0,0,0,-0.195354275414905,0,0,0,0.314938505940926,0,0,0,0.0294038667007776,0.236243309857927,-0.182822813512629,0,0.196982541944969,0,0.132063825203108,0,0,0,0,-0.0946618964702057
X601939.CH.EQUITY,0.521079055753066,0,0,0,0.00555152484418156,0,0,-0.0369484903482613,0,0,0,0.130889450580793,0,0,0.109136903432159,-0.0436740941216316,0,0,0,0,0,0,0,0.0377592812111171,0,0.217156896743239,-0.127941500724239,0,0,0,0,0,0,0,0,0,0,0.101672871526396,0,0,0.305834163757908,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.390880970591916,0,0.145586153077398,0,0,0.367867749904551,0,0,0,0,0.0673956715265616,0,-0.0223045733109891,0,0,0.0251623222809644,0.102954154715895,0,0,-6.93889390390723e-18,0.027049758126851,0.0224752797516643,0,0,0,-0.0308155601826469,0,0,0,0.0565352654032723,0,0,0,0,-0.19659522955078,-0.0194601814670954,0,0,0,0,0.217440347770278,0,0,-0.133948690941711,0,-0.0773510894736788,0,0.0601395551883833,0,0
X5.HK.EQUITY,0.0515918044471473,0,0.0476340507085546,0.190849812647707,0,0,0,-0.0631330138232577,0,0,0,0,0.149680531792533,0,0,0,0,0,0,0,0,0.486699071955665,0,0,0,0,0,0,0,0,0.221282595162838,0,0,0,0,0,0,0,0,0,0.0551665564144903,0,0,0,0,0,0,0,-0.181056464121477,0
X601988.CH.EQUITY,0.255441529284031,0.0835265207144188,0.0899195112292705,0,0,0,0,0,0.19298302100265,0,0,0.273080722973952,0,-0.114173950469305,0,0,0,0,0,0,0,0.0118137311806401,0,0,0,0.05063401953592,0,0,0,0,0,0,0,0.192723454839983,0,0,0,0,0,0,-0.0401801884039536,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0472868988680162,-0.074048379423314,0,0.294366424686048,0,-0.0541482993450994,0.0374821714717116,0,0.304105516029713,0,0.203907817074374,0,0,0,0,0,0.0520878951711634,0,0,0,0,0,0,0,0,0.026279034713824,0,0.00915513596382037,0.0261818277530993,0,0.108291384340621,0,0,0.0543992004380577,0,0,0,0.0308599244926668,0,0,0,0,-8.67361737988404e-19,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0996859269214316,0,0,0,0.115781627078868,0,0,-0.106866237031299,0,0.0182949908471688,0.244242226855164,0,0,0,0,0.0392154746397295,0,0,0.0623718743334866,0.0505798347139663,0.0796456271359928,0,0,0,0,0,0.0250845415367114,0.220537855433975,0,0.0239944970565231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.141974725241611,0.217213177758322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130079343718029,-0.104517703262121,0,0,0,0,0.21721199173163,0,0,0,-0.119139509541815,0,0,0,0,0,0,0,-0.00664142989766415,0,0,0,0,0,0,0,0,0.129802595809782,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.223994903314506,-0.501042504679381,0,0,0,0,-0.167824319130905,0,0,0,0,0,0.685278812905582,0,0,0,0.154404448280626,0,0,0,0,0.0780206221364835,0,0,0,0,0,0,0,-0.663871898918239,0.061795335187442,0,0,0,0,0.603690618109719,0,-0.237342124919696,0,0
