,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0.360926985169281,0,0.308949056029904,0,0,0,0,0,0.0476953052052654,0,0,0,0,0.0514699119956732,0,0,0,0,-0.0444627752679958,0,0,0,0,0,0,0,0.0431144375293701,0,0,0,0,0,0,0,0,0,0,0,0,0.0900580911153674,0,0,0,0,0,0.0588058982411181,0,0,0
X601318.CH.EQUITY,0.128382853700654,0,0,0,0,0,0,0,0.169240174554718,0,0,0,0,0,0,0,0.18586350187977,0.0151352239836586,0,0,0,0,0,-6.93889390390723e-18,0.0705347308141511,0,0,0,0,0,-0.0407606425738618,0.12923959506694,0,0,0,0,0.141950670994136,0,0,0,0,0,0.0422902653747933,0,0.0710670269338854,0,0,0,0.130391485530613,0
X601939.CH.EQUITY,0,0,0,0.283394621308097,0,0.0677041701735935,0,0,0,0,0,0,0,0.459182047188016,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0732375187241477,0,0,0.0127514676676938,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.35518940267005,0,0.00689652484325647,0,0,0.502561677051252,0.0229816995977798,0,0,0,0,0,0,0,0.0332176783340454,0,0,0,0,0,0,-0.0349930234409637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125639409369638,0,0,0,0,0.0922163325719707,0,0.00296085073311965,0.00679716057032157
X5.HK.EQUITY,0,0,0,0,0,0,0,0.084478700056648,0,0,0,0,0,0,0,0,0,0.131452376321323,0,0,0,0,0,0,0,0,0,0.0797541331881371,0.267020787434267,0,0,0.374298061484149,0,0,0.0199773677182603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714329570528841
X601988.CH.EQUITY,0.408416484579242,0,0.0659259342719438,0,0,0,0,0,0.0417093253024791,0,0,0,0,0,0,0,0,0.0874622472002389,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0.161191352777729,0,0,0,0.0309777734923889,0,0,0,0,0,0,0,0,0,0,0.202659884879293,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.190256382589091,0,0,0,0.288001727098548,0.0926635169918688,0,0,0,0.129387137061257,0,0,0,0,0,0,0,0,0,0,0.0442966976381015,0,0.113188347558776,0,0.0422946053499178,0,0,0,0,0.0021412605486412,0,0,0,0,0,0,0,0,0,0,0,0,0.0359630032385389
X1299.HK.EQUITY,0,0,0,0,0,0,0.101046898016911,0,0,0,0,0,0,0,0.425046875426561,0,0,0.133195110696243,0,0.13151837310046,0,0,0,0,0,0,0,0,0.241856635390604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.192209221943608,0,0,0,0,0.15748458834198,0,0,0,0,-2.77555756156289e-17,0.0192299547698194,0,0,0,0,0,-0.0163164026240616,0,0.208760197283832,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.0768988612599753,0,0,0,0,0,0,0.0464060674491262,0,0.0570165927284732,0,0,0,0,0,0,0,0,0,0.112227663608955,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,-0.292913059539,0,0.222135811648461,0,-0.228824877023676,-0.118216306915084,0,0,0,0,0,0,0,1.01535729360454,0,0,0,0,0,0,0.167276228100905,0,0,0,-0.0835564094961644,0,0,0,0,0,-1.08523940458829,0,0,0,0.00537155661658491,0.943683338496655,-0.214184588323979,0,0,0
