,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.151019399588277,0,0,0,0,0,0,0,0.0823399550866327,0,0,0,0,0,0,0,0,0.0545626871533413,0,0,0,0,0.412888776508452,0,-0.194771376093941,0,0,0,0,0,0,0,0,0,0,0,0,0.502631432522044,0,0,0,0,0,0,0,0,-0.0392043860817546
X601318.CH.EQUITY,0,0,0,0,0,0,0.152216124535247,0,0.254228708544137,0,0,0,0,0,0,0,0,0.282443467008531,0.075167511904378,0,0.0399875290410538,0,0,0,0,0.0802870900897777,0,0,0,0,0,0,0,0,0,0.0750294748490576,0,0,0,0.0254284372993827,0,0,0,0.00956112222022165,0,0,0,0.0452677960075453,0
X601939.CH.EQUITY,0,0,0,0.676479126419784,0,0.0890377150276952,0,0,0,0.214713957389235,0,0,0,0,0,0,0,0,0,0,0.0845200473537385,0,0,0,0,0,0,0,0.0916247081624099,0,0,0,0,0.0558203581075465,0,-0.0260206365408066,-0.0435739012584918,0,0,0,0,0,0,0,0,0,0,0,0.0565564862513183
X601288.CH.EQUITY,0,0,0,0,-0.133106309323039,0,-0.266018377648249,0,0.104236078458203,0.0561465493826001,0.874693374111601,0,0,0,-0.080919318616628,0,0,0,0,-0.301648836504933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132811934857809,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0730577907658593,0,0,0,0.151482198567479,0.339272058855808,0,0,0,0.0300778521047504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181725169996727,0,0,0,0,0,0,0,0,0,0.128905773689074,0,0.288218765067701,0,0,0,0,0,0,-0.0939685778028908,0,0.059865324963235
X601988.CH.EQUITY,0,0,0.311439056961697,0,0.283349039389198,0,0,0,0.0367947381323071,0,0,0,0,0,0,0.064473565081666,0,0,0,0,-0.128111543817017,0,0,0,0.0685576059755371,0,0,0,0,0,-0.166961128966965,0,0.143571401146988,0,0,0,0,0,0,0,0.0169424189975818,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.213358504423783,0,0,0,0,0,0,0,0,0,0,0,0.169573986453085,0,0,0,0,0,0,0,0,0.0385103105886199,0,0.0409917523977567,-0.0758013237987142,0.0835770727812239,0.0726237200525909,0,0,0,0,0,0,0.518405896083251,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.505681250799077,0,0,0,0,0,0,0,0,0,0.13332623402559,0,0,0,0,0,0,0,0,0.0546093503929909,0,0,0,-0.0253059644366252,0,0,0,0,0,0,-0.0600807674801555,0.19366473558015,0,0.272271746655501,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.032015558132358,0,0.0244509296433449,0,0,0,0,0,0,0,0,0,0,-0.0836276916220355,0,0,0.238188338600909,0,0,0,0,0,0,0,0,0,0.0459505794071194,0,0,0,0,0,0,0.101437890005107,0.337952734081831,0.00126998411661482,0,0,0,0,0.220884869707763,0.099670826790039,0.0725458114708738,0,0,-0.0386995723331249,0,0
X601328.CH.EQUITY,0,0,0.0488209955208134,0,0,0,0,0.649460834069963,0,0,0,0.00497647611107533,0,0,0,0,0,0,-0.163326117016495,0.2172543810262,0,0,0,0,0,0,0.0565964960896211,0,0,0,0,0,0,0,0,0.08375133494867,0,0,0,0,0,0,0.136346170472126,-0.089816049426756,0,0,-0.195764901171408,-0.0532845501592171,0
